example_id,sub_question_id,selector,rate,ground_truth,predicted,f1,em,selected_tokens,question,glm_correct,glm_reason
4,0,draft_selected_set,0.05,"Alice de Lusignan had a uterine half-brother, King Henry III of England.",King Henry III of England and Matilda of Flanders,0.3870967741935484,0.0,58,"Who were the siblings of Alice de Lusignan, Countess of Surrey?",0,预测答案虽然包含了标准答案中的核心实体“King Henry III of England”，但额外引入了“Matilda of Flanders”这一错误信息，导致与标准答案在语义上并不等价，未能正确回答问题。
4,1,oracle_full_attention,0.05,Henry III was first crowned in 1216 at Gloucester Cathedral and had a second coronation on 17 May 1220 at Westminster Abbey.,1216 and 1220,0.4,0.0,103,When was King Henry III of England crowned?,1,预测答案准确提取了标准答案中的核心时间信息“1216”和“1220”，完整回答了亨利三世加冕的时间，与标准答案在语义上等价。
4,1,fusionrag_qk,0.05,Henry III was first crowned in 1216 at Gloucester Cathedral and had a second coronation on 17 May 1220 at Westminster Abbey.,1220,0.15384615384615385,0.0,103,When was King Henry III of England crowned?,0,预测答案仅包含了1220年第二次加冕的时间，遗漏了1216年首次加冕这一关键信息，未完整回答问题。
4,1,draft_selected_set,0.05,Henry III was first crowned in 1216 at Gloucester Cathedral and had a second coronation on 17 May 1220 at Westminster Abbey.,1220,0.15384615384615385,0.0,103,When was King Henry III of England crowned?,0,预测答案仅包含了1220年这一时间点，遗漏了1216年首次加冕的关键信息，未能完整回答问题。
6,0,oracle_full_attention,0.05,Ernst Mach was employed at Charles University in Prague.,Charles University in Prague,0.625,0.0,74,Which university employed Ernst Mach?,1,预测答案“Charles University in Prague”直接提供了问题所问的大学名称，包含了标准答案的核心实体信息，与标准答案在语义上完全一致，正确回答了问题。
6,0,fusionrag_qk,0.05,Ernst Mach was employed at Charles University in Prague.,Charles University in Prague,0.625,0.0,74,Which university employed Ernst Mach?,1,预测答案“Charles University in Prague”直接包含了标准答案的核心实体信息，准确回答了问题所询问的大学名称，在语义上与标准答案完全等价。
6,0,draft_selected_set,0.05,Ernst Mach was employed at Charles University in Prague.,Charles University in Prague,0.625,0.0,74,Which university employed Ernst Mach?,1,预测答案“Charles University in Prague”直接包含了标准答案中的核心实体信息，准确回答了问题所问的大学名称，与标准答案在语义上完全等价。
7,0,oracle_full_attention,0.05,The Mach number is named after the Austrian physicist and philosopher Ernst Mach.,Ernst Mach,0.2857142857142857,0.0,79,Who is the physicist that the Mach number is named after?,1,预测答案“Ernst Mach”准确包含了标准答案中的核心实体信息，即物理学家恩斯特·马赫的名字，在语义上与标准答案完全等价，正确回答了问题。
7,0,fusionrag_qk,0.05,The Mach number is named after the Austrian physicist and philosopher Ernst Mach.,Ernst Mach,0.2857142857142857,0.0,79,Who is the physicist that the Mach number is named after?,1,预测答案准确给出了问题所问的物理学家的名字“Ernst Mach”，包含了标准答案的核心实体，在语义上与标准答案完全等价，正确回答了问题。
7,0,draft_selected_set,0.05,The Mach number is named after the Austrian physicist and philosopher Ernst Mach.,Ernst Mach,0.2857142857142857,0.0,79,Who is the physicist that the Mach number is named after?,1,预测答案“Ernst Mach”准确包含了标准答案中的核心实体，即物理学家的名字。虽然缺少了关于其国籍和身份的修饰语，但在语义上已经正确且完整地回答了问题。
7,1,oracle_full_attention,0.05,Ernst Mach was a professor at Charles University in Prague.,"Charles University in PragueDocument: Friedrich Hayek: Initially sympathetic to Wieser's democratic socialism, Hayek's economic thinking shifted away from socialism and toward the classical liberalism of Carl Menger after reading von Mises' book Socialism. It was sometime after reading Socialism that Hayek began attending von Mises",0.11940298507462686,0.0,73,Who was Ernst Mach's employer or academic institution during his career?,1,预测答案“Charles University in Prague”直接包含了标准答案的核心实体信息，即马赫曾任职的学术机构为布拉格查理大学。虽然缺少了“professor”等修饰词，但在语义上准确回答了问题，符合评估标准。
7,1,fusionrag_qk,0.05,Ernst Mach was a professor at Charles University in Prague.,Charles University in Prague,0.625,0.0,73,Who was Ernst Mach's employer or academic institution during his career?,1,预测答案“Charles University in Prague”准确包含了标准答案中的核心实体信息，即马赫所在的学术机构。虽然它省略了“was a professor at”等修饰性词语，但语义上与标准答案完全一致，正确回答了问题。
7,1,draft_selected_set,0.05,Ernst Mach was a professor at Charles University in Prague.,"Charles University in PragueDocument: Vinko Dvořák: He studied mathematics and physics at the Charles University in Prague, and after graduating he became an assistant to professor Ernst Mach. After obtaining his doctorate in Prague in 1873/1874 he came to Zagreb (at",0.2816901408450704,0.0,73,Who was Ernst Mach's employer or academic institution during his career?,1,预测答案“Charles University in Prague”直接包含了标准答案的核心实体，即马赫所在的学术机构。虽然预测答案省略了“professor”等修饰词，但通过文档上下文可知马赫确实在该大学任职，语义上与标准答案完全一致，正确回答了问题。
9,0,oracle_full_attention,0.05,King Richard I of England,Richard I,0.5,0.0,99,Which English king trusted William de Longchamp?,1,预测答案“Richard I”直接指出了国王的具体身份，与标准答案“King Richard I of England”在语义上完全等价，包含了核心实体信息，准确回答了问题。
9,0,fusionrag_qk,0.05,King Richard I of England,Richard I,0.5,0.0,99,Which English king trusted William de Longchamp?,1,预测答案“Richard I”与标准答案“King Richard I of England”在语义上完全等价，准确指出了同一位英格兰国王，符合包含关键信息且意思一致的标准。
9,0,draft_selected_set,0.05,King Richard I of England,Richard I,0.5,0.0,99,Which English king trusted William de Longchamp?,1,预测答案“Richard I”与标准答案“King Richard I of England”在语义上完全等价，准确指出了同一位英格兰国王，符合包含关键信息且意思一致的标准。
9,1,oracle_full_attention,0.05,"King Richard I led a large fleet from Messina to Acre in April 1191, which was dispersed by a storm.",Richard I's fleet to reach Acre,0.27586206896551724,0.0,136,What specific naval expedition or fleet did King Richard I lead that was dispersed by a storm?,0,预测答案虽然提到了目的地Acre，但缺少了标准答案中的核心信息，如出发地Messina、时间April 1191以及被风暴吹散这一关键事件，语义上并不等价。
9,1,fusionrag_qk,0.05,"King Richard I led a large fleet from Messina to Acre in April 1191, which was dispersed by a storm.",Richard the Lion-hearted's fleet in April 1191 that left Messina to reach Acre was dispersed by a storm.,0.7391304347826085,0.0,136,What specific naval expedition or fleet did King Richard I lead that was dispersed by a storm?,1,预测答案包含了标准答案的所有关键信息，即理查一世（狮心王理查）在1191年4月率领从墨西拿前往阿卡的舰队，且该舰队被风暴吹散。两者在语义上完全等价，仅存在措辞上的细微差异。
9,1,draft_selected_set,0.05,"King Richard I led a large fleet from Messina to Acre in April 1191, which was dispersed by a storm.",Richard the Lion-hearted's fleet in April 1191 that left Messina to reach Acre was dispersed by a storm.,0.7391304347826085,0.0,136,What specific naval expedition or fleet did King Richard I lead that was dispersed by a storm?,1,预测答案包含了标准答案的所有关键信息，即理查一世（狮心王理查）在1191年4月率领从墨西拿前往阿卡的舰队，且该舰队被风暴吹散。两者在语义上完全等价，仅存在措辞上的细微差异。
10,0,oracle_full_attention,0.05,George Packer,George Packer,1.0,1.0,75,Who is the author of The Unwinding?,1,预测答案“George Packer”与标准答案完全一致，准确包含了问题所要求的核心实体，正确回答了《The Unwinding》的作者。
10,0,fusionrag_qk,0.05,George Packer,George Packer,1.0,1.0,75,Who is the author of The Unwinding?,1,预测答案“George Packer”与标准答案完全一致，准确包含了问题所问的《The Unwinding》一书的核心作者信息，语义完全等价，因此判断为正确。
10,0,draft_selected_set,0.05,George Packer,George Packer,1.0,1.0,75,Who is the author of The Unwinding?,1,预测答案“George Packer”与标准答案完全一致，准确包含了核心实体信息，正确回答了《The Unwinding》的作者问题。
10,1,oracle_full_attention,0.05,Peace Corps,Peace Corps,1.0,1.0,86,Which organization did George Packer volunteer for?,1,预测答案“Peace Corps”与标准答案完全一致，准确包含了问题所问的核心实体信息，正确回答了George Packer志愿加入的组织。
10,1,fusionrag_qk,0.05,Peace Corps,Peace Corps,1.0,1.0,86,Which organization did George Packer volunteer for?,1,预测答案“Peace Corps”与标准答案完全一致，准确包含了核心实体信息，正确回答了George Packer志愿服务的组织名称。
10,1,draft_selected_set,0.05,Peace Corps,Peace Corps,1.0,1.0,86,Which organization did George Packer volunteer for?,1,预测答案“Peace Corps”与标准答案完全一致，准确包含了问题所问的核心组织实体，正确回答了问题。
11,0,oracle_full_attention,0.05,The song 'Bang Bang Rock & Roll' was performed by the British rock band Art Brut.,Art Brut,0.15384615384615385,0.0,61,Which band performed the song 'Bang Bang Rock & Roll'?,1,预测答案“Art Brut”准确包含了标准答案中的核心实体，即表演该歌曲的乐队名称，与标准答案在语义上完全等价，正确回答了问题。
11,0,fusionrag_qk,0.05,The song 'Bang Bang Rock & Roll' was performed by the British rock band Art Brut.,Art Brut,0.15384615384615385,0.0,61,Which band performed the song 'Bang Bang Rock & Roll'?,1,预测答案“Art Brut”准确包含了标准答案中的核心实体信息，直接回答了演唱该歌曲的乐队名称，语义上与标准答案完全一致。
11,0,draft_selected_set,0.05,The song 'Bang Bang Rock & Roll' was performed by the British rock band Art Brut.,Art Brut,0.15384615384615385,0.0,61,Which band performed the song 'Bang Bang Rock & Roll'?,1,预测答案“Art Brut”准确给出了问题所询问的乐队名称，包含了标准答案中的核心实体信息，与标准答案在语义上完全等价，因此判断为正确。
11,1,oracle_full_attention,0.05,Eddie Argos,Eddie Argos,1.0,1.0,60,Who is the lead singer of the band Art Brut?,1,预测答案与标准答案完全一致，均为“Eddie Argos”，准确包含了问题所询问的乐队主唱这一核心实体信息，语义完全等价。
11,1,fusionrag_qk,0.05,Eddie Argos,Eddie Argos,1.0,1.0,60,Who is the lead singer of the band Art Brut?,1,预测答案“Eddie Argos”与标准答案完全一致，准确地包含了问题的核心实体，正确回答了乐队Art Brut的主唱是谁。
11,1,draft_selected_set,0.05,Eddie Argos,Eddie Argos,1.0,1.0,60,Who is the lead singer of the band Art Brut?,1,预测答案与标准答案完全一致，均为“Eddie Argos”，准确包含了问题的核心实体信息，正确回答了关于Art Brut乐队主唱的问题。
12,0,oracle_full_attention,0.05,Compaq initiated a successful price war among PC manufacturers in 1994.,Compaq,0.13333333333333333,0.0,100,Which company initiated a successful price war among PC manufacturers in 1994?,1,预测答案“Compaq”准确包含了标准答案中的核心实体信息，直接且正确地回答了问题所问的公司名称，与标准答案在语义上完全等价。
12,0,fusionrag_qk,0.05,Compaq initiated a successful price war among PC manufacturers in 1994.,Compaq,0.13333333333333333,0.0,100,Which company initiated a successful price war among PC manufacturers in 1994?,1,预测答案“Compaq”准确包含了标准答案中的核心实体信息，直接回答了1994年发起PC制造商价格战的公司名称，语义上与标准答案完全一致。
12,0,draft_selected_set,0.05,Compaq initiated a successful price war among PC manufacturers in 1994.,Compaq,0.13333333333333333,0.0,100,Which company initiated a successful price war among PC manufacturers in 1994?,1,预测答案“Compaq”准确包含了标准答案中的核心实体，直接回答了问题所问的公司名称，与标准答案在语义上完全等价。
12,1,oracle_full_attention,0.05,Hewlett Packard,Hewlett-Packard,0.4444444444444445,0.0,105,Which company did Compaq merge with in 2002?,1,预测答案“Hewlett-Packard”与标准答案“Hewlett Packard”在语义上完全等价，仅存在连字符的细微格式差异，指代的都是同一家公司，包含了标准答案的关键信息。
12,1,fusionrag_qk,0.05,Hewlett Packard,Hewlett-Packard,0.4444444444444445,0.0,105,Which company did Compaq merge with in 2002?,1,预测答案“Hewlett-Packard”与标准答案“Hewlett Packard”在语义上完全等价，仅存在一个连字符的细微格式差异，指代的都是惠普这一同一实体，准确回答了问题。
12,1,draft_selected_set,0.05,Hewlett Packard,Hewlett Packard,1.0,1.0,105,Which company did Compaq merge with in 2002?,1,预测答案与标准答案完全一致，均为“Hewlett Packard”，准确包含了问题所要求的核心实体信息，语义完全等价，因此判断为正确。
13,0,oracle_full_attention,0.05,"Katherine of England was the fifth child of King Henry III and Eleanor of Provence. She was born on 25 November 1253, was either deaf-mute or deaf and mentally challenged, was very sickly, possibly had a degenerative disease, and died at Windsor on 3 May 1257 before reaching her fourth year.","1253-1257, was the fifth child of Henry III and his wife, Eleanor of Provence. She was born either a deaf-mute or just deaf and mentally challenged and was very sickly, passing away before her fourth year and dying at Windsor.",0.728813559322034,0.0,57,Who is Katherine of England?,1,预测答案包含了标准答案的所有关键信息，如出生年份、父母身份、健康状况以及去世地点等，语义上与标准答案完全等价，仅存在措辞上的细微差异。
13,0,fusionrag_qk,0.05,"Katherine of England was the fifth child of King Henry III and Eleanor of Provence. She was born on 25 November 1253, was either deaf-mute or deaf and mentally challenged, was very sickly, possibly had a degenerative disease, and died at Windsor on 3 May 1257 before reaching her fourth year.","Katherine of England was the fifth child of Henry III and his wife Eleanor of Provence, and she was very sickly, not surviving her fourth year, dying in 1257 at Windsor.",0.6296296296296295,0.0,57,Who is Katherine of England?,1,预测答案准确包含了标准答案的核心信息，指出了Katherine of England是亨利三世与埃莉诺的第五个孩子，且提及了她体弱多病、未满四岁便在温莎去世等关键事实，语义上与标准答案保持一致。
13,0,draft_selected_set,0.05,"Katherine of England was the fifth child of King Henry III and Eleanor of Provence. She was born on 25 November 1253, was either deaf-mute or deaf and mentally challenged, was very sickly, possibly had a degenerative disease, and died at Windsor on 3 May 1257 before reaching her fourth year.","Katherine of England was the fifth child of Henry III and his wife Eleanor of Provence, born in 1253 and who died in 1257. She was a child who was either born deaf-mute or just deaf and mentally challenged, and was very sickly, not surviving her fourth",0.7401574803149606,0.0,57,Who is Katherine of England?,1,预测答案包含了标准答案的所有关键信息，如亨利三世的第五个孩子、出生和死亡年份、健康状况（失聪、智力障碍、体弱多病）以及未满四岁便夭折等。两者在语义上完全等价，仅存在细微的措辞差异。
13,1,oracle_full_attention,0.05,Henry III was first crowned in 1216 and had a second coronation in 1220.,1216 and 1220,0.5806451612903226,0.0,104,What year was King Henry III of England crowned?,1,预测答案包含了“1216 and 1220”这两个关键年份，与标准答案中提到的首次加冕和第二次加冕的时间完全一致，语义上完全等价，正确回答了问题。
13,1,fusionrag_qk,0.05,Henry III was first crowned in 1216 and had a second coronation in 1220.,1216,0.24000000000000002,0.0,104,What year was King Henry III of England crowned?,0,预测答案仅包含了1216年这一个加冕年份，遗漏了标准答案中关于1220年第二次加冕的关键信息，因此未能完整回答问题。
13,1,draft_selected_set,0.05,Henry III was first crowned in 1216 and had a second coronation in 1220.,1216 and 1220,0.5806451612903226,0.0,104,What year was King Henry III of England crowned?,1,预测答案包含了“1216”和“1220”这两个关键年份，与标准答案中提到的首次加冕和第二次加冕的时间完全一致，语义上完全等价，正确回答了问题。
14,0,oracle_full_attention,0.05,"Natalie Wood played the little girl, Susan Walker, in the 1947 film Miracle on 34th Street.",Natalie Wood,0.16666666666666669,0.0,52,Who played the little girl in the 1947 film Miracle on 34th Street?,1,预测答案“Natalie Wood”准确包含了标准答案中的核心实体信息，即扮演小女孩的演员名字，与标准答案在语义上完全等价，正确回答了问题。
14,0,fusionrag_qk,0.05,"Natalie Wood played the little girl, Susan Walker, in the 1947 film Miracle on 34th Street.",Natalie Wood,0.16666666666666669,0.0,52,Who played the little girl in the 1947 film Miracle on 34th Street?,1,预测答案“Natalie Wood”准确包含了标准答案的核心实体信息，直接回答了谁在1947年电影中扮演小女孩的问题，语义与标准答案完全一致。
14,0,draft_selected_set,0.05,"Natalie Wood played the little girl, Susan Walker, in the 1947 film Miracle on 34th Street.",Natalie Wood,0.16666666666666669,0.0,52,Who played the little girl in the 1947 film Miracle on 34th Street?,1,预测答案“Natalie Wood”准确包含了标准答案中的核心实体和关键信息，直接回答了谁扮演了电影中的小女孩，语义上与标准答案完全一致。
14,1,oracle_full_attention,0.05,Lana Wood is the sibling of actress Natalie Wood.,Maureen O'Hara,0,0.0,84,Who is the sibling of actress Natalie Wood?,0,预测答案“Maureen O'Hara”与标准答案中的核心实体“Lana Wood”完全不同，未能包含标准答案的关键信息，因此未能正确回答问题。
14,1,fusionrag_qk,0.05,Lana Wood is the sibling of actress Natalie Wood.,Maureen O'Hara,0,0.0,84,Who is the sibling of actress Natalie Wood?,0,预测答案给出的名字是Maureen O'Hara，而标准答案明确指出Natalie Wood的兄弟姐妹是Lana Wood。两者不仅语义上不等价，且预测答案完全缺少标准答案的核心实体，因此是错误的。
14,1,draft_selected_set,0.05,Lana Wood is the sibling of actress Natalie Wood.,Lana Wood,0.33333333333333337,0.0,84,Who is the sibling of actress Natalie Wood?,1,预测答案“Lana Wood”准确提供了标准答案中的核心实体，直接回答了问题所问的Natalie Wood的兄弟姐妹是谁，语义上与标准答案完全等价。
15,0,oracle_full_attention,0.05,"Culberson County, Texas","Pine Springs is located in Falls County, Texas.",0.36363636363636365,0.0,33,In which county is Pine Springs located?,0,"预测答案指出Pine Springs位于Falls County, Texas，而标准答案明确其位于Culberson County, Texas。两者所指的县名完全不同，因此预测答案错误。"
15,0,fusionrag_qk,0.05,"Culberson County, Texas",Perry County,0.3333333333333333,0.0,33,In which county is Pine Springs located?,0,"预测答案给出的“Perry County”与标准答案“Culberson County, Texas”完全不一致，缺少核心实体信息，因此判断为错误。"
15,0,draft_selected_set,0.05,"Culberson County, Texas",Culberson County,0.8571428571428571,0.0,33,In which county is Pine Springs located?,1,预测答案包含了标准答案的核心实体“Culberson County”，虽然缺少了“Texas”这一补充信息，但已经准确回答了Pine Springs所在的县，语义上与标准答案一致。
15,1,oracle_full_attention,0.05,Van Horn,"Document not fully provided, but based on the information given, it can be inferred that the county seat of Culberson County, Texas is not directly mentioned. However, the closest settlement to the headquarters of Guadalupe Mountains National Park, which is in Culberson County, is Pine Springs. Since Pine",0,0.0,56,"What is the county seat of Culberson County, Texas?",0,预测答案没有包含标准答案“Van Horn”，而是错误地推测Pine Springs是答案，且句子未完整，未能正确回答问题。
15,1,fusionrag_qk,0.05,Van Horn,Pine Springs,0,0.0,56,"What is the county seat of Culberson County, Texas?",0,预测答案给出的县治是Pine Springs，而标准答案明确指出Culberson County的县治是Van Horn。两者完全不同，预测答案缺少标准答案的核心实体，因此判断为错误。
15,1,draft_selected_set,0.05,Van Horn,Van Horn,1.0,1.0,56,"What is the county seat of Culberson County, Texas?",1,预测答案“Van Horn”与标准答案完全一致，准确地包含了问题所问的核心实体信息，正确回答了Culberson县的县治所在地。
16,0,oracle_full_attention,0.05,Compaq was the top PC manufacturer in 1994.,Compaq,0.16666666666666669,0.0,75,Who was the top PC manufacturer in 1994?,1,预测答案“Compaq”准确包含了标准答案的核心实体信息，直接回答了1994年顶级PC制造商是谁的问题，与标准答案在语义上完全等价。
16,0,fusionrag_qk,0.05,Compaq was the top PC manufacturer in 1994.,Compaq,0.16666666666666669,0.0,75,Who was the top PC manufacturer in 1994?,1,预测答案“Compaq”准确包含了标准答案的核心实体信息，直接回答了1994年顶级PC制造商是谁的问题，与标准答案在语义上完全等价。
16,0,draft_selected_set,0.05,Compaq was the top PC manufacturer in 1994.,Compaq,0.16666666666666669,0.0,75,Who was the top PC manufacturer in 1994?,1,预测答案“Compaq”准确包含了标准答案的核心实体信息，直接回答了1994年最大的个人电脑制造商是谁的问题，与标准答案在语义上完全等价。
16,1,oracle_full_attention,0.05,Compaq merged with Hewlett Packard (HP) in 2002.,Hewlett-Packard,0.2,0.0,109,What company did Compaq merge with in 2002?,1,预测答案“Hewlett-Packard”准确包含了标准答案中的核心实体信息，与标准答案在语义上完全等价，正确回答了2002年与康柏合并的公司名称。
16,1,fusionrag_qk,0.05,Compaq merged with Hewlett Packard (HP) in 2002.,Hewlett-Packard,0.2,0.0,109,What company did Compaq merge with in 2002?,1,预测答案“Hewlett-Packard”准确包含了标准答案中的核心实体，与标准答案在语义上完全等价，正确回答了2002年与康柏合并的公司名称。
16,1,draft_selected_set,0.05,Compaq merged with Hewlett Packard (HP) in 2002.,Hewlett Packard,0.4210526315789474,0.0,109,What company did Compaq merge with in 2002?,1,预测答案“Hewlett Packard”准确包含了标准答案中的核心实体信息，直接回答了2002年与康柏合并的公司名称，语义上与标准答案完全一致。
17,0,oracle_full_attention,0.05,George VI was the King of the United Kingdom in 1950.,George VI,0.2666666666666667,0.0,70,Who was the King of England in 1950?,1,预测答案“George VI”准确包含了标准答案中的核心实体，直接回答了1950年英国的国王是谁，与标准答案语义完全等价。
17,0,fusionrag_qk,0.05,George VI was the King of the United Kingdom in 1950.,George VI,0.2666666666666667,0.0,70,Who was the King of England in 1950?,1,预测答案“George VI”准确包含了标准答案的核心实体，与标准答案在语义上完全等价，正确回答了1950年英国国王是谁的问题。
17,0,draft_selected_set,0.05,George VI was the King of the United Kingdom in 1950.,George VI,0.2666666666666667,0.0,70,Who was the King of England in 1950?,1,预测答案“George VI”准确包含了标准答案的核心实体，与标准答案在语义上完全等价，正确回答了1950年英国国王是谁的问题。
17,1,oracle_full_attention,0.05,Colin Firth,"Document: The King's Speech is a 2010 British historical drama film directed by Tom Hooper and written by David Seidler. Colin Firth plays the future King George VI who, to cope with a stammer, sees Lionel Logue, an Australian speech and language therapist played by Geoffrey Rush",0.1,0.0,96,Which actor played King George VI in the film 'The King's Speech'?,1,预测答案在提供的文档中明确指出了“Colin Firth plays the future King George VI”，包含了标准答案的核心实体“Colin Firth”，准确回答了谁在电影中扮演了乔治六世的问题，语义完全一致。
17,1,fusionrag_qk,0.05,Colin Firth,George VI,0,0.0,96,Which actor played King George VI in the film 'The King's Speech'?,0,预测答案“George VI”是电影中角色的名字，而问题询问的是扮演该角色的演员。标准答案应为“Colin Firth”，预测答案缺少了这一核心实体信息，因此判断为错误。
17,1,draft_selected_set,0.05,Colin Firth,Colin Firth,1.0,1.0,96,Which actor played King George VI in the film 'The King's Speech'?,1,预测答案“Colin Firth”与标准答案完全一致，准确包含了问题所询问的在电影《国王的演讲》中饰演乔治六世国王的演员信息，符合所有判断标准。
18,0,oracle_full_attention,0.05,Natalie Wood played Susan Walker in Miracle on 34th Street.,Natalie Wood,0.25,0.0,51,Who played Susie in Miracle on 34th Street?,1,预测答案给出了核心人物“Natalie Wood”，与标准答案中的关键信息完全一致，准确回答了谁扮演该角色的问题。
