example_id,sub_question_id,selector,rate,ground_truth,predicted,f1,em,selected_tokens,question,glm_correct,glm_reason
7,1,oracle_full_attention,0.3,Ernst Mach was a professor at Charles University in Prague.,"Charles University in PragueDocumentDocument: Friedrich Hayek: During Hayek's years at the University of Vienna, Carl Menger's work on the explanatory strategy of social science and Friedrich von Wieser's commanding presence in the classroom left a lasting influence on him. Upon the completion of his examinations, Hayek was",0.15151515151515152,0.0,439,Who was Ernst Mach's employer or academic institution during his career?,1,预测答案“Charles University in Prague”直接包含了标准答案的核心实体信息，即恩斯特·马赫所在的学术机构，与标准答案在语义上完全等价，正确回答了问题。
7,1,fusionrag_qk,0.3,Ernst Mach was a professor at Charles University in Prague.,Charles University in Prague,0.625,0.0,439,Who was Ernst Mach's employer or academic institution during his career?,1,预测答案“Charles University in Prague”准确包含了标准答案中的核心实体信息，即马赫所在的学术机构。虽然它省略了“was a professor at”等修饰性词语，但语义上与标准答案完全一致，正确回答了问题。
7,1,draft_selected_set,0.3,Ernst Mach was a professor at Charles University in Prague.,Charles University in Prague,0.625,0.0,439,Who was Ernst Mach's employer or academic institution during his career?,1,预测答案“Charles University in Prague”准确包含了标准答案中的核心实体信息，即马赫所在的学术机构。虽然它省略了“was a professor at”等修饰性词语，但语义上与标准答案完全一致，正确回答了问题。
9,0,oracle_full_attention,0.3,King Richard I of England,Richard I,0.5,0.0,599,Which English king trusted William de Longchamp?,1,预测答案“Richard I”与标准答案“King Richard I of England”在语义上完全等价，准确指出了同一位英格兰国王，符合包含关键信息且意思一致的标准。
9,0,fusionrag_qk,0.3,King Richard I of England,Richard I,0.5,0.0,599,Which English king trusted William de Longchamp?,1,预测答案“Richard I”与标准答案“King Richard I of England”在语义上完全等价，准确指出了同一位英格兰国王，符合包含关键信息且意思一致的标准。
9,0,draft_selected_set,0.3,King Richard I of England,Richard I,0.5,0.0,599,Which English king trusted William de Longchamp?,1,预测答案“Richard I”与标准答案“King Richard I of England”在语义上完全等价，准确指出了同一位英格兰国王，符合包含关键信息且意思一致的标准。
9,1,oracle_full_attention,0.3,"King Richard I led a large fleet from Messina to Acre in April 1191, which was dispersed by a storm.","Richard the Lion-hearted left Messina with a large fleet in April 1191 in order to reach Acre, but a storm dispersed the fleet.",0.6530612244897959,0.0,816,What specific naval expedition or fleet did King Richard I lead that was dispersed by a storm?,1,预测答案包含了标准答案的所有关键信息，即理查一世率领大型舰队于1191年4月从墨西拿前往阿卡，且舰队被风暴吹散。两者在语义上完全等价，仅措辞存在细微差异。
9,1,fusionrag_qk,0.3,"King Richard I led a large fleet from Messina to Acre in April 1191, which was dispersed by a storm.","Richard the Lion-hearted left Messina with a large fleet in April 1191 to reach Acre, but a storm dispersed the fleet.",0.6808510638297872,0.0,816,What specific naval expedition or fleet did King Richard I lead that was dispersed by a storm?,1,预测答案包含了标准答案的所有关键信息，即理查一世率领大型舰队于1191年4月离开墨西拿前往阿卡，并被风暴驱散。两者在语义上完全等价，仅存在措辞上的细微差异。
9,1,draft_selected_set,0.3,"King Richard I led a large fleet from Messina to Acre in April 1191, which was dispersed by a storm.",Richard the Lion-hearted's fleet to reach Acre,0.25806451612903225,0.0,816,What specific naval expedition or fleet did King Richard I lead that was dispersed by a storm?,0,预测答案虽然提到了理查一世前往阿卡的舰队，但缺少了标准答案中的核心信息，即出发地（墨西拿）、时间（1191年4月）以及被风暴吹散这一关键事件，因此未能完整且正确地回答问题。
10,0,oracle_full_attention,0.3,George Packer,George Packer,1.0,1.0,451,Who is the author of The Unwinding?,1,预测答案“George Packer”与标准答案完全一致，准确包含了核心实体信息，正确回答了《The Unwinding》的作者问题。
10,0,fusionrag_qk,0.3,George Packer,George Packer,1.0,1.0,451,Who is the author of The Unwinding?,1,预测答案“George Packer”与标准答案完全一致，准确包含了核心实体信息，正确回答了《The Unwinding》的作者问题。
10,0,draft_selected_set,0.3,George Packer,George Packer,1.0,1.0,451,Who is the author of The Unwinding?,1,预测答案“George Packer”与标准答案完全一致，准确包含了核心实体信息，正确回答了《The Unwinding》的作者问题。
10,1,oracle_full_attention,0.3,Peace Corps,Peace Corps,1.0,1.0,521,Which organization did George Packer volunteer for?,1,预测答案“Peace Corps”与标准答案完全一致，准确包含了问题所问的核心组织实体，正确回答了问题。
10,1,fusionrag_qk,0.3,Peace Corps,Peace Corps,1.0,1.0,521,Which organization did George Packer volunteer for?,1,预测答案“Peace Corps”与标准答案完全一致，准确包含了问题所问的核心组织实体，正确回答了问题。
10,1,draft_selected_set,0.3,Peace Corps,Peace Corps,1.0,1.0,521,Which organization did George Packer volunteer for?,1,预测答案“Peace Corps”与标准答案完全一致，准确包含了问题所问的核心组织实体，正确回答了问题。
11,0,oracle_full_attention,0.3,The song 'Bang Bang Rock & Roll' was performed by the British rock band Art Brut.,Atlantic Starr,0,0.0,369,Which band performed the song 'Bang Bang Rock & Roll'?,0,预测答案给出的乐队是“Atlantic Starr”，而标准答案明确指出演唱该歌曲的乐队是“Art Brut”。预测答案缺少标准答案的核心实体，因此判断为错误。
11,0,fusionrag_qk,0.3,The song 'Bang Bang Rock & Roll' was performed by the British rock band Art Brut.,Art Brut,0.15384615384615385,0.0,369,Which band performed the song 'Bang Bang Rock & Roll'?,1,预测答案“Art Brut”准确给出了问题所询问的乐队名称，包含了标准答案中的核心实体信息，与标准答案在语义上完全等价，因此判断为正确。
11,0,draft_selected_set,0.3,The song 'Bang Bang Rock & Roll' was performed by the British rock band Art Brut.,Art Brut,0.15384615384615385,0.0,369,Which band performed the song 'Bang Bang Rock & Roll'?,1,预测答案“Art Brut”准确给出了问题所询问的乐队名称，包含了标准答案中的核心实体信息，与标准答案在语义上完全等价，因此判断为正确。
11,1,oracle_full_attention,0.3,Eddie Argos,Eddie Argos,1.0,1.0,361,Who is the lead singer of the band Art Brut?,1,预测答案“Eddie Argos”与标准答案完全一致，准确地包含了问题的核心实体，正确回答了乐队Art Brut的主唱是谁。
11,1,fusionrag_qk,0.3,Eddie Argos,Eddie Argos,1.0,1.0,361,Who is the lead singer of the band Art Brut?,1,预测答案“Eddie Argos”与标准答案完全一致，准确地包含了问题的核心实体，正确回答了乐队Art Brut的主唱是谁。
11,1,draft_selected_set,0.3,Eddie Argos,Eddie Argos,1.0,1.0,361,Who is the lead singer of the band Art Brut?,1,预测答案“Eddie Argos”与标准答案完全一致，准确地包含了问题的核心实体，正确回答了乐队Art Brut的主唱是谁。
12,0,oracle_full_attention,0.3,Compaq initiated a successful price war among PC manufacturers in 1994.,Compaq,0.13333333333333333,0.0,603,Which company initiated a successful price war among PC manufacturers in 1994?,1,预测答案“Compaq”准确包含了标准答案中的核心实体，直接回答了问题所问的公司名称，与标准答案在语义上完全等价。
12,0,fusionrag_qk,0.3,Compaq initiated a successful price war among PC manufacturers in 1994.,Compaq,0.13333333333333333,0.0,603,Which company initiated a successful price war among PC manufacturers in 1994?,1,预测答案“Compaq”准确包含了标准答案中的核心实体，直接回答了问题所问的公司名称，与标准答案在语义上完全等价。
12,0,draft_selected_set,0.3,Compaq initiated a successful price war among PC manufacturers in 1994.,Compaq,0.13333333333333333,0.0,603,Which company initiated a successful price war among PC manufacturers in 1994?,1,预测答案“Compaq”准确包含了标准答案中的核心实体，直接回答了问题所问的公司名称，与标准答案在语义上完全等价。
12,1,oracle_full_attention,0.3,Hewlett Packard,Hewlett Packard,1.0,1.0,630,Which company did Compaq merge with in 2002?,1,预测答案与标准答案完全一致，均为“Hewlett Packard”，准确包含了问题所要求的核心实体信息，语义完全等价，因此判断为正确。
12,1,fusionrag_qk,0.3,Hewlett Packard,3Com,0,0.0,630,Which company did Compaq merge with in 2002?,0,预测答案给出的公司是3Com，而标准答案是Hewlett Packard。预测答案没有包含标准答案的核心实体，与事实不符，因此判断为错误。
12,1,draft_selected_set,0.3,Hewlett Packard,Hewlett Packard,1.0,1.0,630,Which company did Compaq merge with in 2002?,1,预测答案与标准答案完全一致，均为“Hewlett Packard”，准确包含了问题所要求的核心实体信息，语义完全等价，因此判断为正确。
13,0,oracle_full_attention,0.3,"Katherine of England was the fifth child of King Henry III and Eleanor of Provence. She was born on 25 November 1253, was either deaf-mute or deaf and mentally challenged, was very sickly, possibly had a degenerative disease, and died at Windsor on 3 May 1257 before reaching her fourth year.","Katherine of England was the fifth child of Henry III and his wife Eleanor of Provence, born in 1253, who ruled as queen for a short time in the 1250s before her early death in 1257.",0.5593220338983051,0.0,342,Who is Katherine of England?,0,预测答案包含严重的史实错误，称其“ruled as queen”（统治作为女王），这与标准答案中她是一名早夭的患病公主（且未提及统治）相矛盾。因此语义上不等价。
13,0,fusionrag_qk,0.3,"Katherine of England was the fifth child of King Henry III and Eleanor of Provence. She was born on 25 November 1253, was either deaf-mute or deaf and mentally challenged, was very sickly, possibly had a degenerative disease, and died at Windsor on 3 May 1257 before reaching her fourth year.","Katherine of England was the fifth child of Henry III and his wife Eleanor of Provence, and ruled as king for the majority of the 13th century.",0.4444444444444445,0.0,342,Who is Katherine of England?,0,预测答案虽然正确指出了Katherine of England是亨利三世和埃莉诺的第五个孩子，但错误地声称她“统治了13世纪的大部分时间”。标准答案表明她是一个体弱多病、有残疾的孩子，并且在不到四岁时就夭折了，根本没有统治过国家。因此，预测答案包含了严重的与标准答案矛盾的事实错误。
13,0,draft_selected_set,0.3,"Katherine of England was the fifth child of King Henry III and Eleanor of Provence. She was born on 25 November 1253, was either deaf-mute or deaf and mentally challenged, was very sickly, possibly had a degenerative disease, and died at Windsor on 3 May 1257 before reaching her fourth year.","Katherine of England was the fifth child of Henry III and his wife, Eleanor of Provence. She was born either a deaf-mute or just deaf and mentally challenged and was very sickly. She possibly had a degenerative disease and did not survive her fourth year, dying at Windsor.",0.7272727272727273,0.0,342,Who is Katherine of England?,1,预测答案包含了标准答案的所有关键信息，如亨利三世和埃莉诺的第五个孩子、身体及智力障碍、患有退化性疾病的可能以及未满四岁便在温莎去世等。两者在语义上完全等价，仅存在措辞上的细微差异。
13,1,oracle_full_attention,0.3,Henry III was first crowned in 1216 and had a second coronation in 1220.,1216,0.24000000000000002,0.0,624,What year was King Henry III of England crowned?,0,预测答案仅包含了1216年这一个加冕年份，遗漏了标准答案中关于1220年第二次加冕的关键信息，因此未能完整回答问题。
13,1,fusionrag_qk,0.3,Henry III was first crowned in 1216 and had a second coronation in 1220.,1216 and 1220,0.5806451612903226,0.0,624,What year was King Henry III of England crowned?,1,预测答案包含了“1216”和“1220”这两个关键年份，与标准答案中提到的首次加冕和第二次加冕的时间完全一致，语义上完全等价，正确回答了问题。
13,1,draft_selected_set,0.3,Henry III was first crowned in 1216 and had a second coronation in 1220.,1216,0.24000000000000002,0.0,624,What year was King Henry III of England crowned?,0,预测答案仅包含了1216年这一个加冕年份，遗漏了标准答案中关于1220年第二次加冕的关键信息，因此未能完整回答问题。
14,0,oracle_full_attention,0.3,"Natalie Wood played the little girl, Susan Walker, in the 1947 film Miracle on 34th Street.",Natalie Wood,0.16666666666666669,0.0,317,Who played the little girl in the 1947 film Miracle on 34th Street?,1,预测答案“Natalie Wood”准确包含了标准答案中的核心实体和关键信息，直接回答了谁扮演了电影中的小女孩，语义上与标准答案完全一致。
14,0,fusionrag_qk,0.3,"Natalie Wood played the little girl, Susan Walker, in the 1947 film Miracle on 34th Street.",Natalie Wood,0.16666666666666669,0.0,317,Who played the little girl in the 1947 film Miracle on 34th Street?,1,预测答案“Natalie Wood”准确包含了标准答案中的核心实体和关键信息，直接回答了谁扮演了电影中的小女孩，语义上与标准答案完全一致。
14,0,draft_selected_set,0.3,"Natalie Wood played the little girl, Susan Walker, in the 1947 film Miracle on 34th Street.",Natalie Wood,0.16666666666666669,0.0,317,Who played the little girl in the 1947 film Miracle on 34th Street?,1,预测答案“Natalie Wood”准确包含了标准答案中的核心实体和关键信息，直接回答了谁扮演了电影中的小女孩，语义上与标准答案完全一致。
14,1,oracle_full_attention,0.3,Lana Wood is the sibling of actress Natalie Wood.,Lana Wood,0.33333333333333337,0.0,504,Who is the sibling of actress Natalie Wood?,1,预测答案“Lana Wood”准确提供了标准答案中的核心实体，直接回答了问题所问的Natalie Wood的兄弟姐妹是谁，语义上与标准答案完全等价。
14,1,fusionrag_qk,0.3,Lana Wood is the sibling of actress Natalie Wood.,Mara Hunt,0,0.0,504,Who is the sibling of actress Natalie Wood?,0,预测答案给出的名字是“Mara Hunt”，而标准答案明确指出娜塔利·伍德的兄弟姐妹是“Lana Wood”。预测答案缺少标准答案的核心实体，因此完全错误。
14,1,draft_selected_set,0.3,Lana Wood is the sibling of actress Natalie Wood.,Lana Wood,0.33333333333333337,0.0,504,Who is the sibling of actress Natalie Wood?,1,预测答案“Lana Wood”准确提供了标准答案中的核心实体，直接回答了问题所问的Natalie Wood的兄弟姐妹是谁，语义上与标准答案完全等价。
15,0,oracle_full_attention,0.3,"Culberson County, Texas","Pine Springs is located in west Falls County, Texas, United States.",0.28571428571428575,0.0,203,In which county is Pine Springs located?,0,"预测答案指出Pine Springs位于Falls County，而标准答案明确指出其位于Culberson County, Texas。两者在所属县这一核心实体信息上存在直接冲突，因此预测答案是错误的。"
15,0,fusionrag_qk,0.3,"Culberson County, Texas","Pine Springs is located in Culberson County, Texas.",0.6153846153846153,0.0,203,In which county is Pine Springs located?,1,"预测答案明确指出了Pine Springs位于Culberson County, Texas，包含了标准答案的所有关键信息，且在语义上与标准答案完全等价，准确回答了问题。"
15,0,draft_selected_set,0.3,"Culberson County, Texas",Culberson County,0.8571428571428571,0.0,203,In which county is Pine Springs located?,1,预测答案包含了标准答案的核心实体“Culberson County”，虽然缺少了“Texas”这一补充信息，但已经准确回答了Pine Springs所在的县，语义上与标准答案一致。
15,1,oracle_full_attention,0.3,Van Horn,Van Horn,1.0,1.0,336,"What is the county seat of Culberson County, Texas?",1,预测答案“Van Horn”与标准答案完全一致，准确地包含了问题所问的核心实体信息，正确回答了Culberson县的县治所在地。
15,1,fusionrag_qk,0.3,Van Horn,Pine Springs,0,0.0,336,"What is the county seat of Culberson County, Texas?",0,预测答案给出的县治是Pine Springs，而标准答案明确指出Culberson County的县治是Van Horn。两者完全不同，预测答案缺少标准答案的核心实体，因此判断为错误。
15,1,draft_selected_set,0.3,Van Horn,Pine Springs,0,0.0,336,"What is the county seat of Culberson County, Texas?",0,预测答案给出的县治是Pine Springs，而标准答案明确指出Culberson County的县治是Van Horn。两者完全不同，预测答案缺少标准答案的核心实体，因此判断为错误。
16,0,oracle_full_attention,0.3,Compaq was the top PC manufacturer in 1994.,Compaq,0.16666666666666669,0.0,454,Who was the top PC manufacturer in 1994?,1,预测答案“Compaq”准确包含了标准答案的核心实体信息，直接回答了1994年最大的个人电脑制造商是谁的问题，与标准答案在语义上完全等价。
16,0,fusionrag_qk,0.3,Compaq was the top PC manufacturer in 1994.,Compaq,0.16666666666666669,0.0,454,Who was the top PC manufacturer in 1994?,1,预测答案“Compaq”准确包含了标准答案的核心实体信息，直接回答了1994年最大的个人电脑制造商是谁的问题，与标准答案在语义上完全等价。
16,0,draft_selected_set,0.3,Compaq was the top PC manufacturer in 1994.,Compaq,0.16666666666666669,0.0,454,Who was the top PC manufacturer in 1994?,1,预测答案“Compaq”准确包含了标准答案的核心实体信息，直接回答了1994年最大的个人电脑制造商是谁的问题，与标准答案在语义上完全等价。
16,1,oracle_full_attention,0.3,Compaq merged with Hewlett Packard (HP) in 2002.,Hewlett Packard,0.4210526315789474,0.0,656,What company did Compaq merge with in 2002?,1,预测答案“Hewlett Packard”准确包含了标准答案中的核心实体信息，直接回答了2002年与康柏合并的公司名称，语义上与标准答案完全一致。
16,1,fusionrag_qk,0.3,Compaq merged with Hewlett Packard (HP) in 2002.,Hewlett-Packard,0.2,0.0,656,What company did Compaq merge with in 2002?,1,预测答案“Hewlett-Packard”准确包含了标准答案中的核心实体，与标准答案在语义上完全等价，正确回答了2002年与康柏合并的公司名称。
16,1,draft_selected_set,0.3,Compaq merged with Hewlett Packard (HP) in 2002.,Hewlett Packard,0.4210526315789474,0.0,656,What company did Compaq merge with in 2002?,1,预测答案“Hewlett Packard”准确包含了标准答案中的核心实体信息，直接回答了2002年与康柏合并的公司名称，语义上与标准答案完全一致。
17,0,oracle_full_attention,0.3,George VI was the King of the United Kingdom in 1950.,George VI,0.2666666666666667,0.0,424,Who was the King of England in 1950?,1,预测答案“George VI”准确包含了标准答案的核心实体，与标准答案在语义上完全等价，正确回答了1950年英国国王是谁的问题。
17,0,fusionrag_qk,0.3,George VI was the King of the United Kingdom in 1950.,George VI,0.2666666666666667,0.0,424,Who was the King of England in 1950?,1,预测答案“George VI”准确包含了标准答案的核心实体，与标准答案在语义上完全等价，正确回答了1950年英国国王是谁的问题。
17,0,draft_selected_set,0.3,George VI was the King of the United Kingdom in 1950.,George VI,0.2666666666666667,0.0,424,Who was the King of England in 1950?,1,预测答案“George VI”准确包含了标准答案的核心实体，与标准答案在语义上完全等价，正确回答了1950年英国国王是谁的问题。
17,1,oracle_full_attention,0.3,Colin Firth,Colin Firth,1.0,1.0,580,Which actor played King George VI in the film 'The King's Speech'?,1,预测答案“Colin Firth”与标准答案完全一致，准确包含了问题所询问的在电影《国王的演讲》中饰演乔治六世国王的演员信息，符合所有判断标准。
17,1,fusionrag_qk,0.3,Colin Firth,Colin Firth,1.0,1.0,580,Which actor played King George VI in the film 'The King's Speech'?,1,预测答案“Colin Firth”与标准答案完全一致，准确包含了问题所询问的在电影《国王的演讲》中饰演乔治六世国王的演员信息，符合所有判断标准。
17,1,draft_selected_set,0.3,Colin Firth,Colin Firth,1.0,1.0,580,Which actor played King George VI in the film 'The King's Speech'?,1,预测答案“Colin Firth”与标准答案完全一致，准确包含了问题所询问的在电影《国王的演讲》中饰演乔治六世国王的演员信息，符合所有判断标准。
18,0,oracle_full_attention,0.3,Natalie Wood played Susan Walker in Miracle on 34th Street.,Natalie Wood,0.25,0.0,306,Who played Susie in Miracle on 34th Street?,1,预测答案“Natalie Wood”准确给出了问题中询问的演员名字，包含了标准答案的核心实体信息，语义上与标准答案完全一致，正确回答了问题。
18,0,fusionrag_qk,0.3,Natalie Wood played Susan Walker in Miracle on 34th Street.,Natalie Wood,0.25,0.0,306,Who played Susie in Miracle on 34th Street?,1,预测答案“Natalie Wood”准确给出了问题中询问的演员名字，包含了标准答案的核心实体信息，语义上与标准答案完全一致，正确回答了问题。
18,0,draft_selected_set,0.3,Natalie Wood played Susan Walker in Miracle on 34th Street.,Natalie Wood,0.25,0.0,306,Who played Susie in Miracle on 34th Street?,1,预测答案“Natalie Wood”准确给出了问题中询问的演员名字，包含了标准答案的核心实体信息，语义上与标准答案完全一致，正确回答了问题。
