Question,Real Answer,Pred Answer
"What cartel did Barry Seal work for in the movie ""American Made?""",Medellín Cartel,Medellín Cartel
The Crusades is a 1935 historical adventure film starring an American actress who won an Academy Award in 1948 for her role in what film?,The Farmer's Daughter,The Farmer's Daughter
What tetralogy was written by Philip Reeve that is a sequel of a series about a woman named Fever Crumb?,Mortal Engines Quartet,Mortal Engines Quartet
what was the profession of both Tom Verlaine and  Marti Pellow,singer,singer
"Who has more scope of profession, Géza von Cziffra or Henry Selick?",Henry Selick,Henry Selick
"Who is currently best known for their single ""Weatherman"" from their debut eponymous album ""Dead Sara"", Young Guns or Dead Sara ?",Dead Sara,Dead Sara
In between Jason Schwartzman and Derrick Green who joined the band Sepultura in 1997?,Derrick Leon Green,Derrick Green
Are Yanzhou District and Shangqiu both located in China?,yes,yes
Thomas Bangalter recorded compositions for a 2002 French art psychological horror drama film that employs what kind of narrative?,non-linear,reverse chronology
"Manoir de Ban, which is located in the municipality of Corsier-sur-Vevey, Switzerland, is know to be the property of what famous actor? ",Charlie Chaplin,Charlie Chaplin
" Visy Industries was established in Melbourne, Australia in 1948 and has since grown to become one of the world’s largest privately owned paper, packaging and recycling companies, Visy was owned by Richard Pratt until his death, on which date, was a prominent Australian businessman, chairman of the privately owned company Visy Industries, and a leading figure of Melbourne society?",28 April 2009,28 April 2009
"Queen Mab, is a fairy referred to in William Shakespeare's play ""Romeo and Juliet"", where ""she is the fairies' midwife"", in her play, her activity is described in a famous speech by which fictional character in William Shakespeare's 1597 tragedy, a close friend to Romeo and a blood relative to Prince Escalus and Count Paris?",Mercutio,Mercutio
"Who was born in a country further east, Richard Dutcher or Rosa von Praunheim?",Rosa von Praunheim,Rosa von Praunheim
"Which actor who starred in the 2016 film Money Monster also is best known for his portrayal of Gustavo ""Gus"" Fring on the AMC shows ""Breaking Bad"" and ""Better Call Saul""?",Giancarlo Giuseppe Alessandro Esposito,Giancarlo Esposito
 What do Ian Astbury and George Thorogood have in common?,singer and songwriter,They are both American musicians and lead singers of rock bands.
Which judge of Strictly Come Dancing is a professional ballroom dancer?,Len Goodman,Leonard Gordon Goodman
Where was Honest Ed's s store located at in Canada?,"Toronto, Ontario","the corner of Bloor and Bathurst Streets, extended the full length of the block west to Markham Street"
"Who was the author of the book, on which Channel 4's 1982 film, for which Howard Blake wrote the soundtrack. is based ? ","Raymond Briggs,",Raymond Briggs
"The Producers is a 2005 American musical comedy film directed by Susan Stroman, the film stars an ensemble cast, including which American comedian, actor and singer, best known as a cast member of ""Saturday Night Live"" from 1985 to 1990?",Jon Lovitz,Will Ferrell
The university that Tramaine Brock attended is in which state?,Mississippi,Mississippi
Are Hal Ashby and Ciro Ippolito of the same nationality?,no,no
"Tommy Lee Jones and Marshall Neilan, are of which nationality?",American,American
"Lodoicea and Nothofagus, are genus of what mutual species?",trees,plants
Kenneth Marlar Taylor had a friend best known for being one of the few United States Army Air Corps fighter pilots able to get airborne to engage Japanese forces in the attack on Pearl Harbor whose name was what?,George Welch,George Welch
