row_id,is_warmup,example_id,sub_q_idx,doc_tokens,query_tokens,full_tokens,end_to_end_ttft_s,kv_load_copy_s,draft_selection_s,draft_score_forward_s,online_update_query_prefill_s,extra_impl_overhead_s,selected_doc_tokens,reprocess_prefill_tokens,main_question,sub_question
38,False,25,0,789,26,1607,3.9528868310153484,0.0,0.0,0.0,3.9443177860230207,0.00856904499232769,789,1607,What place does the administrative territorial entity that Juba is located in share a border with?,What is the administrative territorial entity that contains Juba?
39,False,25,1,1127,25,1944,4.0798025778494775,0.0,0.0,0.0,3.987238367088139,0.09256421076133847,1127,1944,What place does the administrative territorial entity that Juba is located in share a border with?,What places share a border with Central Equatoria?
40,False,26,0,1534,26,2352,4.25852064602077,0.0,0.0,0.0,4.2482029921375215,0.010317653883248568,1534,2352,Who played the monarch at the end of WW2 in The King's Speech?,Who played King George VI in The King's Speech?
41,False,27,0,1337,26,2155,4.32573699625209,0.0,0.0,0.0,4.317030548118055,0.008706448134034872,1337,2155,Who is the spouse of a cast member from King of the Mountain?,Who are the cast members of King of the Mountain?
42,False,27,1,1444,23,2259,4.259541237726808,0.0,0.0,0.0,4.2508065942674875,0.008734643459320068,1444,2259,Who is the spouse of a cast member from King of the Mountain?,Who is Harry Hamlin's spouse?
43,False,32,0,1439,27,2258,4.1607015249319375,0.0,0.0,0.0,4.151198387145996,0.009503137785941362,1439,2258,Who played king whose regal Name did Albert Adopt in the king's speech?,What was the regnal name adopted by King George VI?
44,False,32,1,1722,29,2543,4.65905750868842,0.0,0.0,0.0,4.6398078748025,0.019249633885920048,1722,2543,Who played king whose regal Name did Albert Adopt in the king's speech?,Who played King George VI in the film 'The King's Speech'?
45,False,33,0,775,24,1591,3.724096704274416,0.0,0.0,0.0,3.7156249042600393,0.00847180001437664,775,1591,What administrative territorial entity contains the place where KPRM is licensed to broadcast to?,Where is KPRM licensed to broadcast?
46,False,35,0,1174,25,1991,4.2840311992913485,0.0,0.0,0.0,4.275022468995303,0.009008730296045542,1174,1991,What year did the author of Prince Prigio die?,Who is the author of Prince Prigio?
47,False,35,1,1215,22,2029,4.043481970205903,0.0,0.0,0.0,4.0341660007834435,0.009315969422459602,1215,2029,What year did the author of Prince Prigio die?,What year did Andrew Lang die?
48,False,36,0,1463,23,2278,4.420139036141336,0.0,0.0,0.0,4.4088771170936525,0.011261919047683477,1463,2278,In which county is Mark Dismore's birthplace located?,Where was Mark Dismore born?
49,False,36,1,1820,25,2637,4.663646338973194,0.0,0.0,0.0,4.651905081700534,0.011741257272660732,1820,2637,In which county is Mark Dismore's birthplace located?,"Which county is Greenfield, Indiana located in?"
50,False,37,0,1072,28,1892,3.890563896857202,0.0,0.0,0.0,3.8819419480860233,0.008621948771178722,1072,1892,Who was the sibling of Nannina de' Medici?,Who were the parents of Nannina de' Medici?
51,False,37,1,1291,50,2133,4.2286337162368,0.0,0.0,0.0,4.219945977907628,0.008687738329172134,1291,2133,Who was the sibling of Nannina de' Medici?,"Based on Nannina de' Medici's parents Piero di Cosimo de' Medici and Lucrezia Tornabuoni, who were her siblings?"
52,False,38,0,809,24,1625,3.8279835651628673,0.0,0.0,0.0,3.819187395274639,0.008796169888228178,809,1625,What county is the NRHEG High School located in?,Where is NRHEG High School located?
53,False,38,1,992,26,1810,4.197765493299812,0.0,0.0,0.0,4.189001168124378,0.008764325175434351,992,1810,What county is the NRHEG High School located in?,"Which county is New Richland, Minnesota located in?"
54,False,39,0,965,34,1791,3.7799527626484632,0.0,0.0,0.0,3.7713259859010577,0.008626776747405529,965,1791,Who founded the political party of Dimuthu Bandara Abayakoon?,What is the name of the political party of Dimuthu Bandara Abayakoon?
55,False,39,1,1355,30,2177,4.325943702831864,0.0,0.0,0.0,4.317325989715755,0.008617713116109371,1355,2177,Who founded the political party of Dimuthu Bandara Abayakoon?,Who founded the Janatha Vimukthi Peramuna political party?
56,False,40,0,1089,22,1903,3.916217816993594,0.0,0.0,0.0,3.9076051702722907,0.008612646721303463,1089,1903,When did military instruction start at the place where Larry Alcala was educated?,Where did Larry Alcala study?
57,False,40,1,1515,27,2334,4.199185007251799,0.0,0.0,0.0,4.188961390405893,0.01022361684590578,1515,2334,When did military instruction start at the place where Larry Alcala was educated?,When did military instruction begin at the University of the Philippines?
58,False,43,0,838,21,1651,3.7531293351203203,0.0,0.0,0.0,3.744440899696201,0.008688435424119234,838,1651,What county shares a border with Cedar Springs?,Where is Cedar Springs located?
59,False,43,1,991,26,1809,4.066532583907247,0.0,0.0,0.0,4.057880947366357,0.00865163654088974,991,1809,What county shares a border with Cedar Springs?,"Which counties share a border with Falls County, Texas?"
