Question,Real Answer,Pred Answer
Where did the performer of song I'Ll Say It graduate from?,Lee Strasberg Theatre and Film Institute,"The passage does not mention where the performer of the song ""I'll Say It"" graduated from."
"Which film has the director who was born first, Hell Up In Harlem or The Soviet Story?",Hell Up In Harlem,Hell Up In Harlem
"Who was born first, Cipriano Castro or Damir Nikšić?",Cipriano Castro,Cipriano Castro
"Which film has the director who died first, The Year Of The Rabbit or Monster On The Campus?",Monster On The Campus,The Year of the Rabbit
"Who is younger, Guy Arvely Dolsin or Altuğ Çelikbilek?",Altuğ Çelikbilek,Altuğ Çelikbilek
"Which song came out first, Joel The Lump Of Coal or Jugband Blues?",Jugband Blues,Jugband Blues
Are both Open Mobile and Primestar located in the same country?,yes,yes
Who is the paternal grandfather of Baldwin I Rátót?,Leustach Rátót,Rathold Rátót
What is the place of birth of Ratna Malla's father?,Nepal,"Yakshya Malla was the father of Ratna Malla. The passage does not explicitly mention the place of birth of Yakshya Malla. Therefore, the answer cannot be determined from the given information."
"Who is Archibald Acheson, 4Th Earl Of Gosford's paternal grandfather?","Archibald Acheson, 2nd Earl of Gosford",King Robert II of Scotland
Who is the paternal grandfather of Mark Getty?,Jean Paul Getty,"The passage provided does not mention the paternal grandfather of Mark Getty. Therefore, based on the information given, the answer cannot be determined."
Where did the performer of song Fantasy (George Michael Song) die?,"Goring-on-Thames, Oxfordshire","Goring-on-Thames, Oxfordshire"
Do director of film Betrayal (1932 Film) and director of film The Godsend (Film) share the same nationality?,yes,yes
"Which film whose director was born first, The Abduction Club or Wooden Crosses?",Wooden Crosses,Wooden Crosses
"Which film came out earlier, Above Rubies or The Magic Aster?",Above Rubies,The Magic Aster
"Which film has the director who is older than the other, Blue Blood And Red or The Longshot? ",Blue Blood And Red,The Longshot
What is the place of birth of the director of film Clowning Around?,"Castlemaine, Victoria, Australia",Australia
"Who was born later, Paul De Scherff or Lyudmyla Olyanovska?",Lyudmyla Olyanovska,Lyudmyla Olyanovska
Where was the place of death of Kamures Kadın's husband?,Constantinople,"Eyüp Cemetery, Istanbul"
What is the place of birth of Bernard (Son Of Charles The Fat)'s father?,East Francia,Answer: The place of birth of Bernard (son of Charles the Fat)'s father is not explicitly mentioned in the provided passage.
"Which film has the director who died first, Tex And The Lord Of The Deep or Henry Goes Arizona?",Henry Goes Arizona,Tex And The Lord Of The Deep
Which country the performer of song I Believe In Your Sweet Love is from?,United Kingdom,United Kingdom
"Which film whose producer was born first, All-American Co-Ed or Lagu Kenangan?",All-American Co-Ed,Lagu Kenangan
What is the place of birth of the director of film A Chrysanthemum Bursts In Cincoesquinas?,Buenos Aires,"Fayetteville, Arkansas"
Who is the mother-in-law of Louise Of Mecklenburg-Güstrow?,Charlotte Amalie of Hesse-Kassel,Magdalene Sibylle of Holstein-Gottorp
Where was the place of death of Agnes Of Hohenstaufen's husband?,Brunswick,Weißensee
Who is Marcus Annius Libo's aunt?,Vibia Sabina,Empress Faustina the Elder
"Which film was released more recently, Bajo Otro Sol or Riding The California Trail?",Bajo Otro Sol,Bajo Otro Sol
Who is the mother of the director of film Dalida (2017 Film)?,Marie Laforêt,Lisa Azuelos
Who is the spouse of the director of film Streets Of Blood?,Sandra Nelson,Heather D. Gibson
When is Henrietta Maria Of Brandenburg-Schwedt's father's birthday?,"May 19, 1669",16 August 1669
"Where was the place of death of Sancha Of Castile, Queen Of Navarre's mother?",Palencia,"Answer: Eleanor of Castile, mother of Sancha of Castile, died in 1179. The passage does not specify the exact place of her death."
"Which film was released more recently, Dance With A Stranger or Miley Naa Miley Hum?",Miley Naa Miley Hum,Miley Naa Miley Hum
"Which film has the director who is older, Space Probe Taurus or Tom Mix In Arabia?",Tom Mix In Arabia,Tom Mix in Arabia
"Which film has the director died later, Seven In The Sun or Daughter Of The Jungle?",Seven In The Sun,Seven in the Sun
"Which film was released first, Vacations In Majorca or Dr. Socrates?",Dr. Socrates,Dr. Socrates
"Which film has the director born later, Woman In The Moon or Changeland?",Changeland,Changeland
"Who is younger, Peter Rosegger or Ruel Redinger?",Ruel Redinger,Ruel Redinger
Who is Pyotr Karatygin's sibling-in-law?,Alexandra Kolosova,Vasily Karatygin
Who is the spouse of the performer of song This Time (Waylon Jennings Song)?,Jessi Colter,Jessi Colter
Are Twin Cairns Island and Nova Zembla Island located in the same country?,yes,yes
"Who died first, Erich Haenisch or William Pooley?",William Pooley,William Pooley
What nationality is the performer of song You Can?,Sweden,German
Do Nick Varner and Carl Duser share the same nationality?,yes,yes
"Which film has the director who died earlier, Melody Of The World or Ladies Love Danger?",Melody Of The World,Ladies Love Danger
Where was the place of death of the composer of film Miracle Of Marcelino?,Madrid,Madrid
Who is the mother of the director of film Atomised (Film)?,Gisela Elsner,The mother of the director of the film *Atomised* (film) is Susan Louise Barr.
"Which film has the director who died later, The Great Man'S Lady or La Belle Américaine?",La Belle Américaine,The Great Man's Lady
What is the place of birth of the director of film Sweepstakes (Film)?,"Oklahoma City, Oklahoma","The passage provided does not mention the place of birth of the director of the film ""Sweepstakes."" Therefore, based on the given text, the answer cannot be determined."
Where was the place of death of Shahnawaz Bhutto's mother?,Dubai,Garhi Khuda Baksh in Sindh
Where was the performer of song Égérie (Song) born?,La Trinité,France
Who is the father-in-law of Duke William Of Mecklenburg-Schwerin?,Prince Albert of Prussia,Prince Albert of Prussia
Are Gut (Crișul Alb) and Gepiș both located in the same country?,yes,yes
Where was the place of death of Anne Devereux's husband?,Banbury,Beaulieu-sur-Loire
"Who is Sir William Gore, 3Rd Baronet's paternal grandfather?","Sir Paul Gore, 1st Baronet","Sir Paul Gore, 1st Baronet of Magharabeg"
Which country Nizar Al-Mustafa's father is from?,Fatimid caliphate,Egypt
Where was the wife of Lou Breslow born?,"Dayton, Ohio",Leeds
Who is the spouse of the director of film Ann Carver'S Profession?,Ona Munson,The spouse of the director of the film *Ann Carver's Profession* is not mentioned in the provided passage. The passage provides information about the film and its cast but does not mention the director's spouse.
"Which film came out earlier, The Drover'S Sweetheart or Pigsty (Film)?",The Drover'S Sweetheart,The Drover's Sweetheart
What is the place of birth of the director of film Bhagirathi (Film)?,Tumkur,"Marshall, Indiana"
"Which film came out earlier, Closely Watched Trains or Det Sande Ansigt?",Det Sande Ansigt,Closely Watched Trains
"Which film has the director who died earlier, Il Gaucho or Bomgay?",Bomgay,Bomgay
Where was the place of death of Maria (Wife Of Boris I Of Bulgaria)'s husband?,Preslav,Pliska
"Which film came out first, The Pyrammmid or Revolt Of The Praetorians?",Revolt Of The Praetorians,Revolt Of The Praetorians
Are both directors of films La Morte Vivante and Stranger On Horseback from the same country?,yes,no
What is the cause of death of Constantia Eriksdotter's father?,poisoning,Eric XIV was most likely murdered and died of arsenic poisoning.
What nationality is the director of film Postmortem (1998 Film)?,America,"The question is asking about the nationality of the director of the film ""Postmortem (1998 Film)."" From the information provided in Passage 4, the director of ""Postmortem"" is Albert Pyun"
Which country Keōpūolani's husband is from?,Kingdom of Hawaii,Kamehameha I is from the Hawaiian Islands.
"Which film came out earlier, X-Paroni or Mi Novia Está De Madre?",X-Paroni,X-Paroni
"Which film was released earlier, August Underground'S Penance or Vasantha Raagam?",Vasantha Raagam,Vasantha Raagam
Who is the father-in-law of Hong Ra-Hee?,Lee Byung-chul,The answer is not provided in the given passage.
Who is Isabella Of Bourbon's paternal grandfather?,"John I, Duke of Bourbon","Answer: Peter I, Duke of Bourbon"
What is the date of death of Duleep Singh's father?,27 June 1839,18 September 1887
What is the place of birth of the director of film Gunsmoke (Film)?,Gura Humorului,"The director of the film *Gunsmoke* (1953) is Nathan Juran. According to Passage 6, Nathan Juran was born in Gura Humorului, Austro-Hungarian Empire"
"Who is the spouse of the performer of song Et Moi, Et Moi, Et Moi?",Françoise Hardy,Answer: Françoise Hardy
"Who lived longer, Charles Wheatstone or Jean-Claude Lauzon?",Charles Wheatstone,Charles Wheatstone
Where was the place of death of Thomas E. Noell's father?,Washington,"St. Mary's Cemetery, Perryville, Missouri"
"Which film has the director died first, Our Agent Tiger or London Melody?",London Melody,Le masque de la Méduse
Who is the paternal grandfather of Diego Fernández De Oviedo?,Flaín Muñoz,Fernando Fernández de Córdoba
Who is the child of the director of film The Trouble With Cali?,Mira Sorvino,Mira Sorvino
Are Ding Yaping and Johann Christian Gustav Lucae of the same nationality?,yes,no
"Which country Dorothea Of Denmark, Duchess Of Mecklenburg's father is from?",Norway,Denmark
What is the cause of death of Heonjong Of Goryeo's father?,illness,"The cause of death of Heonjong of Goryeo's father, King Seonjong, is not explicitly mentioned in the provided passage."
Where did Mary Of Woodstock's mother die?,Harby,Amesbury Priory
Which award the director of film Tiramisu (2002 Film) earned?,Hong Kong Film Award for Best Director,Answer: The director of the film Tiramisu (2002 film) is Dante Lam. The passage does not mention any specific award earned by Dante Lam for this film.
What is the date of death of the director of film Nallavan Vazhvan?,3 September 1992,unknown
"Who died first, Frederick Cleveland Morgan or Nathaniel Mclenaghan?",Nathaniel Mclenaghan,Nathaniel McLenaghan
Where did the director of film Balls Out (2014 Film) graduate from?,Tisch,Carnegie Mellon University
"Which film whose director is younger, Cuchillos De Fuego or A Woman Has Killed?",Cuchillos De Fuego,A Woman Has Killed
"Which film was released earlier, Moment Of Danger or The Ballad Of Josie?",Moment Of Danger,Moment Of Danger
"Which magazine was established first, Rock Street Journal or De As?",De As,De AS
"Which film has the director who died first, The Piper'S Price or The Blonde From Singapore?",The Piper'S Price,The Piper's Price
Are H. H. Hunnewell and Bob Flanigan (Singer) of the same nationality?,yes,no
"When was Antoine Philippe, Duke Of Montpensier's mother born?",13 March 1753,Answer: 1747
"Which film has the director who died later, True To The Navy or No Trees In The Street?",No Trees In The Street,No Trees In The Street
What is the place of birth of the director of film Ninamaninja Kalpadukal?,Methala,"Marshall, Indiana"
"Which film came out earlier, Alkohol or Night Of Dark Shadows?",Alkohol,Alkohol
"Which film whose director is younger, Many Tanks Mr. Atkins or Do Musafir?",Do Musafir,Many Tanks Mr. Atkins
Are Revolt In The Big House and The Fugitive (1914 Film) from the same country?,no,no
Where was the composer of film Consenting Adults (1992 Film) born?,New York,New York City
"Which film has the director who died earlier, Tiger In The Smoke or Contragolpe?",Contragolpe,Tiger In The Smoke
Where was the place of death of the director of film Jail Yatra?,Mumbai,Mumbai
"Which film came out first, F The Prom or The Comedians Of Comedy?",The Comedians Of Comedy,The Comedians of Comedy
"Which film has the director who was born first, Tombstone Rashomon or Waiting For The Clouds?",Tombstone Rashomon,Tombstone Rashomon
"Which film has the director who was born earlier, Dhuen Ki Lakeer or Bomma Borusa?",Dhuen Ki Lakeer,Bomma Borusa
"Which film has the director who was born first, Perdón, Viejita or Smokey And The Bandit?","Perdón, Viejita","Perdón, Viejita"
Where did the director of film American Gothic (2007 Film) graduate from?,University of Wisconsin,University of Wisconsin-Madison
Was Dudley Russell or Juan René Serrano born first?,Dudley Russell,Dudley Russell
"Who was born first, Vytautas Straižys or Mirjam Polkunen?",Mirjam Polkunen,Vytautas Straižys
Where did Grand Duchess Elena Vladimirovna Of Russia's father die?,Saint Petersburg,1933
Where was the director of film The Dinner (2013 Film) born?,Eindhoven,Dutch
"Which magazine was established first, Women'S Suffrage Journal or Mostar (Magazine)?",Women'S Suffrage Journal,Women's Suffrage Journal
What is the place of birth of Carrie Watson Fleming's husband?,"Fairmont, West Virginia","Fairmont, West Virginia"
"Which film has the director who died earlier, Mayor Muthanna or The Market Of Souls?",The Market Of Souls,The Market of Souls
"Do both films, The Glass Castle (1950 Film) and The Ferret (Film), have the directors who are from the same country?",yes,no
Where was the father of Muhammad Al-Nasir born?,Morocco,"Karachi, Pakistan"
Where was the place of death of Enheduanna's father?,Akkadian empire,Akkad
"Which film whose director was born first, Solemn Promise or Tarzan The Magnificent?",Tarzan The Magnificent,Solemn Promise
"Which film has the director who was born later, The Man Is Armed or Wolf Warrior?",Wolf Warrior,Wolf Warrior
Who is the paternal grandfather of Trịnh Doanh?,Trịnh Bính,"The question is about the paternal grandfather of Trịnh Doanh, who is mentioned in Passage 4. According to the passage, Trịnh Doanh was the son of Trịnh Cương. Therefore, the paternal grandfather of"
Where was the director of film Hellcats Of The Navy born?,Gura Humorului,"Shenandoah, Pennsylvania"
Where was the performer of song Feelin' Myself (Nipsey Hussle Song) born?,Crenshaw,"Nipsey Hussle was born in Los Angeles, California."
"Which film whose director is younger, Winter Sleepers or Poveri Milionari?",Winter Sleepers,Poveri Milionari
Who is the paternal grandfather of Bruno Ii Von Berg?,Adolf II of Berg,"The paternal grandfather of Bruno II von Berg is not explicitly mentioned in the provided passage. However, it does mention that Bruno II von Berg was the son of Adolf II of Berg-Hövel and Adelaide of Lauffen."
Are The Other Half (2016 Film) and Spy Kids 2: The Island Of Lost Dreams from the same country?,no,yes
Where was the director of film 00 Schneider – Jagd Auf Nihil Baxter born?,Mülheim an der Ruhr,"Helge Schneider was born in Mülheim an der Ruhr, Germany."
"Which film came out first, Una Prostituta Al Servizio Del Pubblico E In Regola Con Le Leggi Dello Stato or The Bag Man?",Una Prostituta Al Servizio Del Pubblico E In Regola Con Le Leggi Dello Stato,Una Prostituta Al Servizio Del Pubblico E In Regola Con Le Leggi Dello Stato
"Are the movies The Hatton Garden Job and Carry On Cleo, from the same country?",yes,yes
Who is the paternal grandfather of Dibyasambandh?,Mongkut,King Mongkut of Siam
"Who is Charles Willoughby, 10Th Baron Willoughby Of Parham's paternal grandmother?",Lady Frances Manners,Elizabeth Heneage
"Where does the director of film L'Arbre, Le Maire Et La Médiathèque work at?",Cahiers du cinéma,the Norwegian Museum of Cultural History
Where was the director of film Eisenstein In Guanajuato born?,"Newport, Wales",Luis Alberti was born in Mexico.
What is the place of birth of Sextus Barbour's father?,"Gordonsville, Virginia","Orange County, Virginia"
What is the place of birth of the performer of song Ruleta (Inna Song)?,Mangalia,Romania
Who is the father of the director of film A No-Hit No-Run Summer?,Félix Leclerc,Félix Leclerc
"Who is Henri Ii, Duke Of Nemours's paternal grandfather?",Jacques,"Philippe, Duke of Nemours"
Who is Gisela Of Hungary's father-in-law?,Géza,Stephen I of Hungary
Who is the paternal grandmother of King Kang Of Zhou?,Yi Jiang,The passage does not provide information about the paternal grandmother of King Kang of Zhou.
"What is the date of death of Maria Isabel De Alcântara, Countess Of Iguaçu's mother?","November 3, 1867",5 September 1896
Who is the spouse of the director of film Rodney Steps In?,Ivy Duke,Sophia Magdalena of Denmark is not the spouse of the director of the film Rodney Steps In. The director of the film Rodney Steps In is Guy Newall. There is no information provided in the given passages that connects
"When did Frances Vane, Marchioness Of Londonderry's father die?",1 August 1813,1813
"Which film has the director who is older than the other, Season Of Strangers or The Yellow Teddy Bears? ",Season Of Strangers,The Yellow Teddy Bears
Were Jake Eisenhart and Michael T. Ullman of the same nationality?,yes,no
"Who was born first, Antoine Casavant or Abdul Ali Lalu?",Antoine Casavant,Abdul Ali Lalu
Where did Rameshwari Nehru's husband graduate from?,Oxford,"Brijlal Nehru, Rameshwari Nehru's husband, graduated from the London School of Economics."
"Who is the paternal grandfather of Sir John Hamilton-Dalrymple, 5Th Baronet?","Sir Hew Dalrymple, 2nd Baronet","Sir Hew Dalrymple, 3rd Baronet"
"Which film has the director who was born earlier, Khud-Daar or Murderer In The Fog?",Murderer In The Fog,Khud-Daar
Who is the spouse of the director of film Soldier (1998 American Film)?,Milla,Milla Jovovich
"Where did Catherine Of Taranto, Countess Of Copertino's mother die?",Lecce,1311
Which award the director of film Lady Magdalene'S got?,Prometheus Award,Special Jury Prize for Libertarian Ideals
What nationality is Princess Charlotte Of Saxe-Meiningen's husband?,Duchy of Saxe-Gotha-Altenburg,German
"Which film has the director who was born first, The Longshots or Station For Two?",Station For Two,Station for Two
What is the place of birth of Aleksey Greig's father?,Inverkeithing,"Inverkeithing, Fife, Scotland"
When did Thomas Of Galloway (Bastard)'s father die?,1234,1200
"When did Robert Bertie, 3Rd Earl Of Lindsey's father die?",25 July 1666,1666
"Which film has the director born later, The Wind'S Fierce or Special Delivery (1927 Film)?",The Wind'S Fierce,Special Delivery (1927 film)
Why did the director of film Port Of Seven Seas die?,drowning,"The director of the film Port of Seven Seas, James Whale, died by suicide by drowning himself in his Pacific Palisades swimming pool on 29 May 1957 at the age of 67."
What is the place of birth of Abdulaziz Nasser Al Shamsi's wife?,Abu Dhabi,Hissa Abdulla Ahmed Al-Otaiba
What is the place of birth of Frank Wartenberg's wife?,Prenzlau,Altona
Where was the director of film Edges Of The Lord born?,Poznań,"Edinburgh, Scotland"
Where was the father of Teobaldo Ii Ordelaffi born?,Italy,"The father of Teobaldo II Ordelaffi was Giorgio Ordelaffi. The passage does not explicitly mention Giorgio Ordelaffi's birthplace. Therefore, based on the information provided,"
Where was the husband of Maude Smith born?,"Toronto, Ontario",London
"Which film was released earlier, Forbidden Daughters or The Third Kiss?",Forbidden Daughters,Forbidden Daughters
Does Leslie Pietrzyk have the same nationality as Marianne Wiggins?,yes,yes
"Who was born first, Bogdan Țăruș or Robert Wulnikowski?",Bogdan Țăruș,Bogdan Țăruș
"Which film has the director who died first, Folgore Division or Sandflow?",Sandflow,Folgore Division
"Which film has the director born later, From Corleone To Brooklyn or Durango Valley Raiders?",From Corleone To Brooklyn,From Corleone To Brooklyn
Are both Howard Lake (British Columbia) and North Buck Lake (Alberta) located in the same country?,yes,yes
Where was the place of death of the composer of song Gretchen Am Spinnrade?,Vienna,"Pacific Palisades, California"
"Who was born later, Hugh Evelyn Wortham or Johnny Ekström?",Johnny Ekström,Johnny Ekström
"Are both mountains, Yana Urqu (Q'Umirqucha) and Puka Rumi, located in the same country?",yes,yes
What nationality is Elizabeth Of Rhuddlan's father?,England,English
"What is the cause of death of director of film I Will, I Will... For Now?",Parkinson,"The passage does not mention the cause of death of the director of the film I Will, I Will... For Now."
"Who is Maurice De Berkeley, 4Th Baron Berkeley's maternal grandfather?","Roger Mortimer, 1st Earl of March",Richard de Beauchamp
"Who died first, Albertus Seba or Ali Dinar?",Albertus Seba,Albertus Seba
"Who is the maternal grandfather of Marie Louise, Duchess Of Parma?",Ferdinand I of the Two Sicilies,"Francis II, Holy Roman Emperor"
"Which film was released earlier, Prince Of Arcadia or Italia-Germania 4-3?",Prince Of Arcadia,Italia-Germania 4-3
Where was the director of film Love At First Sight (1985 Film) born?,Milan,"Rosario, Santa Fe Province"
Where did the director of film Nanon (1938 Film) die?,Köln,Cologne
