Main Question,Sub Question,Ground Truth,Predicted,Correct,F1,EM,Reason,Rate1_Predicted,Rate1_Correct,Rate1_F1,Rate1_EM,Rate1_Reason,_source_csv,_seg,_row,Rejudge_Correct,Rejudge_Reason,Rejudge_Raw
When did a storm disperse the fleet led by the English king who trusted William de Longchamp?,Which English king trusted William de Longchamp?,King Richard I of England,"<think>

</think>

Answer: Richard I",True,0,0.0,预测答案“Richard I”直接指出了国王的具体身份，与标准答案“King Richard I of England”在语义上完全等价，包含了标准答案的核心关键信息，准确回答了问题。,N/A,N/A,N/A,N/A,N/A,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/qwen3_rate015_online_offline/online_qk_rate015/seg_0_25/Qwen3-32B/musique/FusionRAG_global_topk10_bge/rate_0.15_revert_rope.csv,seg_0_25,10,True,预测答案“Richard I”直接指出了国王的名字，与标准答案“King Richard I of England”在语义上完全等价。虽然省略了“King”和“of England”等修饰词，但核心实体信息完全一致，准确地回答了问题。,"判断: 正确
原因: 预测答案“Richard I”直接指出了国王的名字，与标准答案“King Richard I of England”在语义上完全等价。虽然省略了“King”和“of England”等修饰词，但核心实体信息完全一致，准确地回答了问题。"
When did a storm disperse the fleet led by the English king who trusted William de Longchamp?,What specific naval expedition or fleet did King Richard I lead that was dispersed by a storm?,"King Richard I led a large fleet from Messina to Acre in April 1191, which was dispersed by a storm.","<think>

</think>

Answer: King Richard I led a large fleet in April 1191 to reach Acre during the Third Crusade, but it was dispersed by a storm.",True,0,0.0,预测答案包含了标准答案的所有关键信息，即理查一世率领舰队、时间（1191年4月）、目的地（阿卡）以及舰队被风暴吹散。虽然预测答案增加了“第三次十字军东征”的背景信息，但这并不改变核心语义，两者在语义上完全等价。,N/A,N/A,N/A,N/A,N/A,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/qwen3_rate015_online_offline/online_qk_rate015/seg_0_25/Qwen3-32B/musique/FusionRAG_global_topk10_bge/rate_0.15_revert_rope.csv,seg_0_25,11,True,预测答案准确包含了标准答案的所有关键信息，即理查一世率领的舰队、时间（1191年4月）、目的地（阿卡）以及被风暴吹散的结局。虽然增加了“第三次十字军东征”的背景信息且措辞略有不同，但在核心语义上与标准答案完全等价，正确回答了问题。,"判断: 正确
原因: 预测答案准确包含了标准答案的所有关键信息，即理查一世率领的舰队、时间（1191年4月）、目的地（阿卡）以及被风暴吹散的结局。虽然增加了“第三次十字军东征”的背景信息且措辞略有不同，但在核心语义上与标准答案完全等价，正确回答了问题。"
The Unwinding author volunteered for which organisation?,Who is the author of The Unwinding?,George Packer,"<think>

</think>

George Packer",True,0,0.0,预测答案“George Packer”与标准答案完全一致，准确地给出了《The Unwinding》这本书的作者信息，没有包含任何错误或无关的内容，因此判定为正确。,N/A,N/A,N/A,N/A,N/A,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/qwen3_rate015_online_offline/online_qk_rate015/seg_0_25/Qwen3-32B/musique/FusionRAG_global_topk10_bge/rate_0.15_revert_rope.csv,seg_0_25,12,True,预测答案“George Packer”与标准答案完全一致，准确给出了《The Unwinding》这本书的作者，完全符合回答问题的要求，没有任何事实错误或遗漏。,"判断: 正确
原因: 预测答案“George Packer”与标准答案完全一致，准确给出了《The Unwinding》这本书的作者，完全符合回答问题的要求，没有任何事实错误或遗漏。"
The Unwinding author volunteered for which organisation?,Which organization did George Packer volunteer for?,Peace Corps,"<think>

</think>

Peace Corps",False,0,0.0,预测答案部分为空，没有提供任何关于George Packer志愿加入的组织信息，因此未能包含标准答案“Peace Corps”的关键信息，无法回答所提出的问题。,N/A,N/A,N/A,N/A,N/A,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/qwen3_rate015_online_offline/online_qk_rate015/seg_0_25/Qwen3-32B/musique/FusionRAG_global_topk10_bge/rate_0.15_revert_rope.csv,seg_0_25,13,True,预测答案“Peace Corps”与标准答案完全一致，准确地给出了George Packer志愿服务的组织名称，没有任何遗漏或多余的错误信息，完全符合回答问题的要求。,"判断: 正确
原因: 预测答案“Peace Corps”与标准答案完全一致，准确地给出了George Packer志愿服务的组织名称，没有任何遗漏或多余的错误信息，完全符合回答问题的要求。"
Who is the lead singer of the band performing Bang Bang Rock & Roll?,Which band performed the song 'Bang Bang Rock & Roll'?,The song 'Bang Bang Rock & Roll' was performed by the British rock band Art Brut.,"<think>

</think>

Answer: Art Brut",True,0,0.0,预测答案“Art Brut”准确指出了演唱歌曲“Bang Bang Rock & Roll”的乐队名称，与标准答案中的核心信息完全一致，正确地回答了问题。,N/A,N/A,N/A,N/A,N/A,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/qwen3_rate015_online_offline/online_qk_rate015/seg_0_25/Qwen3-32B/musique/FusionRAG_global_topk10_bge/rate_0.15_revert_rope.csv,seg_0_25,14,True,预测答案“Art Brut”准确给出了演唱歌曲“Bang Bang Rock & Roll”的乐队名称，与标准答案中的核心实体信息完全一致。虽然预测答案省略了标准答案中关于乐队国籍和流派等描述性修饰语，但已经包含了回答该问题所需的最关键信息，因此判定为正确。,"判断: 正确
原因: 预测答案“Art Brut”准确给出了演唱歌曲“Bang Bang Rock & Roll”的乐队名称，与标准答案中的核心实体信息完全一致。虽然预测答案省略了标准答案中关于乐队国籍和流派等描述性修饰语，但已经包含了回答该问题所需的最关键信息，因此判定为正确。"
Who is the lead singer of the band performing Bang Bang Rock & Roll?,Who is the lead singer of the band Art Brut?,Eddie Argos,"<think>

</think>

Eddie Argos",True,0,0.0,预测答案“Eddie Argos”与标准答案完全一致，准确地给出了乐队Art Brut的主唱名字，包含了标准答案的所有关键信息，因此判定为正确。,N/A,N/A,N/A,N/A,N/A,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/qwen3_rate015_online_offline/online_qk_rate015/seg_0_25/Qwen3-32B/musique/FusionRAG_global_topk10_bge/rate_0.15_revert_rope.csv,seg_0_25,15,True,预测答案“Eddie Argos”与标准答案完全一致，准确地给出了乐队Art Brut的主唱名字，包含了标准答案的所有关键信息，语义完全等价，因此判断为正确。,"判断: 正确
原因: 预测答案“Eddie Argos”与标准答案完全一致，准确地给出了乐队Art Brut的主唱名字，包含了标准答案的所有关键信息，语义完全等价，因此判断为正确。"
What company did the company that initiated a successful price war among PC manufacturers in 1994 merge with in 2002?,Which company initiated a successful price war among PC manufacturers in 1994?,Compaq initiated a successful price war among PC manufacturers in 1994.,"</think>

Compaq",True,0,0.0,预测答案“Compaq”准确包含了标准答案中的核心实体信息，即发起1994年PC制造商价格战的公司名称。虽然预测答案省略了部分陈述性语句，但针对该问题的提问意图，它已经提供了正确且关键的信息，语义上与标准答案完全一致。,N/A,N/A,N/A,N/A,N/A,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/qwen3_rate015_online_offline/online_qk_rate015/seg_0_25/Qwen3-32B/musique/FusionRAG_global_topk10_bge/rate_0.15_revert_rope.csv,seg_0_25,16,True,预测答案“Compaq”准确给出了问题所询问的发起1994年PC制造商价格战的公司名称。它包含了标准答案中的核心实体信息，与标准答案在语义上完全等价，正确地回答了问题。,"判断: 正确
原因: 预测答案“Compaq”准确给出了问题所询问的发起1994年PC制造商价格战的公司名称。它包含了标准答案中的核心实体信息，与标准答案在语义上完全等价，正确地回答了问题。"
What company did the company that initiated a successful price war among PC manufacturers in 1994 merge with in 2002?,Which company did Compaq merge with in 2002?,Hewlett Packard,"<think>

</think>

Hewlett Packard",True,0,0.0,预测答案“Hewlett Packard”与标准答案完全一致，准确地指出了2002年与康柏合并的公司，因此预测答案正确地回答了问题。,N/A,N/A,N/A,N/A,N/A,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/qwen3_rate015_online_offline/online_qk_rate015/seg_0_25/Qwen3-32B/musique/FusionRAG_global_topk10_bge/rate_0.15_revert_rope.csv,seg_0_25,17,True,预测答案“Hewlett Packard”与标准答案完全一致，准确包含了康柏（Compaq）在2002年合并的公司名称，语义上完全等价，因此判定为正确回答了问题。,"判断: 正确
原因: 预测答案“Hewlett Packard”与标准答案完全一致，准确包含了康柏（Compaq）在2002年合并的公司名称，语义上完全等价，因此判定为正确回答了问题。"
What year was the father of Katherine of England crowned?,Who is Katherine of England?,"Katherine of England was the fifth child of King Henry III and Eleanor of Provence. She was born on 25 November 1253, was either deaf-mute or deaf and mentally challenged, was very sickly, possibly had a degenerative disease, and died at Windsor on 3 May 1257 before reaching her fourth year.","Katherine of England (25 November 1253 – 3 May 1257) was the fifth child of King Henry III of England and his wife, Eleanor of Provence. She was born either a deaf-mute or just deaf and mentally challenged, and was very sickly. She possibly had a degenerative disease and did not live past the age of three.",True,0.7999999999999999,0.0,预测答案包含了标准答案的所有关键信息，如出生和死亡日期、父母身份、健康状况以及死亡年龄。两者在语义上完全等价，仅存在措辞上的细微差异，不影响整体意思的表达。,N/A,N/A,N/A,N/A,N/A,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/qwen3_rate015_online_offline/online_qk_rate015/seg_0_25/Qwen3-32B/musique/FusionRAG_global_topk10_bge/rate_0.15_revert_rope.csv,seg_0_25,18,True,预测答案包含了标准答案的所有关键信息，如出生和死亡日期、父母身份、健康状况（ deaf-mute或deaf and mentally challenged）、疾病情况以及未满四岁便夭折的事实。两者在语义上完全等价，仅存在措辞上的细微差异，准确回答了问题。,"判断: 正确
原因: 预测答案包含了标准答案的所有关键信息，如出生和死亡日期、父母身份、健康状况（ deaf-mute或deaf and mentally challenged）、疾病情况以及未满四岁便夭折的事实。两者在语义上完全等价，仅存在措辞上的细微差异，准确回答了问题。"
What year was the father of Katherine of England crowned?,What year was King Henry III of England crowned?,Henry III was first crowned in 1216 and had a second coronation in 1220.,"1216




Answer: 1216",True,0.24000000000000002,0.0,预测答案“1216”准确包含了标准答案中关于亨利三世首次加冕年份的关键信息。虽然标准答案还提及了1220年的第二次加冕，但预测答案已经正确回答了问题所问的加冕年份，符合评估标准。,N/A,N/A,N/A,N/A,N/A,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/qwen3_rate015_online_offline/online_qk_rate015/seg_0_25/Qwen3-32B/musique/FusionRAG_global_topk10_bge/rate_0.15_revert_rope.csv,seg_0_25,19,True,预测答案“1216”准确给出了亨利三世首次加冕的年份，包含了标准答案中的核心关键信息。虽然标准答案还补充了1220年第二次加冕的信息，但预测答案已经正确回答了问题所问的加冕年份，语义上与标准答案的核心内容保持一致。,"判断: 正确
原因: 预测答案“1216”准确给出了亨利三世首次加冕的年份，包含了标准答案中的核心关键信息。虽然标准答案还补充了1220年第二次加冕的信息，但预测答案已经正确回答了问题所问的加冕年份，语义上与标准答案的核心内容保持一致。"
Who is the sibling of the actress that played the little girl in Miracle on 34th street 1947?,Who played the little girl in the 1947 film Miracle on 34th Street?,"Natalie Wood played the little girl, Susan Walker, in the 1947 film Miracle on 34th Street.","<think>

</think>

Answer: Natalie Wood",True,0,0.0,预测答案“Natalie Wood”准确给出了问题所询问的演员名字，与标准答案的核心信息完全一致，因此正确地回答了问题。,N/A,N/A,N/A,N/A,N/A,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/qwen3_rate015_online_offline/online_qk_rate015/seg_0_25/Qwen3-32B/musique/FusionRAG_global_topk10_bge/rate_0.15_revert_rope.csv,seg_0_25,20,True,预测答案“Natalie Wood”准确给出了问题所询问的演员名字，包含了标准答案的核心关键信息。虽然它没有像标准答案那样提供角色的名字（Susan Walker）等额外细节，但已经完整且正确地回答了“谁扮演了小女孩”这一核心问题，语义上完全一致。,"判断: 正确
原因: 预测答案“Natalie Wood”准确给出了问题所询问的演员名字，包含了标准答案的核心关键信息。虽然它没有像标准答案那样提供角色的名字（Susan Walker）等额外细节，但已经完整且正确地回答了“谁扮演了小女孩”这一核心问题，语义上完全一致。"
Who is the sibling of the actress that played the little girl in Miracle on 34th street 1947?,Who is the sibling of actress Natalie Wood?,Lana Wood is the sibling of actress Natalie Wood.,"<think>

</think>

Lana Wood",True,0,0.0,预测答案“Lana Wood”准确给出了娜塔莉·伍德的兄弟姐妹的名字，与标准答案的核心实体信息完全一致，正确地回答了问题。,N/A,N/A,N/A,N/A,N/A,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/qwen3_rate015_online_offline/online_qk_rate015/seg_0_25/Qwen3-32B/musique/FusionRAG_global_topk10_bge/rate_0.15_revert_rope.csv,seg_0_25,21,True,预测答案“Lana Wood”准确给出了问题所询问的对象，包含了标准答案的核心关键信息。虽然它省略了标准答案中的部分修饰性词语，但在语义上与标准答案完全等价，正确回答了关于娜塔莉·伍德兄弟姐妹的问题。,"判断: 正确
原因: 预测答案“Lana Wood”准确给出了问题所询问的对象，包含了标准答案的核心关键信息。虽然它省略了标准答案中的部分修饰性词语，但在语义上与标准答案完全等价，正确回答了关于娜塔莉·伍德兄弟姐妹的问题。"
What is the capital of the county that Pine Springs is located in?,In which county is Pine Springs located?,"Culberson County, Texas","<think>

</think>

Pine Springs is located in Bell County, Kentucky.",False,0,0.0,预测答案指出Pine Springs位于肯塔基州的贝尔县，而标准答案明确指出其位于德克萨斯州的卡尔伯森县。两者在地理位置和所属州县上完全不同，预测答案未能包含标准答案的关键信息，因此是错误的。,N/A,N/A,N/A,N/A,N/A,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/qwen3_rate015_online_offline/online_qk_rate015/seg_0_25/Qwen3-32B/musique/FusionRAG_global_topk10_bge/rate_0.15_revert_rope.csv,seg_0_25,22,False,预测答案指出Pine Springs位于肯塔基州的贝尔县，而标准答案明确指出其位于德克萨斯州的卡尔伯森县。两者在地理位置和所属州县上完全不一致，因此预测答案未能正确回答问题。,"判断: 错误
原因: 预测答案指出Pine Springs位于肯塔基州的贝尔县，而标准答案明确指出其位于德克萨斯州的卡尔伯森县。两者在地理位置和所属州县上完全不一致，因此预测答案未能正确回答问题。"
What is the capital of the county that Pine Springs is located in?,"What is the county seat of Culberson County, Texas?",Van Horn,Answer: Van Horn,True,0.6666666666666666,0.0,预测答案“Van Horn”与标准答案完全一致，包含了标准答案的关键信息，且在语义上完全等价。虽然预测答案多出了“Answer:”这样的前缀词，但这属于措辞上的细微差异，不影响核心意思的表达，因此判定为正确回答了问题。,N/A,N/A,N/A,N/A,N/A,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/qwen3_rate015_online_offline/online_qk_rate015/seg_0_25/Qwen3-32B/musique/FusionRAG_global_topk10_bge/rate_0.15_revert_rope.csv,seg_0_25,23,True,预测答案明确指出了“Van Horn”，这与标准答案完全一致。虽然预测答案多包含了“Answer:”这样的前缀词，但这属于措辞上的细微差异，不影响核心语义，因此预测答案正确回答了问题。,"判断: 正确
原因: 预测答案明确指出了“Van Horn”，这与标准答案完全一致。虽然预测答案多包含了“Answer:”这样的前缀词，但这属于措辞上的细微差异，不影响核心语义，因此预测答案正确回答了问题。"
"In 2002, what company merged with the top PC manufacturer from 1994?",Who was the top PC manufacturer in 1994?,Compaq was the top PC manufacturer in 1994.,"<think>

</think>

Compaq",True,0,0.0,预测答案“Compaq”直接给出了问题的核心实体，包含了标准答案中的关键信息。虽然它省略了部分修饰性语句，但在语义上与标准答案完全等价，准确地回答了1994年顶级个人电脑制造商是谁的问题。,N/A,N/A,N/A,N/A,N/A,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/qwen3_rate015_online_offline/online_qk_rate015/seg_0_25/Qwen3-32B/musique/FusionRAG_global_topk10_bge/rate_0.15_revert_rope.csv,seg_0_25,24,True,预测答案“Compaq”准确给出了问题所询问的1994年顶级个人电脑制造商的名称，与标准答案的核心实体和信息完全一致，正确回答了问题。,"判断: 正确
原因: 预测答案“Compaq”准确给出了问题所询问的1994年顶级个人电脑制造商的名称，与标准答案的核心实体和信息完全一致，正确回答了问题。"
