chunk,method,chunk_len,selected_count,jaccard_vs_draft_freq,jaccard_vs_qk_freq,example_id
chunk04,hybrid_qk_draft_rrf_per_chunk,52,7,0.75,0.5555555555555556,0
chunk05,hybrid_draft70_qk30_score_per_chunk,214,32,0.9393939393939394,0.5609756097560976,0
chunk05,hybrid_draft50_qk50_score_per_chunk,214,32,0.6410256410256411,0.8285714285714286,0
chunk05,hybrid_draft70_then_qk30_per_chunk,214,32,0.5609756097560976,0.8823529411764706,0
chunk05,hybrid_qk_draft_intersection_fill_draft_per_chunk,214,32,0.8823529411764706,0.6,0
chunk05,hybrid_qk_draft_rrf_per_chunk,214,32,0.6,0.8285714285714286,0
chunk06,hybrid_draft70_qk30_score_per_chunk,121,18,1.0,0.6363636363636364,0
chunk06,hybrid_draft50_qk50_score_per_chunk,121,18,0.8947368421052632,0.7142857142857143,0
chunk06,hybrid_draft70_then_qk30_per_chunk,121,18,0.8,0.8,0
chunk06,hybrid_qk_draft_intersection_fill_draft_per_chunk,121,18,1.0,0.6363636363636364,0
chunk06,hybrid_qk_draft_rrf_per_chunk,121,18,0.8,0.7142857142857143,0
chunk07,hybrid_draft70_qk30_score_per_chunk,301,45,0.9565217391304348,0.42857142857142855,0
chunk07,hybrid_draft50_qk50_score_per_chunk,301,45,0.6666666666666666,0.6363636363636364,0
chunk07,hybrid_draft70_then_qk30_per_chunk,301,45,0.6666666666666666,0.6071428571428571,0
chunk07,hybrid_qk_draft_intersection_fill_draft_per_chunk,301,45,0.9148936170212766,0.45161290322580644,0
chunk07,hybrid_qk_draft_rrf_per_chunk,301,45,0.6071428571428571,0.6981132075471698,0
chunk08,hybrid_draft70_qk30_score_per_chunk,84,12,1.0,0.8461538461538461,0
chunk08,hybrid_draft50_qk50_score_per_chunk,84,12,0.8461538461538461,1.0,0
chunk08,hybrid_draft70_then_qk30_per_chunk,84,12,0.8461538461538461,1.0,0
chunk08,hybrid_qk_draft_intersection_fill_draft_per_chunk,84,12,1.0,0.8461538461538461,0
chunk08,hybrid_qk_draft_rrf_per_chunk,84,12,0.8461538461538461,1.0,0
chunk09,hybrid_draft70_qk30_score_per_chunk,83,12,1.0,1.0,0
chunk09,hybrid_draft50_qk50_score_per_chunk,83,12,1.0,1.0,0
chunk09,hybrid_draft70_then_qk30_per_chunk,83,12,1.0,1.0,0
chunk09,hybrid_qk_draft_intersection_fill_draft_per_chunk,83,12,1.0,1.0,0
chunk09,hybrid_qk_draft_rrf_per_chunk,83,12,1.0,1.0,0
chunk00,hybrid_draft70_qk30_score_per_chunk,90,13,0.8571428571428571,0.5294117647058824,1
chunk00,hybrid_draft50_qk50_score_per_chunk,90,13,0.7333333333333333,0.625,1
chunk00,hybrid_draft70_then_qk30_per_chunk,90,13,0.5294117647058824,0.8571428571428571,1
chunk00,hybrid_qk_draft_intersection_fill_draft_per_chunk,90,13,0.8571428571428571,0.5294117647058824,1
chunk00,hybrid_qk_draft_rrf_per_chunk,90,13,0.7333333333333333,0.625,1
chunk01,hybrid_draft70_qk30_score_per_chunk,85,12,0.8461538461538461,0.7142857142857143,1
chunk01,hybrid_draft50_qk50_score_per_chunk,85,12,0.7142857142857143,0.8461538461538461,1
chunk01,hybrid_draft70_then_qk30_per_chunk,85,12,0.7142857142857143,0.8461538461538461,1
chunk01,hybrid_qk_draft_intersection_fill_draft_per_chunk,85,12,0.8461538461538461,0.7142857142857143,1
chunk01,hybrid_qk_draft_rrf_per_chunk,85,12,0.8461538461538461,0.7142857142857143,1
chunk02,hybrid_draft70_qk30_score_per_chunk,130,19,0.8095238095238095,0.5833333333333334,1
chunk02,hybrid_draft50_qk50_score_per_chunk,130,19,0.6521739130434783,0.7272727272727273,1
chunk02,hybrid_draft70_then_qk30_per_chunk,130,19,0.5833333333333334,0.9,1
chunk02,hybrid_qk_draft_intersection_fill_draft_per_chunk,130,19,0.7272727272727273,0.6521739130434783,1
chunk02,hybrid_qk_draft_rrf_per_chunk,130,19,0.5833333333333334,0.7272727272727273,1
chunk03,hybrid_draft70_qk30_score_per_chunk,86,12,1.0,0.7142857142857143,1
chunk03,hybrid_draft50_qk50_score_per_chunk,86,12,0.8461538461538461,0.8461538461538461,1
chunk03,hybrid_draft70_then_qk30_per_chunk,86,12,0.7142857142857143,1.0,1
chunk03,hybrid_qk_draft_intersection_fill_draft_per_chunk,86,12,1.0,0.7142857142857143,1
chunk03,hybrid_qk_draft_rrf_per_chunk,86,12,0.7142857142857143,0.7142857142857143,1
chunk04,hybrid_draft70_qk30_score_per_chunk,135,20,0.9047619047619048,0.48148148148148145,1
chunk04,hybrid_draft50_qk50_score_per_chunk,135,20,0.6,0.7391304347826086,1
chunk04,hybrid_draft70_then_qk30_per_chunk,135,20,0.6,0.7391304347826086,1
chunk04,hybrid_qk_draft_intersection_fill_draft_per_chunk,135,20,0.9047619047619048,0.48148148148148145,1
chunk04,hybrid_qk_draft_rrf_per_chunk,135,20,0.8181818181818182,0.5384615384615384,1
chunk05,hybrid_draft70_qk30_score_per_chunk,217,32,0.8285714285714286,0.4883720930232558,1
chunk05,hybrid_draft50_qk50_score_per_chunk,217,32,0.5609756097560976,0.7297297297297297,1
chunk05,hybrid_draft70_then_qk30_per_chunk,217,32,0.5238095238095238,0.6842105263157895,1
chunk05,hybrid_qk_draft_intersection_fill_draft_per_chunk,217,32,0.8285714285714286,0.4883720930232558,1
chunk05,hybrid_qk_draft_rrf_per_chunk,217,32,0.6,0.6410256410256411,1
chunk06,hybrid_draft70_qk30_score_per_chunk,56,8,1.0,0.6,1
chunk06,hybrid_draft50_qk50_score_per_chunk,56,8,1.0,0.6,1
chunk06,hybrid_draft70_then_qk30_per_chunk,56,8,0.7777777777777778,0.7777777777777778,1
chunk06,hybrid_qk_draft_intersection_fill_draft_per_chunk,56,8,1.0,0.6,1
chunk06,hybrid_qk_draft_rrf_per_chunk,56,8,1.0,0.6,1
chunk07,hybrid_draft70_qk30_score_per_chunk,216,32,0.9393939393939394,0.3617021276595745,1
chunk07,hybrid_draft50_qk50_score_per_chunk,216,32,0.6,0.6,1
chunk07,hybrid_draft70_then_qk30_per_chunk,216,32,0.5609756097560976,0.6,1
chunk07,hybrid_qk_draft_intersection_fill_draft_per_chunk,216,32,0.8823529411764706,0.391304347826087,1
chunk07,hybrid_qk_draft_rrf_per_chunk,216,32,0.6410256410256411,0.5238095238095238,1
chunk08,hybrid_draft70_qk30_score_per_chunk,113,16,1.0,0.3333333333333333,1
chunk08,hybrid_draft50_qk50_score_per_chunk,113,16,0.5238095238095238,0.6842105263157895,1
chunk08,hybrid_draft70_then_qk30_per_chunk,113,16,0.5238095238095238,0.6,1
chunk08,hybrid_qk_draft_intersection_fill_draft_per_chunk,113,16,0.8823529411764706,0.391304347826087,1
chunk08,hybrid_qk_draft_rrf_per_chunk,113,16,0.8823529411764706,0.3333333333333333,1
chunk09,hybrid_draft70_qk30_score_per_chunk,77,11,1.0,0.375,1
chunk09,hybrid_draft50_qk50_score_per_chunk,77,11,0.4666666666666667,0.8333333333333334,1
chunk09,hybrid_draft70_then_qk30_per_chunk,77,11,0.5714285714285714,0.6923076923076923,1
chunk09,hybrid_qk_draft_intersection_fill_draft_per_chunk,77,11,0.8333333333333334,0.4666666666666667,1
chunk09,hybrid_qk_draft_rrf_per_chunk,77,11,1.0,0.375,1
chunk00,hybrid_draft70_qk30_score_per_chunk,64,9,1.0,0.5,2
chunk00,hybrid_draft50_qk50_score_per_chunk,64,9,0.6363636363636364,0.8,2
chunk00,hybrid_draft70_then_qk30_per_chunk,64,9,0.5,1.0,2
chunk00,hybrid_qk_draft_intersection_fill_draft_per_chunk,64,9,1.0,0.5,2
chunk00,hybrid_qk_draft_rrf_per_chunk,64,9,0.8,0.6363636363636364,2
chunk01,hybrid_draft70_qk30_score_per_chunk,122,18,1.0,0.6363636363636364,2
chunk01,hybrid_draft50_qk50_score_per_chunk,122,18,0.8,0.8,2
chunk01,hybrid_draft70_then_qk30_per_chunk,122,18,0.7142857142857143,0.8,2
chunk01,hybrid_qk_draft_intersection_fill_draft_per_chunk,122,18,1.0,0.6363636363636364,2
chunk01,hybrid_qk_draft_rrf_per_chunk,122,18,0.8,0.7142857142857143,2
chunk02,hybrid_draft70_qk30_score_per_chunk,88,13,0.8571428571428571,0.3684210526315789,2
chunk02,hybrid_draft50_qk50_score_per_chunk,88,13,0.625,0.5294117647058824,2
chunk02,hybrid_draft70_then_qk30_per_chunk,88,13,0.5294117647058824,0.625,2
chunk02,hybrid_qk_draft_intersection_fill_draft_per_chunk,88,13,0.8571428571428571,0.3684210526315789,2
chunk02,hybrid_qk_draft_rrf_per_chunk,88,13,0.625,0.4444444444444444,2
chunk03,hybrid_draft70_qk30_score_per_chunk,48,7,1.0,0.2727272727272727,2
chunk03,hybrid_draft50_qk50_score_per_chunk,48,7,0.75,0.4,2
chunk03,hybrid_draft70_then_qk30_per_chunk,48,7,0.5555555555555556,0.5555555555555556,2
chunk03,hybrid_qk_draft_intersection_fill_draft_per_chunk,48,7,1.0,0.2727272727272727,2
chunk03,hybrid_qk_draft_rrf_per_chunk,48,7,0.75,0.4,2
chunk04,hybrid_draft70_qk30_score_per_chunk,185,27,0.9285714285714286,0.5,2
chunk04,hybrid_draft50_qk50_score_per_chunk,185,27,0.7419354838709677,0.6363636363636364,2
chunk04,hybrid_draft70_then_qk30_per_chunk,185,27,0.5882352941176471,0.7419354838709677,2
chunk04,hybrid_qk_draft_intersection_fill_draft_per_chunk,185,27,0.9285714285714286,0.5,2
chunk04,hybrid_qk_draft_rrf_per_chunk,185,27,0.6875,0.6875,2
chunk05,hybrid_draft70_qk30_score_per_chunk,63,9,1.0,0.2857142857142857,2
chunk05,hybrid_draft50_qk50_score_per_chunk,63,9,0.6363636363636364,0.5,2
chunk05,hybrid_draft70_then_qk30_per_chunk,63,9,0.5,0.5,2
chunk05,hybrid_qk_draft_intersection_fill_draft_per_chunk,63,9,0.8,0.38461538461538464,2
chunk05,hybrid_qk_draft_rrf_per_chunk,63,9,0.6363636363636364,0.38461538461538464,2
chunk06,hybrid_draft70_qk30_score_per_chunk,99,14,1.0,0.2727272727272727,2
chunk06,hybrid_draft50_qk50_score_per_chunk,99,14,0.4,0.75,2
chunk06,hybrid_draft70_then_qk30_per_chunk,99,14,0.5555555555555556,0.5555555555555556,2
chunk06,hybrid_qk_draft_intersection_fill_draft_per_chunk,99,14,0.8666666666666667,0.3333333333333333,2
chunk06,hybrid_qk_draft_rrf_per_chunk,99,14,0.6470588235294118,0.47368421052631576,2
chunk07,hybrid_draft70_qk30_score_per_chunk,106,15,0.875,0.7647058823529411,2
chunk07,hybrid_draft50_qk50_score_per_chunk,106,15,0.7647058823529411,0.875,2
chunk07,hybrid_draft70_then_qk30_per_chunk,106,15,0.6666666666666666,1.0,2
chunk07,hybrid_qk_draft_intersection_fill_draft_per_chunk,106,15,0.7647058823529411,0.875,2
chunk07,hybrid_qk_draft_rrf_per_chunk,106,15,0.7647058823529411,0.875,2
chunk08,hybrid_draft70_qk30_score_per_chunk,234,35,0.8918918918918919,0.5555555555555556,2
chunk08,hybrid_draft50_qk50_score_per_chunk,234,35,0.7073170731707317,0.7073170731707317,2
chunk08,hybrid_draft70_then_qk30_per_chunk,234,35,0.5909090909090909,0.8421052631578947,2
chunk08,hybrid_qk_draft_intersection_fill_draft_per_chunk,234,35,0.8421052631578947,0.5909090909090909,2
chunk08,hybrid_qk_draft_rrf_per_chunk,234,35,0.7073170731707317,0.6666666666666666,2
chunk09,hybrid_draft70_qk30_score_per_chunk,368,55,0.9642857142857143,0.26436781609195403,2
chunk09,hybrid_draft50_qk50_score_per_chunk,368,55,0.6417910447761194,0.4666666666666667,2
chunk09,hybrid_draft70_then_qk30_per_chunk,368,55,0.5942028985507246,0.4864864864864865,2
chunk09,hybrid_qk_draft_intersection_fill_draft_per_chunk,368,55,0.9298245614035088,0.27906976744186046,2
chunk09,hybrid_qk_draft_rrf_per_chunk,368,55,0.6176470588235294,0.4864864864864865,2
chunk00,hybrid_draft70_qk30_score_per_chunk,108,16,0.8823529411764706,0.5238095238095238,3
chunk00,hybrid_draft50_qk50_score_per_chunk,108,16,0.6,0.7777777777777778,3
chunk00,hybrid_draft70_then_qk30_per_chunk,108,16,0.5238095238095238,0.6842105263157895,3
chunk00,hybrid_qk_draft_intersection_fill_draft_per_chunk,108,16,0.8823529411764706,0.5238095238095238,3
chunk00,hybrid_qk_draft_rrf_per_chunk,108,16,0.6842105263157895,0.6842105263157895,3
chunk01,hybrid_draft70_qk30_score_per_chunk,92,13,1.0,0.3684210526315789,3
chunk01,hybrid_draft50_qk50_score_per_chunk,92,13,0.7333333333333333,0.5294117647058824,3
chunk01,hybrid_draft70_then_qk30_per_chunk,92,13,0.5294117647058824,0.625,3
chunk01,hybrid_qk_draft_intersection_fill_draft_per_chunk,92,13,1.0,0.3684210526315789,3
chunk01,hybrid_qk_draft_rrf_per_chunk,92,13,0.7333333333333333,0.5294117647058824,3
chunk02,hybrid_draft70_qk30_score_per_chunk,90,13,1.0,0.3684210526315789,3
chunk02,hybrid_draft50_qk50_score_per_chunk,90,13,0.8571428571428571,0.4444444444444444,3
chunk02,hybrid_draft70_then_qk30_per_chunk,90,13,0.625,0.5294117647058824,3
chunk02,hybrid_qk_draft_intersection_fill_draft_per_chunk,90,13,1.0,0.3684210526315789,3
chunk02,hybrid_qk_draft_rrf_per_chunk,90,13,0.625,0.625,3
chunk03,hybrid_draft70_qk30_score_per_chunk,170,25,0.8518518518518519,0.42857142857142855,3
chunk03,hybrid_draft50_qk50_score_per_chunk,170,25,0.5625,0.6666666666666666,3
chunk03,hybrid_draft70_then_qk30_per_chunk,170,25,0.6129032258064516,0.6129032258064516,3
chunk03,hybrid_qk_draft_intersection_fill_draft_per_chunk,170,25,0.7857142857142857,0.47058823529411764,3
chunk03,hybrid_qk_draft_rrf_per_chunk,170,25,0.6666666666666666,0.47058823529411764,3
chunk04,hybrid_draft70_qk30_score_per_chunk,141,21,0.9090909090909091,0.5555555555555556,3
chunk04,hybrid_draft50_qk50_score_per_chunk,141,21,0.68,0.75,3
chunk04,hybrid_draft70_then_qk30_per_chunk,141,21,0.6153846153846154,0.8260869565217391,3
chunk04,hybrid_qk_draft_intersection_fill_draft_per_chunk,141,21,0.9090909090909091,0.5555555555555556,3
chunk04,hybrid_qk_draft_rrf_per_chunk,141,21,0.68,0.6153846153846154,3
chunk05,hybrid_draft70_qk30_score_per_chunk,200,30,0.875,0.42857142857142855,3
chunk05,hybrid_draft50_qk50_score_per_chunk,200,30,0.6666666666666666,0.5789473684210527,3
chunk05,hybrid_draft70_then_qk30_per_chunk,200,30,0.6216216216216216,0.6216216216216216,3
chunk05,hybrid_qk_draft_intersection_fill_draft_per_chunk,200,30,0.875,0.42857142857142855,3
chunk05,hybrid_qk_draft_rrf_per_chunk,200,30,0.6666666666666666,0.5789473684210527,3
chunk06,hybrid_draft70_qk30_score_per_chunk,52,7,1.0,0.4,3
chunk06,hybrid_draft50_qk50_score_per_chunk,52,7,0.5555555555555556,0.75,3
chunk06,hybrid_draft70_then_qk30_per_chunk,52,7,0.5555555555555556,0.75,3
chunk06,hybrid_qk_draft_intersection_fill_draft_per_chunk,52,7,0.75,0.5555555555555556,3
chunk06,hybrid_qk_draft_rrf_per_chunk,52,7,0.5555555555555556,0.5555555555555556,3
chunk07,hybrid_draft70_qk30_score_per_chunk,143,21,0.8260869565217391,0.5,3
chunk07,hybrid_draft50_qk50_score_per_chunk,143,21,0.6153846153846154,0.68,3
chunk07,hybrid_draft70_then_qk30_per_chunk,143,21,0.6153846153846154,0.5555555555555556,3
chunk07,hybrid_qk_draft_intersection_fill_draft_per_chunk,143,21,0.8260869565217391,0.5,3
chunk07,hybrid_qk_draft_rrf_per_chunk,143,21,0.75,0.5555555555555556,3
chunk08,hybrid_draft70_qk30_score_per_chunk,68,10,1.0,0.42857142857142855,3
chunk08,hybrid_draft50_qk50_score_per_chunk,68,10,0.8181818181818182,0.5384615384615384,3
chunk08,hybrid_draft70_then_qk30_per_chunk,68,10,0.6666666666666666,0.6666666666666666,3
chunk08,hybrid_qk_draft_intersection_fill_draft_per_chunk,68,10,1.0,0.42857142857142855,3
chunk08,hybrid_qk_draft_rrf_per_chunk,68,10,0.8181818181818182,0.42857142857142855,3
chunk09,hybrid_draft70_qk30_score_per_chunk,90,13,0.8571428571428571,0.625,3
chunk09,hybrid_draft50_qk50_score_per_chunk,90,13,0.7333333333333333,0.7333333333333333,3
chunk09,hybrid_draft70_then_qk30_per_chunk,90,13,0.7333333333333333,0.7333333333333333,3
chunk09,hybrid_qk_draft_intersection_fill_draft_per_chunk,90,13,0.8571428571428571,0.625,3
chunk09,hybrid_qk_draft_rrf_per_chunk,90,13,0.7333333333333333,0.7333333333333333,3
chunk10,hybrid_draft70_qk30_score_per_chunk,89,13,0.8571428571428571,0.4444444444444444,3
chunk10,hybrid_draft50_qk50_score_per_chunk,89,13,0.5294117647058824,0.7333333333333333,3
chunk10,hybrid_draft70_then_qk30_per_chunk,89,13,0.625,0.625,3
chunk10,hybrid_qk_draft_intersection_fill_draft_per_chunk,89,13,0.7333333333333333,0.5294117647058824,3
chunk10,hybrid_qk_draft_rrf_per_chunk,89,13,0.625,0.5294117647058824,3
chunk00,hybrid_draft70_qk30_score_per_chunk,96,14,1.0,0.2727272727272727,4
chunk00,hybrid_draft50_qk50_score_per_chunk,96,14,0.6470588235294118,0.47368421052631576,4
chunk00,hybrid_draft70_then_qk30_per_chunk,96,14,0.5555555555555556,0.5555555555555556,4
chunk00,hybrid_qk_draft_intersection_fill_draft_per_chunk,96,14,0.8666666666666667,0.3333333333333333,4
chunk00,hybrid_qk_draft_rrf_per_chunk,96,14,0.6470588235294118,0.47368421052631576,4
chunk01,hybrid_draft70_qk30_score_per_chunk,139,20,0.9047619047619048,0.42857142857142855,4
chunk01,hybrid_draft50_qk50_score_per_chunk,139,20,0.7391304347826086,0.5384615384615384,4
chunk01,hybrid_draft70_then_qk30_per_chunk,139,20,0.6,0.6,4
chunk01,hybrid_qk_draft_intersection_fill_draft_per_chunk,139,20,0.9047619047619048,0.42857142857142855,4
chunk01,hybrid_qk_draft_rrf_per_chunk,139,20,0.8181818181818182,0.42857142857142855,4
chunk02,hybrid_draft70_qk30_score_per_chunk,192,28,0.8064516129032258,0.4358974358974359,4
chunk02,hybrid_draft50_qk50_score_per_chunk,192,28,0.5555555555555556,0.6470588235294118,4
chunk02,hybrid_draft70_then_qk30_per_chunk,192,28,0.6,0.6,4
chunk02,hybrid_qk_draft_intersection_fill_draft_per_chunk,192,28,0.8064516129032258,0.4358974358974359,4
chunk02,hybrid_qk_draft_rrf_per_chunk,192,28,0.6,0.5555555555555556,4
chunk03,hybrid_draft70_qk30_score_per_chunk,126,18,0.8947368421052632,0.3333333333333333,4
chunk03,hybrid_draft50_qk50_score_per_chunk,126,18,0.5652173913043478,0.5652173913043478,4
chunk03,hybrid_draft70_then_qk30_per_chunk,126,18,0.6363636363636364,0.44,4
chunk03,hybrid_qk_draft_intersection_fill_draft_per_chunk,126,18,0.8947368421052632,0.3333333333333333,4
chunk03,hybrid_qk_draft_rrf_per_chunk,126,18,0.5652173913043478,0.5652173913043478,4
chunk04,hybrid_draft70_qk30_score_per_chunk,265,39,0.95,0.3,4
chunk04,hybrid_draft50_qk50_score_per_chunk,265,39,0.41818181818181815,0.7333333333333333,4
chunk04,hybrid_draft70_then_qk30_per_chunk,265,39,0.5294117647058824,0.56,4
chunk04,hybrid_qk_draft_intersection_fill_draft_per_chunk,265,39,0.7727272727272727,0.39285714285714285,4
chunk04,hybrid_qk_draft_rrf_per_chunk,265,39,0.56,0.5294117647058824,4
chunk05,hybrid_draft70_qk30_score_per_chunk,74,11,1.0,0.5714285714285714,4
chunk05,hybrid_draft50_qk50_score_per_chunk,74,11,1.0,0.5714285714285714,4
chunk05,hybrid_draft70_then_qk30_per_chunk,74,11,0.6923076923076923,0.8333333333333334,4
chunk05,hybrid_qk_draft_intersection_fill_draft_per_chunk,74,11,1.0,0.5714285714285714,4
chunk05,hybrid_qk_draft_rrf_per_chunk,74,11,0.8333333333333334,0.6923076923076923,4
chunk06,hybrid_draft70_qk30_score_per_chunk,60,9,1.0,0.5,4
chunk06,hybrid_draft50_qk50_score_per_chunk,60,9,0.8,0.6363636363636364,4
chunk06,hybrid_draft70_then_qk30_per_chunk,60,9,0.5,1.0,4
chunk06,hybrid_qk_draft_intersection_fill_draft_per_chunk,60,9,1.0,0.5,4
chunk06,hybrid_qk_draft_rrf_per_chunk,60,9,0.6363636363636364,0.8,4
chunk07,hybrid_draft70_qk30_score_per_chunk,45,6,1.0,0.7142857142857143,4
chunk07,hybrid_draft50_qk50_score_per_chunk,45,6,0.7142857142857143,1.0,4
chunk07,hybrid_draft70_then_qk30_per_chunk,45,6,0.7142857142857143,1.0,4
chunk07,hybrid_qk_draft_intersection_fill_draft_per_chunk,45,6,1.0,0.7142857142857143,4
chunk07,hybrid_qk_draft_rrf_per_chunk,45,6,0.7142857142857143,1.0,4
chunk08,hybrid_draft70_qk30_score_per_chunk,79,11,1.0,0.6923076923076923,4
chunk08,hybrid_draft50_qk50_score_per_chunk,79,11,0.8333333333333334,0.8333333333333334,4
chunk08,hybrid_draft70_then_qk30_per_chunk,79,11,0.8333333333333334,0.8333333333333334,4
chunk08,hybrid_qk_draft_intersection_fill_draft_per_chunk,79,11,0.8333333333333334,0.8333333333333334,4
chunk08,hybrid_qk_draft_rrf_per_chunk,79,11,0.8333333333333334,0.6923076923076923,4
chunk09,hybrid_draft70_qk30_score_per_chunk,102,15,0.7647058823529411,0.6666666666666666,4
chunk09,hybrid_draft50_qk50_score_per_chunk,102,15,0.6666666666666666,0.7647058823529411,4
chunk09,hybrid_draft70_then_qk30_per_chunk,102,15,0.6666666666666666,0.7647058823529411,4
chunk09,hybrid_qk_draft_intersection_fill_draft_per_chunk,102,15,0.7647058823529411,0.6666666666666666,4
chunk09,hybrid_qk_draft_rrf_per_chunk,102,15,0.6666666666666666,0.7647058823529411,4
chunk10,hybrid_draft70_qk30_score_per_chunk,148,22,0.9130434782608695,0.5714285714285714,4
chunk10,hybrid_draft50_qk50_score_per_chunk,148,22,0.6923076923076923,0.76,4
chunk10,hybrid_draft70_then_qk30_per_chunk,148,22,0.6296296296296297,0.6923076923076923,4
chunk10,hybrid_qk_draft_intersection_fill_draft_per_chunk,148,22,0.9130434782608695,0.5714285714285714,4
chunk10,hybrid_qk_draft_rrf_per_chunk,148,22,0.76,0.6923076923076923,4
chunk11,hybrid_draft70_qk30_score_per_chunk,139,20,1.0,0.3793103448275862,4
chunk11,hybrid_draft50_qk50_score_per_chunk,139,20,0.6,0.6666666666666666,4
chunk11,hybrid_draft70_then_qk30_per_chunk,139,20,0.6,0.6,4
chunk11,hybrid_qk_draft_intersection_fill_draft_per_chunk,139,20,1.0,0.3793103448275862,4
chunk11,hybrid_qk_draft_rrf_per_chunk,139,20,0.6666666666666666,0.6,4
chunk12,hybrid_draft70_qk30_score_per_chunk,149,22,0.9130434782608695,0.4666666666666667,4
chunk12,hybrid_draft50_qk50_score_per_chunk,149,22,0.6296296296296297,0.6923076923076923,4
chunk12,hybrid_draft70_then_qk30_per_chunk,149,22,0.5714285714285714,0.6923076923076923,4
chunk12,hybrid_qk_draft_intersection_fill_draft_per_chunk,149,22,0.9130434782608695,0.4666666666666667,4
chunk12,hybrid_qk_draft_rrf_per_chunk,149,22,0.6923076923076923,0.6296296296296297,4
chunk13,hybrid_draft70_qk30_score_per_chunk,228,34,0.8888888888888888,0.44680851063829785,4
chunk13,hybrid_draft50_qk50_score_per_chunk,228,34,0.5454545454545454,0.7,4
chunk13,hybrid_draft70_then_qk30_per_chunk,228,34,0.5813953488372093,0.6585365853658537,4
chunk13,hybrid_qk_draft_intersection_fill_draft_per_chunk,228,34,0.7894736842105263,0.5111111111111111,4
chunk13,hybrid_qk_draft_rrf_per_chunk,228,34,0.6585365853658537,0.5454545454545454,4
chunk14,hybrid_draft70_qk30_score_per_chunk,196,29,0.9333333333333333,0.3181818181818182,4
chunk14,hybrid_draft50_qk50_score_per_chunk,196,29,0.6571428571428571,0.48717948717948717,4
chunk14,hybrid_draft70_then_qk30_per_chunk,196,29,0.5675675675675675,0.5263157894736842,4
chunk14,hybrid_qk_draft_intersection_fill_draft_per_chunk,196,29,0.8709677419354839,0.3488372093023256,4
chunk14,hybrid_qk_draft_rrf_per_chunk,196,29,0.6571428571428571,0.48717948717948717,4
chunk15,hybrid_draft70_qk30_score_per_chunk,72,10,1.0,0.8181818181818182,4
chunk15,hybrid_draft50_qk50_score_per_chunk,72,10,1.0,0.8181818181818182,4
chunk15,hybrid_draft70_then_qk30_per_chunk,72,10,0.8181818181818182,1.0,4
chunk15,hybrid_qk_draft_intersection_fill_draft_per_chunk,72,10,1.0,0.8181818181818182,4
chunk15,hybrid_qk_draft_rrf_per_chunk,72,10,1.0,0.8181818181818182,4
chunk16,hybrid_draft70_qk30_score_per_chunk,88,13,0.8571428571428571,0.625,4
chunk16,hybrid_draft50_qk50_score_per_chunk,88,13,0.625,0.8571428571428571,4
chunk16,hybrid_draft70_then_qk30_per_chunk,88,13,0.625,0.8571428571428571,4
chunk16,hybrid_qk_draft_intersection_fill_draft_per_chunk,88,13,0.8571428571428571,0.625,4
chunk16,hybrid_qk_draft_rrf_per_chunk,88,13,0.7333333333333333,0.625,4
