target,source,kind,test_context,method,delta_norm2,error_norm2,base_norm2,dot,pred_norm2,original_gap,delta_recovery_error,final_kv_error,explained_delta_energy,cosine
1,raw,k,0,hybrid_top8,992.1414888501167,389212.75680685043,17014065.484375,1306.9318865919486,390834.48392271996,0.007636296022446907,19.806453904761664,0.1512479451717095,-391.29561628144853,0.06636967803929035
1,raw,k,1,no_update,1063914.862716198,1063914.862716198,17013967.15625,0.0,0.0,0.25006369430721614,1.0,0.25006369430721614,0.0,0.0
1,raw,k,1,mean_anchor,1063914.862716198,564396.2569401264,17013967.15625,733478.7875577211,967438.9774493575,0.25006369430721614,0.7283474841915261,0.1821332626362997,0.4695099422718747,0.722973418684894
1,raw,k,1,random_anchor,1063914.862716198,1104093.5207104683,17013967.15625,582772.5037846565,1205723.6609095335,0.25006369430721614,1.018707474409651,0.2547417544692512,-0.03776491841808971,0.5145430577923906
1,raw,k,1,oracle_anchor,1063914.862716198,380094.7260398865,17013967.15625,816224.6622984409,948629.1866385937,0.25006369430721614,0.5977127002306343,0.14946624595401403,0.6427395279830039,0.8124713091161678
1,raw,k,1,position_top1,1063914.862716198,525497.3976318836,17013967.15625,890521.5081410408,1242625.522976637,0.25006369430721614,0.7028001521603968,0.17574480240890245,0.506071946123323,0.7744989625723038
1,raw,k,1,position_top2,1063914.862716198,298014.7615530491,17013967.15625,859507.4711074829,953114.8441569805,0.25006369430721614,0.5292555857789264,0.13234760701260806,0.7198885249218054,0.8535394552114514
1,raw,k,1,position_top4,1063914.862716198,303649.7376806736,17013967.15625,779492.7101442218,798720.2919493914,0.25006369430721614,0.5342358365700365,0.13359298692400948,0.7145920709243132,0.8455927699625206
1,raw,k,1,position_top8,1063914.862716198,307164.44824945927,17013967.15625,759076.4777701795,761402.5328261256,0.25006369430721614,0.5373187999886133,0.1343639241458728,0.7112885071787965,0.8433831834010886
1,raw,k,1,cached_v_top1,1063914.862716198,497069.4860947132,17013967.15625,889559.6293472648,1212273.8644948006,0.25006369430721614,0.6835261179088954,0.17092506619976816,0.5327920461363949,0.7832876084593648
1,raw,k,1,cached_v_top2,1063914.862716198,512769.45391726494,17013967.15625,874988.7792690098,1198832.1396529675,0.25006369430721614,0.6942368065021256,0.1736034205579655,0.5180352564977302,0.7747647569591846
1,raw,k,1,cached_v_top4,1063914.862716198,629368.8944687843,17013967.15625,833038.5331320763,1231531.0944538116,0.25006369430721614,0.7691290224840646,0.1923312447612631,0.40844054677270725,0.7277613073144583
1,raw,k,1,cached_v_top8,1063914.862716198,663535.1955076456,17013967.15625,842586.5387150645,1284793.3853268623,0.25006369430721614,0.7897298323073775,0.1974827593714011,0.3763267919637614,0.7206832568667594
1,raw,k,1,hybrid_top1,1063914.862716198,380094.7260398865,17013967.15625,816224.6622984409,948629.1866385937,0.25006369430721614,0.5977127002306343,0.14946624595401403,0.6427395279830039,0.8124713091161678
1,raw,k,1,hybrid_top2,1063914.862716198,275983.7178120613,17013967.15625,849852.5176765323,911773.9070733786,0.25006369430721614,0.5093171408485959,0.12736172581458866,0.7405960500378115,0.8628723400453508
1,raw,k,1,hybrid_top4,1063914.862716198,270549.6815402508,17013967.15625,884220.983318299,975076.7862769365,0.25006369430721614,0.5042780625063703,0.1261016352684282,0.7457036356748212,0.8681364083192248
1,raw,k,1,hybrid_top8,1063914.862716198,329913.5636179447,17013967.15625,804991.3990053535,875981.486823678,0.25006369430721614,0.5568608006423091,0.13925066902349,0.6899060487080064,0.8338546179638
1,raw,k,2,no_update,1080435.9835413694,1080435.9835413694,17015056.28125,0.0,0.0,0.25198972054892294,1.0,0.25198972054892294,0.0,0.0
1,raw,k,2,mean_anchor,1080435.9835413694,430010.43907511234,17015056.28125,808932.2583791018,967438.9774493575,0.25198972054892294,0.6308701507452669,0.1589727929889567,0.6020028528986443,0.7912265360288352
1,raw,k,2,random_anchor,1080435.9835413694,480031.53942894936,17015056.28125,928570.9465201497,1256737.450606227,0.25198972054892294,0.6665540421746319,0.1679647668183405,0.5557057088606591,0.7968806708260108
1,raw,k,2,oracle_anchor,1080435.9835413694,443463.99784708023,17015056.28125,924622.9207078218,1212273.8644948006,0.25198972054892294,0.6406630309661834,0.16144049813919456,0.589550880753223,0.8079133119519954
1,raw,k,2,position_top1,1080435.9835413694,790336.4022836685,17015056.28125,855131.394036591,1420163.216809988,0.25198972054892294,0.8552763693142263,0.21552085329558932,0.26850233209267516,0.6903418482030647
1,raw,k,2,position_top2,1080435.9835413694,474087.3353292942,17015056.28125,888050.1390535831,1169751.6423995495,0.25198972054892294,0.6624142355172357,0.16692157809561667,0.5612073805841162,0.7899345965167729
1,raw,k,2,position_top4,1080435.9835413694,424310.06289863586,17015056.28125,861813.8938159943,1067501.8752595186,0.25198972054892294,0.6266746770620631,0.15791557674795587,0.6072788491291587,0.8024715570414589
1,raw,k,2,position_top8,1080435.9835413694,396969.65184760094,17015056.28125,820344.6413627267,957222.9715852141,0.25198972054892294,0.6061486375318894,0.15274322578277122,0.6325838292182342,0.8066595309281085
1,raw,k,2,cached_v_top1,1080435.9835413694,746154.3913826942,17015056.28125,847590.8289941549,1360900.0602451563,0.25198972054892294,0.8310264174444909,0.20941011470060988,0.30939509350937466,0.6989942648237562
1,raw,k,2,cached_v_top2,1080435.9835413694,668711.4913887978,17015056.28125,846566.1248773336,1281407.7493473291,0.25198972054892294,0.7867194245526928,0.19824520794344255,0.38107254703147986,0.7194782893193529
1,raw,k,2,cached_v_top4,1080435.9835413694,633596.6340130568,17015056.28125,903759.3423011303,1360679.3321441412,0.25198972054892294,0.7657850979689048,0.19296997283771394,0.41357318372875485,0.7453759668911489
1,raw,k,2,cached_v_top8,1080435.9835413694,574640.9340077639,17015056.28125,915209.1599558592,1324623.2787094116,0.25198972054892294,0.7292874831336473,0.18377294907467517,0.46813976694459003,0.7650232722991701
1,raw,k,2,hybrid_top1,1080435.9835413694,443463.99784708023,17015056.28125,924622.9207078218,1212273.8644948006,0.25198972054892294,0.6406630309661834,0.16144049813919456,0.589550880753223,0.8079133119519954
1,raw,k,2,hybrid_top2,1080435.9835413694,461691.3516714573,17015056.28125,890457.6726506352,1162170.7229983807,0.25198972054892294,0.653696786239922,0.16472487048832699,0.5726805116595977,0.7946553198892542
1,raw,k,2,hybrid_top4,1080435.9835413694,504524.4340939522,17015056.28125,869051.6012173891,1162191.6386973858,0.25198972054892294,0.6833474562133507,0.17219653452901962,0.5330362540867428,0.7755453011348973
1,raw,k,2,hybrid_top8,1080435.9835413694,438808.42206323147,17015056.28125,842256.6304808855,1042885.7064187527,0.25198972054892294,0.6372912524218781,0.1605908446060622,0.593859859586554,0.7934627828201005
1,raw,k,3,no_update,1313734.6585845947,1313734.6585845947,17016915.5,0.0,0.0,0.2778519234681479,1.0,0.2778519234681479,0.0,0.0
1,raw,k,3,mean_anchor,1313734.6585845947,386789.00052022934,17016915.5,947192.3219453096,967438.9774493575,0.2778519234681479,0.5426042971425569,0.1507636476431419,0.7055805767224318,0.8401804074032945
1,raw,k,3,random_anchor,1313734.6585845947,881145.7509484291,17016915.5,787708.9718755484,1142829.0548528433,0.2778519234681479,0.8189738726967194,0.22755346579894156,0.3292817958401377,0.642867286878737
1,raw,k,3,oracle_anchor,1313734.6585845947,335490.94390392303,17016915.5,1169463.8617691994,1360684.0342024565,0.2778519234681479,0.5053433697475253,0.14041062729622536,0.7446280786522159,0.8746903450642611
1,raw,k,3,position_top1,1313734.6585845947,335490.94390392303,17016915.5,1169463.8617691994,1360684.0342024565,0.2778519234681479,0.5053433697475253,0.14041062729622536,0.7446280786522159,0.8746903450642611
1,raw,k,3,position_top2,1313734.6585845947,379549.8917800188,17016915.5,1031527.2585119009,1128869.7589319944,0.2778519234681479,0.5375026468578843,0.14934614429868381,0.7110909046207685,0.8470420303655618
1,raw,k,3,position_top4,1313734.6585845947,352686.8840532303,17016915.5,1013387.1743276119,1065726.5584150553,0.2778519234681479,0.5181324897914699,0.1439641088999004,0.7315387230224923,0.8564434264612913
1,raw,k,3,position_top8,1313734.6585845947,330154.1754436493,17016915.5,1020927.70566082,1058274.9493140578,0.2778519234681479,0.5013079227456125,0.13928937058469013,0.7486903665924789,0.8658484882417624
1,raw,k,3,cached_v_top1,1313734.6585845947,590140.2516102791,17016915.5,1081139.9698382616,1438685.5575971603,0.2778519234681479,0.6702298869132818,0.18622466324469458,0.5507918986882095,0.7864029841597362
1,raw,k,3,cached_v_top2,1313734.6585845947,529526.2889943123,17016915.5,1112117.9425555468,1440027.549876213,0.2778519234681479,0.634877497507266,0.17640193384903813,0.5969305631589115,0.8085588190625075
1,raw,k,3,cached_v_top4,1313734.6585845947,533948.5772404671,17016915.5,1127776.0223895311,1475765.95099926,0.2778519234681479,0.637523044885375,0.17713700427667184,0.5935643672400801,0.809953870413222
1,raw,k,3,cached_v_top8,1313734.6585845947,469160.77686071396,17016915.5,1086078.562470913,1327583.2691960335,0.2778519234681479,0.597595088730188,0.16604294485880122,0.6428801099255588,0.8223875508347454
1,raw,k,3,hybrid_top1,1313734.6585845947,739623.6673309803,17016915.5,967505.514518857,1360900.0602451563,0.2778519234681479,0.7503287218431348,0.20848027859751195,0.43700680917724755,0.7235799156166015
1,raw,k,3,hybrid_top2,1313734.6585845947,633639.2528717518,17016915.5,980751.5689698458,1281407.7493473291,0.2778519234681479,0.6944919368126193,0.19296592047650574,0.5176809497022568,0.7558950646613687
1,raw,k,3,hybrid_top4,1313734.6585845947,546055.6624193192,17016915.5,1052017.2335015535,1336355.5035985708,0.2778519234681479,0.6447103298387304,0.17913400522547535,0.5843485905992354,0.7939771832901793
1,raw,k,3,hybrid_top8,1313734.6585845947,464478.60266304016,17016915.5,1084622.5772963762,1319989.1074147224,0.2778519234681479,0.5946056440208566,0.16521232189621185,0.6464441280985423,0.8236441874848225
1,raw,k,4,no_update,1342110.4676053524,1342110.4676053524,17017313.0625,0.0,0.0,0.2808333221557834,1.0,0.2808333221557834,0.0,0.0
1,raw,k,4,mean_anchor,1342110.4676053524,353149.700720191,17017313.0625,978199.8729645014,967438.9774493575,0.2808333221557834,0.512962112815359,0.14405685428198697,0.736869870816003,0.8584631940864271
1,raw,k,4,random_anchor,1342110.4676053524,664527.9632935524,17017313.0625,811783.2520612478,945983.9899383783,0.2808333221557834,0.7036594079537163,0.19761100920181382,0.5048634375982255,0.7204503590713601
1,raw,k,4,oracle_anchor,1342110.4676053524,309086.48193979263,17017313.0625,1177624.4784786105,1322224.9804010391,0.2808333221557834,0.4798946119546913,0.13477039815989647,0.7697011614168563,0.8840157725280366
1,raw,k,4,position_top1,1342110.4676053524,622130.6946525574,17017313.0625,1099600.8367633224,1479221.8398593664,0.2808333221557834,0.6808425391892848,0.191203272145506,0.5364534368302871,0.7804126037906532
1,raw,k,4,position_top2,1342110.4676053524,578470.0068016052,17017313.0625,1105577.3685168624,1447514.2583926916,0.2808333221557834,0.6565174760903641,0.18437198386378706,0.5689848035879381,0.7932016026612809
1,raw,k,4,position_top4,1342110.4676053524,430441.04190957546,17017313.0625,1046410.4221100807,1181151.4006564617,0.2808333221557834,0.5663210508457287,0.1590418221157603,0.6792804673689896,0.8311035551673488
1,raw,k,4,position_top8,1342110.4676053524,475253.7691502571,17017313.0625,1003285.7272063494,1139714.747458458,0.2808333221557834,0.595070817928762,0.16711571471689354,0.6458907216495942,0.8112083610442116
1,raw,k,4,cached_v_top1,1342110.4676053524,565137.9454936981,17017313.0625,1211404.467680335,1645836.417582512,0.2808333221557834,0.6489079612655371,0.18223497853553716,0.5789184578062043,0.8150827561692963
1,raw,k,4,cached_v_top2,1342110.4676053524,555121.1331157684,17017313.0625,1161923.6665176153,1536857.9643354416,0.2808333221557834,0.6431314514730727,0.18061274210005396,0.5863819361261388,0.8090336766741765
1,raw,k,4,cached_v_top4,1342110.4676053524,499685.4661464691,17017313.0625,1155895.4772018194,1469365.9193677902,0.2808333221557834,0.6101747432378132,0.17135740023902718,0.6276867827146687,0.8231129819787241
1,raw,k,4,cached_v_top8,1342110.4676053524,425796.92237210274,17017313.0625,1121921.3771221042,1327529.1998252869,0.2808333221557834,0.5632576867546786,0.15818152740109798,0.6827407783117683,0.8405165130525878
1,raw,k,4,hybrid_top1,1342110.4676053524,650858.5353450775,17017313.0625,1112442.8658431768,1533633.7486371994,0.2808333221557834,0.6963846192556912,0.19556800612376607,0.515048462064106,0.7753945692739795
1,raw,k,4,hybrid_top2,1342110.4676053524,555121.1331157684,17017313.0625,1161923.6665176153,1536857.9643354416,0.2808333221557834,0.6431314514730727,0.18061274210005396,0.5863819361261388,0.8090336766741765
1,raw,k,4,hybrid_top4,1342110.4676053524,480699.8385448456,17017313.0625,1180076.6619552374,1498742.701212883,0.2808333221557834,0.5984706494408553,0.16807050069520457,0.6418328817578409,0.832055985636147
1,raw,k,4,hybrid_top8,1342110.4676053524,420458.6042689085,17017313.0625,1142676.8836826086,1363701.8796300888,0.2808333221557834,0.5597157017281973,0.15718681997908518,0.6867183332389116,0.8446360046937963
1,raw,k,5,no_update,1288311.0368976593,1288311.0368976593,17015560.9375,0.0,0.0,0.2751612212738909,1.0,0.2751612212738909,0.0,0.0
1,raw,k,5,mean_anchor,1288311.0368976593,559488.8822443485,17015560.9375,848130.5743597746,967438.9774493575,0.2751612212738909,0.6589999274611015,0.18133122485960218,0.565719095606263,0.7596972692336145
1,raw,k,5,random_anchor,1288311.0368976593,949621.2455163002,17015560.9375,941109.8127735853,1543529.7593064308,0.2751612212738909,0.8585485270841244,0.23623926123536787,0.2628944266416805,0.6673788427012884
1,raw,k,5,oracle_anchor,1288311.0368976593,381277.3701634407,17015560.9375,1089649.6151208878,1272265.5361639261,0.2751612212738909,0.5440140937005986,0.14969158241286562,0.7040486658551164,0.8511137850846974
1,raw,k,5,position_top1,1288311.0368976593,381277.3701634407,17015560.9375,1089649.6151208878,1272265.5361639261,0.2751612212738909,0.5440140937005986,0.14969158241286562,0.7040486658551164,0.8511137850846974
1,raw,k,5,position_top2,1288311.0368976593,439840.21147179604,17015560.9375,820961.4362564087,793452.0316982269,0.2751612212738909,0.5843016355361638,0.1607771516264627,0.6585915987097641,0.8119925696715966
1,raw,k,5,position_top4,1288311.0368976593,379318.4752075672,17015560.9375,841482.6985376477,773972.8282746077,0.2751612212738909,0.5426147990557052,0.14930655078945473,0.7055691798457366,0.8426980135678876
1,raw,k,5,position_top8,1288311.0368976593,380882.4404518604,17015560.9375,840954.2650537491,774479.9021294117,0.2751612212738909,0.5437322739417381,0.14961403654383848,0.7043552142741467,0.8418930759013513
1,raw,k,5,cached_v_top1,1288311.0368976593,809487.6344075203,17015560.9375,1038582.0668813586,1598340.7354078293,0.2751612212738909,0.7926742415927176,0.2181132123890074,0.3716675467154099,0.723761990434394
1,raw,k,5,cached_v_top2,1288311.0368976593,817402.4668812752,17015560.9375,975775.7740651965,1480642.9882612228,0.2751612212738909,0.7965400341177272,0.21917692858138055,0.36552397404772996,0.7065037814290516
1,raw,k,5,cached_v_top4,1288311.0368976593,793111.2627873421,17015560.9375,982282.8563253284,1469365.9193677902,0.2751612212738909,0.7846151596321759,0.21589566555439837,0.3843790512753752,0.7139391855120286
1,raw,k,5,cached_v_top8,1288311.0368976593,764415.0441479683,17015560.9375,923057.1174982786,1322218.2454817295,0.2751612212738909,0.7702899810128415,0.2119539319105357,0.4066533451512363,0.7072397123262878
1,raw,k,5,hybrid_top1,1288311.0368976593,381277.3701634407,17015560.9375,1089649.6151208878,1272265.5361639261,0.2751612212738909,0.5440140937005986,0.14969158241286562,0.7040486658551164,0.8511137850846974
1,raw,k,5,hybrid_top2,1288311.0368976593,358314.82108569145,17015560.9375,1064083.7297309637,1198171.249314785,0.2751612212738909,0.5273780165310459,0.1451139791016848,0.7218724276797799,0.8564578451817166
1,raw,k,5,hybrid_top4,1288311.0368976593,391937.6828715801,17015560.9375,910614.9611734152,924856.5640482903,0.2751612212738909,0.5515668374886196,0.1517698046175463,0.6957740237828027,0.8342327324077725
1,raw,k,5,hybrid_top8,1288311.0368976593,397180.8671787977,17015560.9375,885151.7446889877,879173.3425472975,0.2751612212738909,0.5552439001689149,0.152781589675357,0.6917042113252121,0.8317065282028095
1,raw,k,6,no_update,1169519.754704237,1169519.754704237,17015676.421875,0.0,0.0,0.2621676926811516,1.0,0.2621676926811516,0.0,0.0
1,raw,k,6,mean_anchor,1169519.754704237,370137.7457191944,17015676.421875,883410.4902760386,967438.9774493575,0.2621676926811516,0.5625717330066603,0.147488133209993,0.6835130452218829,0.8305140438087745
1,raw,k,6,random_anchor,1169519.754704237,676356.632972002,17015676.421875,1013398.4449273348,1533633.7486371994,0.2621676926811516,0.7604735189388594,0.1993715878053168,0.4216800269927482,0.7566858697122733
1,raw,k,6,oracle_anchor,1169519.754704237,317915.4805686474,17015676.421875,1031939.0754568577,1212273.8644948006,0.2621676926811516,0.5213772258967507,0.1366882643298507,0.7281657883162086,0.8666623011424429
1,raw,k,6,position_top1,1169519.754704237,490723.2865829468,17015676.421875,1061839.5711487532,1444882.6754387617,0.2621676926811516,0.6477606359582,0.16982191133883667,0.5804061585030283,0.8168434540594135
1,raw,k,6,position_top2,1169519.754704237,419493.8651943207,17015676.421875,1022052.1747647524,1294078.4527717829,0.2621676926811516,0.5989064991995918,0.15701393502690295,0.6413110052164894,0.8307856427973596
1,raw,k,6,position_top4,1169519.754704237,354334.16956698895,17015676.421875,923915.8830916882,1032646.1988760233,0.2621676926811516,0.5504308114161184,0.14430517580957783,0.6970259218437935,0.840722899381952
1,raw,k,6,position_top8,1169519.754704237,357705.8921864033,17015676.421875,895534.5075164437,979255.1588856578,0.2621676926811516,0.5530434664052224,0.14499012953984314,0.6941429242664956,0.8368172229343389
1,raw,k,6,cached_v_top1,1169519.754704237,608106.1782295704,17015676.421875,1000049.560070157,1438685.5575971603,0.2621676926811516,0.7210841124027211,0.18904495797765755,0.48003770284037994,0.7709652443114291
1,raw,k,6,cached_v_top2,1169519.754704237,569566.2433235645,17015676.421875,1019990.5353204012,1440027.549876213,0.2621676926811516,0.6978600543832063,0.18295636027198817,0.5129913444962684,0.7859717931955414
1,raw,k,6,cached_v_top4,1169519.754704237,570376.6999275684,17015676.421875,1034254.4882012606,1469365.9193677902,0.2621676926811516,0.69835638316094,0.18308648164245786,0.5122983620983704,0.7889666612209805
1,raw,k,6,cached_v_top8,1169519.754704237,490848.90955245495,17015676.421875,1002341.4011030793,1326011.946830988,0.2621676926811516,0.6478435425673729,0.16984364677327157,0.5802987443537565,0.8048930354212008
1,raw,k,6,hybrid_top1,1169519.754704237,317915.4805686474,17015676.421875,1031939.0754568577,1212273.8644948006,0.2621676926811516,0.5213772258967507,0.1366882643298507,0.7281657883162086,0.8666623011424429
1,raw,k,6,hybrid_top2,1169519.754704237,379954.6908621788,17015676.421875,973950.9433617592,1158336.8010306358,0.2621676926811516,0.5699832906614315,0.1494312041795177,0.6751190483667662,0.8367888301710307
1,raw,k,6,hybrid_top4,1169519.754704237,340276.9533803463,17015676.421875,943057.2414802909,1056871.666553378,0.2621676926811516,0.5394019186182151,0.14141375643192375,0.7090455701909885,0.8482485885531534
1,raw,k,6,hybrid_top8,1169519.754704237,367587.52763974667,17015676.421875,916762.9469065666,1031593.6619267464,0.2621676926811516,0.5606303471598005,0.14697916456191792,0.6856936138434815,0.8346395080010549
1,raw,k,7,no_update,1384614.4942225218,1384614.4942225218,17015056.28125,0.0,0.0,0.28526450849234614,1.0,0.28526450849234614,0.0,0.0
1,raw,k,7,mean_anchor,1384614.4942225218,522888.46554911137,17015056.28125,914582.5063954592,967438.9774493575,0.28526450849234614,0.6145257622022255,0.17530238951050225,0.6223580875897736,0.7902175359635484
1,raw,k,7,random_anchor,1384614.4942225218,1022093.2904968262,17015056.28125,784122.4314478636,1205723.6609095335,0.28526450849234614,0.8591734180452284,0.2450916828083611,0.2618210377244793,0.6068698327291093
1,raw,k,7,oracle_anchor,1384614.4942225218,445789.5848374367,17015056.28125,1075549.3820420504,1212273.8644948006,0.28526450849234614,0.5674146205769489,0.1618632528502544,0.6780406483555171,0.8301671557065816
1,raw,k,7,position_top1,1384614.4942225218,843459.9095010757,17015056.28125,980658.9062741399,1420163.216809988,0.28526450849234614,0.7804907955423654,0.2226463231731931,0.39083411807364554,0.6993336248791999
1,raw,k,7,position_top2,1384614.4942225218,503147.43335938454,17015056.28125,1025609.3480379581,1169751.6423995495,0.28526450849234614,0.6028138113089335,0.1719613855954408,0.6366155088951975,0.8058806017351412
1,raw,k,7,position_top4,1384614.4942225218,472026.01211738586,17015056.28125,990045.1907901764,1067501.8752595186,0.28526450849234614,0.5838731836990445,0.16655829676976927,0.6590921053571418,0.8143409202454898
1,raw,k,7,position_top8,1384614.4942225218,483334.2194440365,17015056.28125,929251.6089377999,957222.9715852141,0.28526450849234614,0.5908256413863341,0.16854158619474777,0.650925061480427,0.8071650127868417
1,raw,k,7,cached_v_top1,1384614.4942225218,884115.1531090736,17015056.28125,930699.6976007223,1360900.0602451563,0.28526450849234614,0.7990794836507631,0.2279490161499527,0.36147197880842985,0.678003630511531
1,raw,k,7,cached_v_top2,1384614.4942225218,791466.5457062721,17015056.28125,937277.8542855978,1281407.7493473291,0.28526450849234614,0.7560523097234723,0.21567489052776936,0.4283849049618028,0.70365575821997
1,raw,k,7,cached_v_top4,1384614.4942225218,689249.9002178907,17015056.28125,1028021.9611518383,1360679.3321441412,0.28526450849234614,0.7055437014902984,0.20126657722550056,0.5022080852873687,0.7489624794771298
1,raw,k,7,cached_v_top8,1384614.4942225218,610141.5809727907,17015056.28125,1049548.083143115,1324623.2787094116,0.28526450849234614,0.6638208281235288,0.18936452226164066,0.5593419081493923,0.7749821712753058
1,raw,k,7,hybrid_top1,1384614.4942225218,445789.5848374367,17015056.28125,1075549.3820420504,1212273.8644948006,0.28526450849234614,0.5674146205769489,0.1618632528502544,0.6780406483555171,0.8301671557065816
1,raw,k,7,hybrid_top2,1384614.4942225218,488991.56167817116,17015056.28125,1028896.821393311,1162170.7229983807,0.28526450849234614,0.5942733373013139,0.16952509147536557,0.6468392005727588,0.8110963059568599
1,raw,k,7,hybrid_top4,1384614.4942225218,578364.3875622749,17015056.28125,984220.8616315126,1162191.6386973858,0.28526450849234614,0.6463032429527821,0.18436737693793476,0.5822921181487171,0.7758705295722369
1,raw,k,7,hybrid_top8,1384614.4942225218,518603.58446252346,17015056.28125,954448.3050032854,1042885.7064187527,0.28526450849234614,0.612002674896009,0.1745826422502111,0.6254527259201299,0.794272665359525
1,raw,k,8,no_update,1244171.1111905575,1244171.1111905575,17017313.0625,0.0,0.0,0.27039245086307384,1.0,0.27039245086307384,0.0,0.0
1,raw,k,8,mean_anchor,1244171.1111905575,381648.66354978085,17017313.0625,914980.7206360102,967438.9774493575,0.27039245086307384,0.5538495617605107,0.1497567404138639,0.6932506629376902,0.8339885655747046
1,raw,k,8,random_anchor,1244171.1111905575,788926.0399746895,17017313.0625,792243.2699745893,1129241.4339280128,0.27039245086307384,0.796302517872265,0.2153141894359184,0.3659023000302911,0.6683825449738571
1,raw,k,8,oracle_anchor,1244171.1111905575,382560.69901132584,17017313.0625,1091917.6870967746,1322224.9804010391,0.27039245086307384,0.5545109410187183,0.14993557237244062,0.6925176162905355,0.8513284858562381
1,raw,k,8,position_top1,1244171.1111905575,668689.4866752625,17017313.0625,1027351.7446002364,1479221.8398593664,0.27039245086307384,0.733115144308221,0.19822880063433593,0.46254218518593637,0.7572903993984541
1,raw,k,8,position_top2,1244171.1111905575,638732.2568778992,17017313.0625,1026476.5697650313,1447514.2583926916,0.27039245086307384,0.7165052353589926,0.19373760664494155,0.4866202477031547,0.7648874917671372
1,raw,k,8,position_top4,1244171.1111905575,464377.9858030081,17017313.0625,980472.2639222145,1181151.4006564617,0.27039245086307384,0.6109360535715153,0.1651924968458162,0.6267571384464625,0.8088024747861724
1,raw,k,8,position_top8,1244171.1111905575,500794.0836033821,17017313.0625,941545.8759795427,1139714.747458458,0.27039245086307384,0.6344385124588245,0.17154738430566438,0.597487773909034,0.7906847178969557
1,raw,k,8,cached_v_top1,1244171.1111905575,627099.9409160614,17017313.0625,1131453.8042129278,1645836.417582512,0.27039245086307384,0.7099509152064096,0.1919653679551434,0.4959696979975814,0.7906848846029227
1,raw,k,8,cached_v_top2,1244171.1111905575,595606.5153331757,17017313.0625,1092711.2792953253,1536857.9643354416,0.27039245086307384,0.6918941575466426,0.18708295699687844,0.5212824747528216,0.7902208846883072
1,raw,k,8,cached_v_top4,1244171.1111905575,564039.3849697113,17017313.0625,1074748.8299392462,1469365.9193677902,0.27039245086307384,0.6733093705158589,0.18205777088285655,0.5466544915755378,0.7948806832977154
1,raw,k,8,cached_v_top8,1244171.1111905575,485795.9483654499,17017313.0625,1042952.18702811,1327529.1998252869,0.27039245086307384,0.6248659899525563,0.16895904648425258,0.6095424946006118,0.811525743784796
