Question,Real Answer,Pred Answer
"What artists front his own band, The Fighting Hearts, and also co-founded the hard rock/heavy metal band The Almighty?",Ricky Warwick,Ricky Warwick
In what year was the physicist after whom the van der Waals forces were named born?,1837,1837
what kind of music is in Vanessa and King Priam?,opera,"Vanessa is an opera, and King Priam is an opera."
"Who directed the 1991 sport comedy film the nominee for an Academy Award for Best Supporting Actor for ""Jagged Edge"" starred in?",Stan Dragoti,Stan Dragoti
"When was the South Korean singer, actor, host and entertainer born who was known as Ballad Prince and was also a star of Gu Family Book?","January 13, 1987","January 13, 1987"
"What TV documentary permiered on BBC1 on March 19 1985 that was written and presented by the same person who is responsible for ""Connections""?",The Day the Universe Changed,The Day the Universe Changed
"The League of Gentlemen's Apocalypse is a feature film spin-off of the British television comedy series ""The League of Gentlemen"", featuring in guest roles are which English comedian and actor, and in a 2004 poll for the BBC, Kay was named the 46th most influential person in British culture?",Peter Kay,Peter John Kay
In what city did Michael Gansey work during his time as the GM for the Canton Charge?,"Canton, Ohio",Canton
"The papal election of 1159 followed the death of which pope, who ruled from 1154 until 1159?",Pope Adrian IV,Pope Adrian IV
"Who has written shows in more languages, Francis Veber or John Garabedian?",Francis Paul Veber,Francis Veber
"Anthony Harris Bennett, is a Canadian professional basketball player for the Phoenix Suns of the NBA, he was the first overall pick by the Cleveland Cavaliers, becoming the first Canadian to be drafted number one overall, in the 2013 NBA draft, that was held on which date, at Barclays Center in Brooklyn, New York?","June 27, 2013","June 27, 2013"
Is the Caribbean the homeland of both Jean Rhys and Adolfo Bioy Casares?,no,no
"This American special effects designer owns a company called Alterian, Inc. and designed the special effects for what movie written and directed by Don Mancini in 2004?",Seed of Chucky,Seed of Chucky
When was Carrie Fisher's brother from Debbie Reynolds born?,1958,"February 24, 1958"
What movement is David Yerushalmi behind that would prohibit the implementation of Islanic law in courts in any civil jurisdiction?,anti-sharia movement,anti-sharia movement
"What title did the mother of Archduke Charles, Duke of Teschen hold in Tuscany?",Grand Duchess,Grand Duchess of Tuscany
Which comedian played in When Time Ran Out and The Karate Kid?,Pat Morita,"Noriyuki ""Pat"" Morita"
"Among India's oldest universities founded in 1918, Osmania University is in which city?",Hyderabad,Hyderabad
"Christine Ebersole appeared on Broadway in what musical, based on a 1975 documentary?",Grey Gardens,Grey Gardens
"Which musician is American, Roy Khan or Lou Gramm?",Lou Gramm,Lou Gramm
What American actress born in 1912 did the violin master known for his sweet tone and gemütlich style compose a work for?,Marta Eggerth,Marta Eggerth
League of Gods stars a Hong Kong film actor who founded One Cool Film Production Limited in what year?,2013,2013
"Graham Bonnet and John Corabi, have which mutual occupation?",rock singer,Answer: singer and songwriter
What geography do both Paolo Nespoli and Soyuz TMA-20 have in common?,International Space Station,Kazakhstan
What shows work is the stand-up comedian he played St. Geegland in the Kroll Show best known for?,Saturday Night Live,"The Oh, Hello Show"
"Which 1999 movie, directed by Joe Johnston, is based onthe memoirs of a veitnam veteran and formaer NASA engineer?",October Sky,October Sky
"What is a 1995 American epic crime drama film directed by Martin Scorsese, that was based of of episodes from a British documentary/docudrama television series created by Bart Layton ?",Casino,Casino
"Who played Jeanne Murray's cousin in the sitcom ""All in the Family""?",Beatrice Arthur,"Jeanne Murray Walker is not related to Jeanne Murray Stapleton, but in the sitcom ""All in the Family,"" the cousin of Edith Bunker (played by Jeanne Murray Stapleton) was Maude Findlay"
Under what union did the king who created Duchy of Holstein serve?,the Kalmar Union,Kalmar Union
When was the American actress and singer died who was a star in both Clueless (1995) and Drop Dead Gorgeous?,"December 20, 2009","December 20, 2009"
"Cliff Bennett and the Rebel Rousers are a 1960s British rhythm and blues, soul and beat group who had two Top 10 hits, one being, Got to Get You into My Life, a song by who, first released in 1966 on the album ""Revolver""?",Beatles,the Beatles
Which South Korean mixed martial artist has been defeated by George Roop?,Chan Sung Jung,Chan Sung Jung
"Donald Molosi won an award for his performance as the first President of what country in ""Blue, Black and White""?",Botswana,Botswana
Are George Abbott and Leo McCarey both film directors?,yes,yes
"What are are commonly known as milkworts or snakeroots, Nothofagus or Polygala ?",Polygala,Polygala
Which movie staring Isabel Lucas also starred Ethan Hawke as a hematologist?,Daybreakers,Daybreakers
On what date did this series premier that is an American animated superhero action-comedy television series and stars a fictional character named Blisstina Utonium?,"April 4, 2016","April 4, 2016"
"In which year was the drama, based on the true story of the Odones and directed by Australian film director, screenwriter, producer, and former medical doctor, released?",1992,1993
