dataset,method,rate,segment,source_csv,source_row,Question,Real Answer,Pred Answer,Predicted_Clean,Rejudge_Correct,Rejudge_Reason,Rejudge_Raw
hotpotqa-v2,offline32b_top2,0.05,seg_0_260,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/offline32b_top2/hotpotqa-v2/rate_0p05/seg_0_260/csv/reprocess_method_FusionRAG_rate_0.05_revert_rope_True_topk_10.csv,10,"Which original attraction at Universal Studios Florida, featuring Yogi Bear and Boo Boo, was replaced by Jimmy Nuetron's Nicktoon Blast?",The Funtastic World of Hanna-Barbera,The Funtastic World of Hanna-Barbera,The Funtastic World of Hanna-Barbera,True,预测答案与标准答案完全一致，均为“The Funtastic World of Hanna-Barbera”。该答案准确包含了标准答案的关键信息，语义完全等价，正确回答了关于环球影城原游乐设施被替换的问题。,"判断: 正确
原因: 预测答案与标准答案完全一致，均为“The Funtastic World of Hanna-Barbera”。该答案准确包含了标准答案的关键信息，语义完全等价，正确回答了关于环球影城原游乐设施被替换的问题。"
hotpotqa-v2,offline32b_top2,0.05,seg_0_260,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/offline32b_top2/hotpotqa-v2/rate_0p05/seg_0_260/csv/reprocess_method_FusionRAG_rate_0.05_revert_rope_True_topk_10.csv,11,Waht kind of music do the bands Nada Surf and Madina Lake play?,alternative rock,alternative rock,alternative rock,True,预测答案“alternative rock”与标准答案完全一致，包含了标准答案的全部关键信息，语义上完全等价，准确地回答了关于Nada Surf和Madina Lake乐队音乐类型的问题。,"判断: 正确
原因: 预测答案“alternative rock”与标准答案完全一致，包含了标准答案的全部关键信息，语义上完全等价，准确地回答了关于Nada Surf和Madina Lake乐队音乐类型的问题。"
hotpotqa-v2,offline32b_top2,0.05,seg_0_260,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/offline32b_top2/hotpotqa-v2/rate_0p05/seg_0_260/csv/reprocess_method_FusionRAG_rate_0.05_revert_rope_True_topk_10.csv,12,Whar did Sarfraz Ahmed do after Azhar Ali stepped down?,He took up the Test captaincy,became Pakistan's ODI Captain,became Pakistan's ODI Captain,False,预测答案称其成为了ODI（一日国际赛）队长，而标准答案明确指出他接任了Test（板球测试赛）队长一职。两者涉及的赛事级别和队长职务完全不同，因此预测答案未包含标准答案的关键信息，语义上也不等价。,"判断: 错误
原因: 预测答案称其成为了ODI（一日国际赛）队长，而标准答案明确指出他接任了Test（板球测试赛）队长一职。两者涉及的赛事级别和队长职务完全不同，因此预测答案未包含标准答案的关键信息，语义上也不等价。"
hotpotqa-v2,offline32b_top2,0.05,seg_0_260,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/offline32b_top2/hotpotqa-v2/rate_0p05/seg_0_260/csv/reprocess_method_FusionRAG_rate_0.05_revert_rope_True_topk_10.csv,13,"What is a rare breed of dog that was derived as a variant of Rat Terrier, Shiloh Shepherd dog or American Hairless Terrier ?",American Hairless Terrier,American Hairless Terrier,American Hairless Terrier,True,预测答案“American Hairless Terrier”与标准答案完全一致，准确包含了标准答案的关键信息，且在语义上完全等价，因此正确地回答了问题。,"判断: 正确
原因: 预测答案“American Hairless Terrier”与标准答案完全一致，准确包含了标准答案的关键信息，且在语义上完全等价，因此正确地回答了问题。"
hotpotqa-v2,offline32b_top2,0.05,seg_0_260,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/offline32b_top2/hotpotqa-v2/rate_0p05/seg_0_260/csv/reprocess_method_FusionRAG_rate_0.05_revert_rope_True_topk_10.csv,14,Buck Barrow is married to what fringe member of Bonnie and Clyde's gang born in 1911,Blanche Barrow,Blanche Barrow,Blanche Barrow,True,预测答案“Blanche Barrow”与标准答案完全一致，准确包含了问题所要求的关键信息，语义上完全等价，正确回答了Buck Barrow的妻子是谁的问题。,"判断: 正确
原因: 预测答案“Blanche Barrow”与标准答案完全一致，准确包含了问题所要求的关键信息，语义上完全等价，正确回答了Buck Barrow的妻子是谁的问题。"
hotpotqa-v2,offline32b_top2,0.05,seg_0_260,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/offline32b_top2/hotpotqa-v2/rate_0p05/seg_0_260/csv/reprocess_method_FusionRAG_rate_0.05_revert_rope_True_topk_10.csv,15,"What actress was in both the films ""Happy Mother's Day, Love George"" and ""The Day the Earth Stood Still""?",Patricia Neal,Patricia Neal,Patricia Neal,True,预测答案“Patricia Neal”与标准答案完全一致，准确地给出了同时出演这两部电影的女演员名字，包含了标准答案的关键信息，语义完全等价，正确回答了问题。,"判断: 正确
原因: 预测答案“Patricia Neal”与标准答案完全一致，准确地给出了同时出演这两部电影的女演员名字，包含了标准答案的关键信息，语义完全等价，正确回答了问题。"
hotpotqa-v2,offline32b_top2,0.05,seg_0_260,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/offline32b_top2/hotpotqa-v2/rate_0p05/seg_0_260/csv/reprocess_method_FusionRAG_rate_0.05_revert_rope_True_topk_10.csv,16,"What is the book series, written by Cecily von Ziegesar, that the character Eric van der Woodsen appears in?",Gossip Girl,Gossip Girl,Gossip Girl,True,预测答案“Gossip Girl”与标准答案完全一致，准确包含了问题所要求的关键信息，正确回答了Eric van der Woodsen所在的由Cecily von Ziegesar创作的书系列。,"判断: 正确
原因: 预测答案“Gossip Girl”与标准答案完全一致，准确包含了问题所要求的关键信息，正确回答了Eric van der Woodsen所在的由Cecily von Ziegesar创作的书系列。"
hotpotqa-v2,offline32b_top2,0.05,seg_0_260,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/offline32b_top2/hotpotqa-v2/rate_0p05/seg_0_260/csv/reprocess_method_FusionRAG_rate_0.05_revert_rope_True_topk_10.csv,17,In what year was the author of the book series which had the character Opal Koboi born?,1965,1965,1965,True,预测答案“1965”与标准答案“1965”完全一致，包含了标准答案的关键信息，且在语义上完全等价，准确地回答了关于Opal Koboi这一角色所在系列书籍作者出生年份的问题。,"判断: 正确
原因: 预测答案“1965”与标准答案“1965”完全一致，包含了标准答案的关键信息，且在语义上完全等价，准确地回答了关于Opal Koboi这一角色所在系列书籍作者出生年份的问题。"
hotpotqa-v2,offline32b_top2,0.05,seg_0_260,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/offline32b_top2/hotpotqa-v2/rate_0p05/seg_0_260/csv/reprocess_method_FusionRAG_rate_0.05_revert_rope_True_topk_10.csv,18,Are Shiba Inu and Leonberger both large dog breeds?,no,no,no,True,预测答案“no”与标准答案完全一致，准确指出了柴犬和莱昂伯格犬并不都是大型犬这一事实，符合所有的判断标准。,"判断: 正确
原因: 预测答案“no”与标准答案完全一致，准确指出了柴犬和莱昂伯格犬并不都是大型犬这一事实，符合所有的判断标准。"
hotpotqa-v2,offline32b_top2,0.05,seg_0_260,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/offline32b_top2/hotpotqa-v2/rate_0p05/seg_0_260/csv/reprocess_method_FusionRAG_rate_0.05_revert_rope_True_topk_10.csv,19,"Edwin Forrest's feud with William Charles Macready was the cause of what event that occurred on May 10, 1849, in Manhattan?",The Astor Place Riot,Astor Place Riot,Astor Place Riot,True,预测答案“Astor Place Riot”与标准答案“The Astor Place Riot”在语义上完全等价，仅仅是省略了定冠词“The”，包含了标准答案的所有关键信息，准确回答了所问的事件。,"判断: 正确
原因: 预测答案“Astor Place Riot”与标准答案“The Astor Place Riot”在语义上完全等价，仅仅是省略了定冠词“The”，包含了标准答案的所有关键信息，准确回答了所问的事件。"
hotpotqa-v2,offline32b_top2,0.05,seg_0_260,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/offline32b_top2/hotpotqa-v2/rate_0p05/seg_0_260/csv/reprocess_method_FusionRAG_rate_0.05_revert_rope_True_topk_10.csv,20,Who is the voice of the protagonist feral child in the sequel to the movie adaptation of some of Rudyard Kipling's stories?,Haley Joel Osment,Neel Sethi,Neel Sethi,False,预测答案“Neel Sethi”与标准答案“Haley Joel Osment”不一致。Neel Sethi是2016年真人版电影《奇幻森林》的主演，而Haley Joel Osment是2003年动画续集《森林王子2》中为主角配音的演员，两者并非同一人，因此预测答案错误。,"判断: 错误
原因: 预测答案“Neel Sethi”与标准答案“Haley Joel Osment”不一致。Neel Sethi是2016年真人版电影《奇幻森林》的主演，而Haley Joel Osment是2003年动画续集《森林王子2》中为主角配音的演员，两者并非同一人，因此预测答案错误。"
hotpotqa-v2,offline32b_top2,0.05,seg_0_260,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/offline32b_top2/hotpotqa-v2/rate_0p05/seg_0_260/csv/reprocess_method_FusionRAG_rate_0.05_revert_rope_True_topk_10.csv,21,"Which genus is aquatic, Phylica or Nelumbo?",Nelumbo,Nelumbo,Nelumbo,True,预测答案与标准答案完全一致，均为“Nelumbo”。该答案准确且直接地回答了问题中关于哪个属是水生植物的询问，包含了标准答案的所有关键信息，语义完全等价。,"判断: 正确
原因: 预测答案与标准答案完全一致，均为“Nelumbo”。该答案准确且直接地回答了问题中关于哪个属是水生植物的询问，包含了标准答案的所有关键信息，语义完全等价。"
hotpotqa-v2,offline32b_top2,0.05,seg_0_260,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/offline32b_top2/hotpotqa-v2/rate_0p05/seg_0_260/csv/reprocess_method_FusionRAG_rate_0.05_revert_rope_True_topk_10.csv,22,What Christian publication first published in 1971 has Brandan Robertson written for?,Sojourners,Sojourners,Sojourners,True,预测答案“Sojourners”与标准答案完全一致，准确包含了问题所询问的基督教出版物名称，符合所有的判断标准，因此是正确的回答。,"判断: 正确
原因: 预测答案“Sojourners”与标准答案完全一致，准确包含了问题所询问的基督教出版物名称，符合所有的判断标准，因此是正确的回答。"
hotpotqa-v2,offline32b_top2,0.05,seg_0_260,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/offline32b_top2/hotpotqa-v2/rate_0p05/seg_0_260/csv/reprocess_method_FusionRAG_rate_0.05_revert_rope_True_topk_10.csv,23,Johannes Megapolensis served for several years at the first permanent Dutch settlement in what town?,New Netherland,Albany,Albany,False,预测答案“Albany”与标准答案“New Netherland”在语义上并不等价，且未包含标准答案的关键信息。两者指代不同的地理或行政概念，因此预测答案未能正确回答问题。,"判断: 错误
原因: 预测答案“Albany”与标准答案“New Netherland”在语义上并不等价，且未包含标准答案的关键信息。两者指代不同的地理或行政概念，因此预测答案未能正确回答问题。"
hotpotqa-v2,offline32b_top2,0.05,seg_0_260,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/offline32b_top2/hotpotqa-v2/rate_0p05/seg_0_260/csv/reprocess_method_FusionRAG_rate_0.05_revert_rope_True_topk_10.csv,24,Non-Stop starred the English actress best known for what role in Downton Abbey?,Lady Mary Crawley,Answer: Lady Mary Crawley,Lady Mary Crawley,True,预测答案与标准答案完全一致，均为“Lady Mary Crawley”。预测答案准确包含了标准答案的所有关键信息，语义上完全等价，正确回答了关于《唐顿庄园》中女演员最著名角色的问题。,"判断: 正确
原因: 预测答案与标准答案完全一致，均为“Lady Mary Crawley”。预测答案准确包含了标准答案的所有关键信息，语义上完全等价，正确回答了关于《唐顿庄园》中女演员最著名角色的问题。"
hotpotqa-v2,offline32b_top2,0.05,seg_0_260,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/offline32b_top2/hotpotqa-v2/rate_0p05/seg_0_260/csv/reprocess_method_FusionRAG_rate_0.05_revert_rope_True_topk_10.csv,25,"An official ambassador of the United Dance Organisation, this actor made his film debut in Street Dance 3D.",George Sampson,George Sampson,George Sampson,True,预测答案与标准答案完全一致，均为“George Sampson”。预测答案准确包含了标准答案的关键信息，且在语义上完全等价，正确回答了关于联合舞蹈组织官方大使及《Street Dance 3D》电影首秀演员的问题。,"判断: 正确
原因: 预测答案与标准答案完全一致，均为“George Sampson”。预测答案准确包含了标准答案的关键信息，且在语义上完全等价，正确回答了关于联合舞蹈组织官方大使及《Street Dance 3D》电影首秀演员的问题。"
hotpotqa-v2,offline32b_top2,0.05,seg_0_260,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/offline32b_top2/hotpotqa-v2/rate_0p05/seg_0_260/csv/reprocess_method_FusionRAG_rate_0.05_revert_rope_True_topk_10.csv,26,"Which member of Mission Mountain Wood Band, abbreviated M2Wb, was appointed to the Montana Arts Council by Governor Brian Schweitzer?",Robert Ernest Quist,Robert Ernest Quist,Robert Ernest Quist,True,预测答案“Robert Ernest Quist”与标准答案完全一致，准确包含了被州长任命为蒙大拿州艺术委员会成员的关键人物信息，语义上完全等价，正确回答了问题。,"判断: 正确
原因: 预测答案“Robert Ernest Quist”与标准答案完全一致，准确包含了被州长任命为蒙大拿州艺术委员会成员的关键人物信息，语义上完全等价，正确回答了问题。"
hotpotqa-v2,offline32b_top2,0.05,seg_0_260,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/offline32b_top2/hotpotqa-v2/rate_0p05/seg_0_260/csv/reprocess_method_FusionRAG_rate_0.05_revert_rope_True_topk_10.csv,27,"Famous for her role as Peggy Bundy, when was the wife of producer, writer, and director on ""The Shield"" born?","born January 19, 1954","January 19, 1954","January 19, 1954",True,"预测答案“January 19, 1954”完全包含了标准答案中的核心信息，即具体的出生日期。虽然预测答案省略了“born”一词，但这属于措辞上的细微差异，两者在语义上完全等价，准确地回答了问题。","判断: 正确
原因: 预测答案“January 19, 1954”完全包含了标准答案中的核心信息，即具体的出生日期。虽然预测答案省略了“born”一词，但这属于措辞上的细微差异，两者在语义上完全等价，准确地回答了问题。"
hotpotqa-v2,offline32b_top2,0.05,seg_0_260,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/offline32b_top2/hotpotqa-v2/rate_0p05/seg_0_260/csv/reprocess_method_FusionRAG_rate_0.05_revert_rope_True_topk_10.csv,28,Are Shifty Shellshock and Alissa White-Gluz both death metal vocalists?,no,yes,yes,False,预测答案为“yes”，而标准答案为“no”，两者在语义上完全相反。预测答案没有包含标准答案的关键信息，给出了与事实及标准答案相悖的结论，因此判断为错误。,"判断: 错误
原因: 预测答案为“yes”，而标准答案为“no”，两者在语义上完全相反。预测答案没有包含标准答案的关键信息，给出了与事实及标准答案相悖的结论，因此判断为错误。"
hotpotqa-v2,offline32b_top2,0.05,seg_0_260,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/offline32b_top2/hotpotqa-v2/rate_0p05/seg_0_260/csv/reprocess_method_FusionRAG_rate_0.05_revert_rope_True_topk_10.csv,29,"Peter Benchley and Ödön von Horváth, have which mutual occupation?",novelist,screenwriter,screenwriter,False,预测答案给出的职业是“screenwriter”（编剧），而标准答案为“novelist”（小说家）。两者在语义上并不等价，且预测答案未包含标准答案的关键信息，因此判断为错误。,"判断: 错误
原因: 预测答案给出的职业是“screenwriter”（编剧），而标准答案为“novelist”（小说家）。两者在语义上并不等价，且预测答案未包含标准答案的关键信息，因此判断为错误。"
hotpotqa-v2,offline32b_top2,0.05,seg_0_260,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/offline32b_top2/hotpotqa-v2/rate_0p05/seg_0_260/csv/reprocess_method_FusionRAG_rate_0.05_revert_rope_True_topk_10.csv,30,Until which year did this Polish professional boxer who lost to Joe Smith Jr. in 2016 in a knockout victory hold the IBO light heavyweight title?,2013,2013,2013,True,预测答案“2013”与标准答案“2013”完全一致，包含了标准答案的关键信息，且在语义上完全等价，准确地回答了该波兰职业拳击手持有IBO轻重量级冠军头衔直到哪一年的问题。,"判断: 正确
原因: 预测答案“2013”与标准答案“2013”完全一致，包含了标准答案的关键信息，且在语义上完全等价，准确地回答了该波兰职业拳击手持有IBO轻重量级冠军头衔直到哪一年的问题。"
hotpotqa-v2,offline32b_top2,0.05,seg_0_260,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/offline32b_top2/hotpotqa-v2/rate_0p05/seg_0_260/csv/reprocess_method_FusionRAG_rate_0.05_revert_rope_True_topk_10.csv,31,Were Ronnie Van Zant and Mick Jones both lead singers of a band?,yes,yes,yes,True,预测答案“yes”与标准答案“yes”完全一致，准确地给出了可核验的肯定答复，包含了标准答案的关键信息，在语义上完全等价，因此正确回答了问题。,"判断: 正确
原因: 预测答案“yes”与标准答案“yes”完全一致，准确地给出了可核验的肯定答复，包含了标准答案的关键信息，在语义上完全等价，因此正确回答了问题。"
hotpotqa-v2,offline32b_top2,0.05,seg_0_260,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/offline32b_top2/hotpotqa-v2/rate_0p05/seg_0_260/csv/reprocess_method_FusionRAG_rate_0.05_revert_rope_True_topk_10.csv,32,Tome Sizemore had a role in which movie that starred Wesley Snipes and Bruce Payne ?,Passenger 57,Passenger 57,Passenger 57,True,预测答案“Passenger 57”与标准答案完全一致，包含了标准答案的关键信息，且在语义上完全等价，准确地回答了关于Tome Sizemore参演电影的提问。,"判断: 正确
原因: 预测答案“Passenger 57”与标准答案完全一致，包含了标准答案的关键信息，且在语义上完全等价，准确地回答了关于Tome Sizemore参演电影的提问。"
hotpotqa-v2,offline32b_top2,0.05,seg_0_260,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/setup_standard_v2_cross_dataset/results/offline32b_top2/hotpotqa-v2/rate_0p05/seg_0_260/csv/reprocess_method_FusionRAG_rate_0.05_revert_rope_True_topk_10.csv,33,"At which battle, in the East Riding of Yorkshire, did King Harold defeat King Harald of Norway?",Battle of Stamford Bridge,Stamford Bridge,Stamford Bridge,True,预测答案“Stamford Bridge”包含了标准答案“Battle of Stamford Bridge”的核心实体信息，省略了“Battle of”一词属于措辞上的细微差异，两者在语义上完全等价，正确回答了问题。,"判断: 正确
原因: 预测答案“Stamford Bridge”包含了标准答案“Battle of Stamford Bridge”的核心实体信息，省略了“Battle of”一词属于措辞上的细微差异，两者在语义上完全等价，正确回答了问题。"
