row_id,is_warmup,example_id,sub_q_idx,main_question,sub_question,doc_tokens,query_tokens,full_tokens,fusion_selected_doc_tokens,fusion_reprocess_prefill_tokens,full_exact_cache_ttft_s,full_ttft_compute_s,full_ttft_wall_s,fusion_ttft_compute_s,fusion_ttft_wall_s,fusion_storage_time_s,fusion_selection_time_s,fusion_selection_score_forward_time_s,fusion_reprocess_prefill_time_s,speedup_full_over_fusion_compute,ttft_reduction_pct_compute,speedup_full_exact_over_fusion_compute,ttft_reduction_pct_full_exact_vs_fusion_compute,speedup_full_over_fusion_wall,ttft_reduction_pct_wall
10,False,9,0,When did a storm disperse the fleet led by the English king who trusted William de Longchamp?,Which English king trusted William de Longchamp?,1998,25,2815,1998,2023,0.3634028588421643,0.12975192070007324,0.3630135338753462,0.42196411779150367,0.5052153216674924,0.025826032739132643,0.102163749281317,0.10129286907613277,0.29397433577105403,0.3074951523820915,-225.20837881613377,0.8612174436635983,-16.114694071455872,0.7185323134642849,-39.17258573642501
11,False,9,1,When did a storm disperse the fleet led by the English king who trusted William de Longchamp?,What specific naval expedition or fleet did King Richard I lead that was dispersed by a storm?,2722,33,3547,2722,2755,0.4855609219521284,0.19045329093933105,0.48651699302718043,0.5142877520993352,0.6116055431775749,0.03271741420030594,0.103881292976439,0.1029034098610282,0.37768904492259026,0.37032437611414243,-170.03353397719007,0.944142496044397,-5.916215421890758,0.795475120286678,-25.711034135123434
12,False,10,0,The Unwinding author volunteered for which organisation?,Who is the author of The Unwinding?,1505,25,2322,1505,1530,0.3177390224300325,0.11679768562316895,0.3190582962706685,0.3570690806955099,0.4182569831609726,0.023003152571618557,0.10235599800944328,0.10155164916068316,0.23170993011444807,0.32710109034270596,-205.715887083193,0.8898530833617149,-12.378101362774242,0.7628283785231484,-31.091085249872428
13,False,10,1,The Unwinding author volunteered for which organisation?,Which organization did George Packer volunteer for?,1738,24,2554,1738,1762,0.3357651778496802,0.123626708984375,0.33719811867922544,0.398437709081918,0.4822541461326182,0.026258863043040037,0.10244351904839277,0.10159539012238383,0.2697353269904852,0.3102786361994607,-222.2909615205206,0.8427043178803328,-18.66558397556517,0.6992124824293312,-43.01804174399433
14,False,11,0,Who is the lead singer of the band performing Bang Bang Rock & Roll?,Which band performed the song 'Bang Bang Rock & Roll'?,1230,27,2049,1230,1257,0.27158211916685104,0.10681319236755371,0.27299779187887907,0.3290146184153855,0.37864564498886466,0.02183463517576456,0.10185924917459488,0.10107228020206094,0.20532073406502604,0.3246457342290505,-208.0280732395085,0.8254408891460709,-21.14737870988106,0.7209848983920243,-38.69916030561096
15,False,11,1,Who is the lead singer of the band performing Bang Bang Rock & Roll?,Who is the lead singer of the band Art Brut?,1205,26,2023,1205,1231,0.2567024929448962,0.09173846244812012,0.25805351696908474,0.33082434674724936,0.38367714500054717,0.023772811982780695,0.10205819271504879,0.10131189087405801,0.20499334204941988,0.27730263310459596,-260.61684261858755,0.7759480082674132,-28.874613936166238,0.6725798508762275,-48.681230741184734
16,False,12,0,What company did the company that initiated a successful price war among PC manufacturers in 1994 merge with in 2002?,Which company initiated a successful price war among PC manufacturers in 1994?,2011,32,2835,2011,2043,0.3848856738768518,0.15105152130126953,0.3861316107213497,0.4193122796714306,0.4937921059317887,0.02592535875737667,0.10318645974621177,0.10230571683496237,0.29020046116784215,0.36023634084752343,-177.595535655096,0.9178974538461998,-8.944631648096601,0.781972020376302,-27.881813407950105
17,False,12,1,What company did the company that initiated a successful price war among PC manufacturers in 1994 merge with in 2002?,Which company did Compaq merge with in 2002?,2101,30,2923,2101,2131,0.3865888542495668,0.15637826919555664,0.39246954722329974,0.4451528317295015,0.5272634718567133,0.028967111371457577,0.10776639403775334,0.10689327772706747,0.30841932632029057,0.35129119270790216,-184.66412502163064,0.8684407392121876,-15.148904795410377,0.744351862345502,-34.34506590054518
18,False,13,0,What year was the father of Katherine of England crowned?,Who is Katherine of England?,1142,21,1955,1142,1163,0.2560852048918605,0.0942387580871582,0.2572602080181241,0.32824283791705966,0.3819008516147733,0.02087511494755745,0.10526094166561961,0.10450622392818332,0.2021067813038826,0.28710072909792,-248.30980859645783,0.7801699696386614,-28.177197138612463,0.6736308833310084,-48.449250879820546
19,False,13,1,What year was the father of Katherine of England crowned?,What year was King Henry III of England crowned?,2083,25,2900,2083,2108,0.3864447409287095,0.15152668952941895,0.387813335750252,0.443948935251683,0.5302267107181251,0.029591621831059456,0.10233394429087639,0.10142676997929811,0.31202336912974715,0.3413155827111414,-192.98398627358,0.8704711516193337,-14.880314889207336,0.7314104097566262,-36.72214486703107
20,False,14,0,Who is the sibling of the actress that played the little girl in Miracle on 34th street 1947?,Who played the little girl in the 1947 film Miracle on 34th Street?,1057,36,1885,1057,1093,0.24026893731206656,0.08840632438659668,0.24151491094380617,0.32097632996737957,0.3741385033354163,0.020439404994249344,0.10340823698788881,0.10268065379932523,0.1971286879852414,0.2754294199686977,-263.06942087510083,0.7485565597204155,-33.59043976229374,0.6455227376779431,-54.91321089589702
21,False,14,1,Who is the sibling of the actress that played the little girl in Miracle on 34th street 1947?,Who is the sibling of actress Natalie Wood?,1681,24,2497,1681,1705,0.3348022270947695,0.12325453758239746,0.33584921481087804,0.399052697699517,0.4641713919118047,0.028050316963344812,0.10240426892414689,0.10160522488877177,0.2685981118120253,0.30886782195169366,-223.76308858628792,0.838992516589557,-19.19057443622103,0.7235457002802348,-38.208270688733606
22,False,15,0,What is the capital of the county that Pine Springs is located in?,In which county is Pine Springs located?,678,23,1493,678,701,0.18560406425967813,0.07285189628601074,0.18664433574303985,0.26668068254366517,0.30769314197823405,0.018713738303631544,0.10132795199751854,0.10054584126919508,0.1466389922425151,0.2731802528444567,-266.0586699029742,0.6959786606564129,-43.68256622363236,0.606592446432371,-64.85533340901735
23,False,15,1,What is the capital of the county that Pine Springs is located in?,"What is the county seat of Culberson County, Texas?",1121,28,1941,1121,1149,0.2560216919519007,0.09398269653320312,0.25714342202991247,0.3238407294265926,0.3805916919372976,0.022551446687430143,0.10358970006927848,0.10283689899370074,0.19769958266988397,0.29021271258749093,-244.5748434257608,0.7905790368161059,-26.48956694162976,0.6756411857573518,-48.00755505735816
24,False,16,0,"In 2002, what company merged with the top PC manufacturer from 1994?",Who was the top PC manufacturer in 1994?,1515,28,2335,1515,1543,0.31712357932701707,0.11313652992248535,0.31812880793586373,0.3803563523106277,0.4368791589513421,0.02323268074542284,0.10223147692158818,0.10146704083308578,0.2548921946436167,0.29744877201390746,-236.1923443924133,0.8337538663427659,-19.93947379056451,0.728184902890494,-37.327757830538566
25,False,16,1,"In 2002, what company merged with the top PC manufacturer from 1994?",What company did Compaq merge with in 2002?,2189,30,3011,2189,2219,0.4019345520064235,0.15763497352600098,0.40279134223237634,0.45427113585174084,0.5426066000945866,0.02946555893868208,0.10383859882131219,0.10290644597262144,0.32096697809174657,0.347006360486544,-188.1791557359011,0.8847899861672076,-13.021170631899537,0.7423266546373785,-34.711584684843785
26,False,17,0,"In the King's Speech, who played the person who was the King of England in 1950?",Who was the King of England in 1950?,1415,28,2235,1415,1443,0.29041074914857745,0.11423492431640625,0.29213721863925457,0.3552010920830071,0.4187263697385788,0.02245939616113901,0.10261201113462448,0.10182072687894106,0.2301296847872436,0.3216063431745042,-210.9391407300067,0.8175953160659518,-22.309898350657175,0.6976804895799685,-43.33208609603514
27,False,17,1,"In the King's Speech, who played the person who was the King of England in 1950?",Which actor played King George VI in the film 'The King's Speech'?,1936,30,2758,1936,1966,0.36098601995036006,0.13328194618225098,0.36263509886339307,0.42528188321739435,0.5031477706506848,0.029927052091807127,0.1031765891239047,0.10230749985203147,0.2921782420016825,0.3133967174287561,-219.08438869572024,0.8488158894034813,-17.811178193514454,0.7207327946508104,-38.74767561874197
28,False,18,0,Whose sister played Susie in miracle on 34th street?,Who played Susie in Miracle on 34th Street?,1020,28,1840,1020,1048,0.23967685783281922,0.08816337585449219,0.2411687569692731,0.3183898408897221,0.36414074897766113,0.020156872924417257,0.10216124402359128,0.10144684836268425,0.19607172394171357,0.27690385977179643,-261.1361722527543,0.7527779691809764,-32.84129463671759,0.6622954383610279,-50.99001775924719
29,False,18,1,Whose sister played Susie in miracle on 34th street?,Who is Natalie Wood's brother?,1206,22,2020,1206,1228,0.2573456740938127,0.09493422508239746,0.2610696158371866,0.33383040269836783,0.3922250787727535,0.024916736874729395,0.10410825395956635,0.1033831867389381,0.20480541186407208,0.2843786075655164,-251.6438907134094,0.7708874686477767,-29.72061950288445,0.6656117366438074,-50.23773544653343
30,False,19,0,What team was Anna Benson's husband on?,Who is Anna Benson's husband?,1034,22,1848,1034,1056,0.23951242305338383,0.08807182312011719,0.24069136613979936,0.31904633482918143,0.3638675711117685,0.020192787051200867,0.10180096700787544,0.1010641218163073,0.19705258077010512,0.2760471238990135,-262.2569892689158,0.7507136014636233,-33.20659144184377,0.6614806738737008,-51.17599644202669
31,False,19,1,What team was Anna Benson's husband on?,What team did Kris Benson play for in Major League Baseball?,1580,27,2399,1580,1607,0.3182346657849848,0.11356091499328613,0.31920790299773216,0.38362758373841643,0.4441357059404254,0.02516221022233367,0.10241326875984669,0.10160988289862871,0.2560521047562361,0.2960186384061469,-237.81656634335587,0.8295406255301471,-20.548646952753515,0.7187170469031136,-39.1368138976123
32,False,20,0,What is the record label for the singer who originally sang You Belong To Me.,Who originally sang the song You Belong To Me?,1519,26,2337,1519,1545,0.3179003451950848,0.11687135696411133,0.31909035285934806,0.380303873680532,0.4501122683286667,0.02313027484342456,0.10246755788102746,0.10169101599603891,0.25470604095607996,0.3073104563281078,-225.40383166537126,0.8359114045262968,-19.62990271279894,0.7089128097844959,-41.06107072659506
33,False,20,1,What is the record label for the singer who originally sang You Belong To Me.,What record label was Joni James signed to when she released 'You Belong To Me' in 1952?,2265,41,3098,2265,2306,0.43198455311357975,0.15920257568359375,0.43341869581490755,0.4786613159812987,0.5636171037331223,0.02911655604839325,0.10509684402495623,0.10416653612628579,0.3444479159079492,0.3325996281049246,-200.66179138496562,0.9024847813907264,-10.805192577209223,0.7689949310341283,-30.039868878618094
34,False,21,0,When did the crowning of the person under whom the Chapter House was built happen?,Who was the person under whom the Chapter House was built?,1749,27,2568,1749,1776,0.3442858341149986,0.12679147720336914,0.345474423840642,0.4037291272543371,0.4740147269330919,0.024173771031200886,0.10971389710903168,0.10886941431090236,0.2698414591141045,0.3140508540110716,-218.41976776307254,0.8527644177084824,-17.265680794604865,0.7288263511893089,-37.20689412068954
35,False,21,1,When did the crowning of the person under whom the Chapter House was built happen?,When was Henry III crowned?,2118,21,2931,2118,2139,0.38661953806877136,0.15182948112487793,0.3879624269902706,0.4395478703081608,0.5061913840472698,0.029043667018413544,0.10198630718514323,0.10111603420227766,0.308517896104604,0.3454219469165723,-189.50100273782658,0.8795846008711585,-13.690030385886654,0.7664342760801346,-30.47433174758549
36,False,24,0,What record label does the artist who sang you belong to me belong to?,Who sang the song 'You Belong to Me'?,1556,26,2374,1556,1582,0.31886451598256826,0.11712503433227539,0.3198250732384622,0.3807021505199373,0.4354331009089947,0.02312716469168663,0.10227878391742706,0.10144038498401642,0.2552962019108236,0.3076553000089806,-225.0390940675521,0.8375695160825455,-19.39307493868323,0.73449876128114,-36.14726841142155
37,False,24,1,What record label does the artist who sang you belong to me belong to?,What record label is Joni James signed to?,1997,25,2814,1997,2022,0.36232873890548944,0.1335306167602539,0.36327872471883893,0.42373309563845396,0.4913900741375983,0.027683765161782503,0.10256941709667444,0.10168186295777559,0.293479913379997,0.31512907095221937,-217.3302916732879,0.8550871825566413,-16.94713947296942,0.7392878770626412,-35.265304765070304
38,False,25,0,What place does the administrative territorial entity that Juba is located in share a border with?,What is the administrative territorial entity that contains Juba?,789,26,1607,789,815,0.2118626576848328,0.07591867446899414,0.2130431099794805,0.28670896776020527,0.32649566465988755,0.019743872806429863,0.10165404994040728,0.10092698689550161,0.16531104501336813,0.2647935119088784,-277.65275772471466,0.7389467421961784,-35.32775001185624,0.6525143609530275,-53.25333200934512
39,False,25,1,What place does the administrative territorial entity that Juba is located in share a border with?,What places share a border with Central Equatoria?,1127,25,1944,1127,1152,0.2559931641444564,0.0940864086151123,0.2570203999057412,0.3227522699162364,0.3751680958084762,0.02305802097544074,0.10193356918171048,0.1011655000038445,0.19776067975908518,0.2915127712022923,-243.0381440496342,0.793156820278581,-26.078472054085,0.6850806419236417,-45.96821728783556
40,False,26,0,Who played the monarch at the end of WW2 in The King's Speech?,Who played King George VI in The King's Speech?,1534,26,2352,1534,1560,0.318283359054476,0.11696887016296387,0.3194408640265465,0.38129704305902123,0.4409517119638622,0.023983079008758068,0.1024476857855916,0.10162812797352672,0.25486627826467156,0.30676574154512437,-225.98164154940451,0.8347385977635519,-19.7979825875094,0.7244350239708922,-38.038604831477606
41,False,27,0,Who is the spouse of a cast member from King of the Mountain?,Who are the cast members of King of the Mountain?,1337,26,2155,1337,1363,0.27647732198238373,0.10856485366821289,0.27769200084730983,0.3385561602190137,0.3886508187279105,0.02200411632657051,0.10225807595998049,0.10145162604749203,0.2142939679324627,0.3206701470089386,-211.84692723271343,0.8166365125464832,-22.45350099296224,0.7145025495024583,-39.95751319520791
42,False,27,1,Who is the spouse of a cast member from King of the Mountain?,Who is Harry Hamlin's spouse?,1444,23,2259,1444,1467,0.2911571771837771,0.1142127513885498,0.2923701787367463,0.3572886800393462,0.411261067725718,0.02441851468756795,0.10247337631881237,0.10167332086712122,0.2303967890329659,0.31966518327972826,-212.82731192058958,0.814907366087595,-22.713334253075,0.7109113934697473,-40.66450603911369
43,False,32,0,Who played king whose regal Name did Albert Adopt in the king's speech?,What was the regnal name adopted by King George VI?,1439,27,2258,1439,1466,0.29128266405314207,0.11507201194763184,0.2931260741315782,0.3551624910905957,0.4069846919737756,0.02250856813043356,0.10220535472035408,0.1014282158575952,0.23044856823980808,0.3239982116193655,-208.6436789270937,0.8201391514027898,-21.93052828773885,0.7202385738637708,-38.84288294022205
44,False,32,1,Who played king whose regal Name did Albert Adopt in the king's speech?,Who played King George VI in the film 'The King's Speech'?,1722,29,2543,1722,1751,0.33418382378295064,0.11948394775390625,0.33549262303858995,0.3979453197680414,0.4589468399062753,0.02616733917966485,0.10228391923010349,0.10145266680046916,0.26949406135827303,0.30025217490571904,-233.05337432243613,0.8397732230592466,-19.079767315877994,0.7310054103588626,-36.79789312490635
45,False,33,0,What administrative territorial entity contains the place where KPRM is licensed to broadcast to?,Where is KPRM licensed to broadcast?,775,24,1591,775,799,0.20983997592702508,0.07525634765625,0.2111398270353675,0.28660037834197283,0.3265342409722507,0.019631593953818083,0.10170139325782657,0.1010229135863483,0.16526739113032818,0.2625828622126025,-280.8321653491389,0.7321692216213445,-36.580447589091555,0.6466085345497057,-54.65307780021711
46,False,35,0,What year did the author of Prince Prigio die?,Who is the author of Prince Prigio?,1174,25,1991,1174,1199,0.25623440323397517,0.09154438972473145,0.2571278107352555,0.3270819531753659,0.37444812478497624,0.020961530040949583,0.10194358415901661,0.10120351193472743,0.20417683897539973,0.27988211772616406,-257.2932805154767,0.7833951116728056,-27.649507266476526,0.6866847333870586,-45.627236398211465
47,False,35,1,What year did the author of Prince Prigio die?,What year did Andrew Lang die?,1215,22,2029,1215,1237,0.2537678680382669,0.09299564361572266,0.25446266075596213,0.3304435866884887,0.37931111501529813,0.02317909523844719,0.10222486918792129,0.10148490685969591,0.20503962226212025,0.2814266863148119,-255.3323293873317,0.7679612444029531,-30.214904370264684,0.670854743462235,-49.06356551033224
48,False,36,0,In which county is Mark Dismore's birthplace located?,Where was Mark Dismore born?,1463,23,2278,1463,1486,0.2915244270116091,0.11434793472290039,0.2924259719438851,0.356005288194865,0.41325419023633003,0.022838698234409094,0.1017528441734612,0.10096661886200309,0.2314137457869947,0.3211972926096263,-211.33512735282315,0.8188766759330797,-22.118510563332027,0.7076176814484416,-41.31924995897123
49,False,36,1,In which county is Mark Dismore's birthplace located?,"Which county is Greenfield, Indiana located in?",1820,25,2637,1820,1845,0.34813154488801956,0.12840819358825684,0.34953580191358924,0.4076678906567395,0.47112327395007014,0.026630295906215906,0.10237078694626689,0.10151852900162339,0.2786668078042567,0.3149823582656841,-217.4780979817642,0.8539587072388536,-17.101680856835433,0.7419200477678656,-34.78541293075874
50,False,37,0,Who was the sibling of Nannina de' Medici?,Who were the parents of Nannina de' Medici?,1072,28,1892,1072,1100,0.24070377508178353,0.08836817741394043,0.24180075200274587,0.3198107173666358,0.3677596431225538,0.02043021796271205,0.1022564540617168,0.10149563010782003,0.19712404534220695,0.2763139964213076,-261.90711037136816,0.7526444925416215,-32.86485318228773,0.6574967006974366,-52.09201794309457
51,False,37,1,Who was the sibling of Nannina de' Medici?,"Based on Nannina de' Medici's parents Piero di Cosimo de' Medici and Lucrezia Tornabuoni, who were her siblings?",1291,50,2133,1291,1341,0.27610769029706717,0.1082298755645752,0.27714242739602923,0.34222752833738923,0.3956868243403733,0.023654603864997625,0.10473587922751904,0.10391168808564544,0.21383704524487257,0.3162512264585432,-216.2043073154969,0.8067956766612386,-23.947119317532596,0.7004085310599801,-42.77381780125178
52,False,38,0,What county is the NRHEG High School located in?,Where is NRHEG High School located?,809,24,1625,809,833,0.21272124024108052,0.0780482292175293,0.21381383994594216,0.2929174234159291,0.3334805010817945,0.01901263603940606,0.10202467627823353,0.1012983969412744,0.1718801110982895,0.2664513032627098,-275.3030995738992,0.7262157291989636,-37.70012956109172,0.6411584463029787,-55.96768720215084
53,False,38,1,What county is the NRHEG High School located in?,"Which county is New Richland, Minnesota located in?",992,26,1810,992,1018,0.23932973900809884,0.08781123161315918,0.24028923828154802,0.29938532691448927,0.34406649973243475,0.021514690946787596,0.10234676394611597,0.10161703359335661,0.1755238720215857,0.29330506113360694,-240.94195174643707,0.799403703162969,-25.09324087983824,0.6983802214641945,-43.18847660139087
54,False,39,0,Who founded the political party of Dimuthu Bandara Abayakoon?,What is the name of the political party of Dimuthu Bandara Abayakoon?,965,34,1791,965,999,0.22939114598557353,0.08182621002197266,0.23018323397263885,0.2983936187811196,0.3419887241907418,0.019880167674273252,0.10302312485873699,0.10230157291516662,0.17549032624810934,0.2742223857072311,-264.66752975726536,0.768753524028403,-30.080704509792035,0.6730725830722295,-48.57238656721319
55,False,39,1,Who founded the political party of Dimuthu Bandara Abayakoon?,Who founded the Janatha Vimukthi Peramuna political party?,1355,30,2177,1355,1385,0.2895934712141752,0.11371994018554688,0.2907082298770547,0.3415151401422918,0.3935419488698244,0.023857025895267725,0.10301507916301489,0.10223656380549073,0.21464303508400917,0.33298652627279024,-200.3124514355806,0.8479667141360601,-17.929157280523334,0.7386969310690054,-35.37351489369935
56,False,40,0,When did military instruction start at the place where Larry Alcala was educated?,Where did Larry Alcala study?,1089,22,1903,1089,1111,0.24007158679887652,0.08688759803771973,0.24223526986315846,0.3195387846790254,0.36482276441529393,0.02052162680774927,0.10173648921772838,0.10099493013694882,0.19728066865354776,0.2719156553249013,-267.7610981262331,0.7513065653048246,-33.10145900219492,0.6639806873109796,-50.606790093526264
57,False,40,1,When did military instruction start at the place where Larry Alcala was educated?,When did military instruction begin at the University of the Philippines?,1515,27,2334,1515,1542,0.31804039468988776,0.1167752742767334,0.31887953728437424,0.381864158436656,0.43670690106227994,0.02480104099959135,0.10224585328251123,0.10145776392892003,0.2548172641545534,0.30580318078242524,-227.00771700327286,0.8328626493566157,-20.067816796982974,0.7301912026320325,-36.9504311193315
58,False,43,0,What county shares a border with Cedar Springs?,Where is Cedar Springs located?,838,21,1651,838,859,0.21319713490083814,0.08109617233276367,0.21682306425645947,0.28619603998959064,0.3280902346596122,0.019103546161204576,0.10099887382239103,0.1002877950668335,0.16609362000599504,0.2833588205333423,-252.9094305650287,0.7449339093182157,-34.24009667048558,0.6608641201449034,-51.31703621324404
59,False,43,1,What county shares a border with Cedar Springs?,"Which counties share a border with Falls County, Texas?",991,26,1809,991,1017,0.23921919707208872,0.08765506744384766,0.23996812524273992,0.3016681023873389,0.35246907733380795,0.023562069050967693,0.10255651734769344,0.10183519124984741,0.17554951598867774,0.2905679014458725,-244.1536367313723,0.7929880394345891,-26.105306797945317,0.6808203631874256,-46.88162312276582
60,False,44,0,Bancroft's county borders what county?,Where is Bancroft located?,998,22,1812,998,1020,0.239140457008034,0.08777546882629395,0.24007534934207797,0.9086553081870079,0.9533647340722382,0.019815225154161453,0.10197431594133377,0.10124563286080956,0.7868657670915127,0.09659930232667403,-935.2041639164813,0.263180608590928,-279.9672040254073,0.2518189951463917,-297.1106307602661
61,False,44,1,Bancroft's county borders what county?,"Which county is Bancroft, Ontario located in?",1107,26,1925,1107,1133,0.2558232066221535,0.09374237060546875,0.2565220007672906,0.32086553890258074,0.367268827278167,0.02101140934973955,0.10230376478284597,0.10153437918052077,0.1975503647699952,0.29215468549874485,-242.28443000764273,0.797291000763485,-25.42471933615218,0.6984584089762742,-43.172447657362056
62,False,44,2,Bancroft's county borders what county?,Which counties border Hastings County in Ontario?,1603,23,2418,1603,1626,0.3196261618286371,0.11728405952453613,0.32032735692337155,0.38433001516386867,0.4429872212931514,0.025290624238550663,0.10272149881348014,0.10189459566026926,0.25631789211183786,0.30516497514389856,-227.69160337894493,0.8316450686068757,-20.243603641532193,0.7231074431183007,-38.2920352316716
63,False,45,0,Who is the father of Empress Wang's husband?,Who is Empress Wang's husband?,1538,23,2353,1538,1561,0.31838977988809347,0.1167144775390625,0.3192059462890029,0.38143966998904943,0.43652027007192373,0.02329604374244809,0.1030567460693419,0.10222230618819594,0.25508688017725945,0.30598410894811545,-226.81435759448743,0.8347054722893242,-19.802736797367217,0.7312511426706682,-36.751923059950364
64,False,45,1,Who is the father of Empress Wang's husband?,Who was the father of Yang Pu (Emperor Rui of Wu)?,1820,30,2642,1820,1850,0.34831935400143266,0.12834858894348145,0.3492192691192031,0.4092479390092194,0.47513147396966815,0.027497257106006145,0.10323009174317122,0.10236387699842453,0.27852059016004205,0.31362061163755806,-218.8565938885643,0.8511206063607955,-17.49216180721791,0.7349950240120209,-36.055342870409014
65,False,46,0,Who played the king that was king of england in 1951 in the king's speech?,Who was the king of England in 1951?,1520,28,2340,1520,1548,0.31805766420438886,0.11672329902648926,0.31904336903244257,0.380020210519433,0.4341258401982486,0.022931549698114395,0.10239231400191784,0.10159783717244864,0.2546963468194008,0.30715024042259564,-225.57356902086104,0.8369493395355203,-19.481544791584106,0.7349098797868096,-36.0711057919225
66,False,46,1,Who played the king that was king of england in 1951 in the king's speech?,Which actor played King George VI in the film 'The King's Speech'?,1936,30,2758,1936,1966,0.3613181631080806,0.1331171989440918,0.36232387693598866,0.4264288432896137,0.4905766248703003,0.02951527200639248,0.10310200601816177,0.10220407228916883,0.29381156526505947,0.3121674366986565,-220.3409076153342,0.8473117351086111,-18.020317501187066,0.7385673482338883,-35.39726639571421
67,False,50,0,When was John's eldest son crowned?,Who is John's eldest son?,1672,22,2486,1672,1694,0.3274976988323033,0.12029695510864258,0.32849036110565066,0.3943588472902775,0.4507367257028818,0.023784962948411703,0.10222114017233253,0.10139005491510034,0.26835274416953325,0.30504439277888207,-227.8211380613284,0.8304560708669497,-20.415761300420844,0.7287854358736813,-37.2145971607105
